movieCd,movieNm_box,rank,rankInten,rankOldAndNew,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,openDt_box,showRange,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
20145141,위플래쉬,4,37,OLD,193948100,9.1,192967600,19680.5,442805500,25816,25700,22155.2,57856,326,1457,2015-03-12,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,4,0,OLD,329154500,11.5,135206400,69.7,771960000,40350,14534,56.3,98206,339,1534,2015-03-13,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,4,0,OLD,835029700,12.5,505875200,153.7,1606989700,101773,61423,152.2,199979,409,1641,2015-03-14,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,4,0,OLD,768694300,14.2,-66335400,-7.9,2375684000,94618,-7155,-7.0,294597,436,1684,2015-03-15,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,3,1,OLD,265226500,17.5,-503467800,-65.5,2640910500,35004,-59614,-63.0,329601,398,1705,2015-03-16,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,3,0,OLD,276529100,19.1,11302600,4.3,2917439600,36385,1381,3.9,365986,425,1728,2015-03-17,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,2,1,OLD,329297300,20.7,52768200,19.1,3246736900,43163,6778,18.6,409149,435,1840,2015-03-18,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,2,0,OLD,316058400,18.9,-13238900,-4.0,3562795300,41600,-1563,-3.6,450749,430,1868,2015-03-19,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,1,1,OLD,543266146,22.6,227207746,71.9,4106061446,66186,24586,59.1,516935,473,2021,2015-03-20,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,1,0,OLD,1335238770,24.4,791972624,145.8,5441300216,162401,96215,145.4,679336,558,2439,2015-03-21,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,1,0,OLD,1192575200,24.3,-142663570,-10.7,6633875416,145836,-16565,-10.2,825172,574,2440,2015-03-22,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,1,0,OLD,311419500,23.4,-881155700,-73.9,6945294916,40947,-104889,-71.9,866119,504,2258,2015-03-23,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,1,0,OLD,304996400,23.8,-6423100,-2.1,7250291316,40204,-743,-1.8,906323,523,2239,2015-03-24,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,2,-1,OLD,298968400,13.9,-6028000,-2.0,7549259716,46453,6249,15.5,952776,457,1946,2015-03-25,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,3,-1,OLD,248813300,13.5,-50155100,-16.8,7798073016,32874,-13579,-29.2,985650,446,1966,2015-03-26,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,2,1,OLD,403378534,15.0,154565234,62.1,8201451550,49274,16400,49.9,1034924,452,2055,2015-03-27,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,2,0,OLD,914797636,15.4,511419102,126.8,9116249186,110609,61335,124.5,1145533,524,2247,2015-03-28,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,2,0,OLD,759178300,14.3,-155619336,-17.0,9875427486,92795,-17814,-16.1,1238328,511,2180,2015-03-29,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,3,-1,OLD,204918600,12.9,-554259700,-73.0,10080346086,27119,-65676,-70.8,1265447,452,2018,2015-03-30,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,3,0,OLD,210312600,13.1,5394000,2.6,10290658686,28172,1053,3.9,1293619,457,2016,2015-03-31,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20145141,위플래쉬,3,0,OLD,181737700,6.9,-28574900,-13.6,10472396386,24265,-3907,-13.9,1317884,417,1611,2015-04-01,2015-03-12,,위플래쉬,Whiplash,,106,2014,20150312,개봉,장편,,,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20143253,존 윅,7,0,NEW,125397300,3.3,125397300,100.0,150149300,16347,16347,100.0,19448,321,1076,2015-01-21,2015-01-21,,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20143253,존 윅,7,0,OLD,106451300,2.9,-18946000,-15.1,256600600,14050,-2297,-14.1,33498,312,1048,2015-01-22,2015-01-21,,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20143253,존 윅,7,0,OLD,131415899,3.1,24964599,23.5,388016499,15986,1936,13.8,49484,315,984,2015-01-23,2015-01-21,,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20143253,존 윅,7,0,OLD,199569638,2.2,68153739,51.9,587586137,24014,8028,50.2,73498,315,784,2015-01-24,2015-01-21,,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20143253,존 윅,7,0,OLD,158670400,1.8,-40899238,-20.5,746256537,19071,-4943,-20.6,92569,308,737,2015-01-25,2015-01-21,,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20143253,존 윅,7,0,OLD,64718300,2.4,-93952100,-59.2,810974837,8574,-10497,-55.0,101143,310,815,2015-01-26,2015-01-21,,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20143253,존 윅,7,0,OLD,67246100,2.4,2527800,3.9,878220937,8858,284,3.3,110001,305,802,2015-01-27,2015-01-21,,존 윅,John Wick,,101,2014,20150121,개봉,장편,,,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20145501,돌연변이,5,0,NEW,74638100,3.2,74638100,100.0,116602100,10379,10379,100.0,15121,365,1089,2015-10-22,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,5,0,OLD,97924080,2.9,23285980,31.2,214526180,13223,2844,27.4,28344,378,1083,2015-10-23,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,5,0,OLD,202381404,3.2,104457324,106.7,416907584,26989,13766,104.1,55333,393,1020,2015-10-24,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,5,0,OLD,161536700,2.8,-40844704,-20.2,578444284,21511,-5478,-20.3,76844,399,968,2015-10-25,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,6,-1,OLD,32111700,1.9,-129425000,-80.1,610555984,4423,-17088,-79.4,81267,328,794,2015-10-26,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,6,0,OLD,32003500,1.8,-108200,-0.3,642559484,4605,182,4.1,85872,335,813,2015-10-27,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,10,-4,OLD,13885000,0.6,-18118500,-56.6,656444484,2343,-2262,-49.1,88215,139,246,2015-10-28,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,10,3,OLD,29932700,0.5,23160800,342.0,697146584,3740,2851,320.7,93408,64,119,2015-10-31,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20145501,돌연변이,10,0,OLD,24248800,0.5,-5683900,-19.0,721395384,2966,-774,-20.7,96374,59,110,2015-11-01,2015-10-22,,돌연변이,Collective Invention,,93,2015,20151022,개봉,장편,,,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20144322,도라에몽 : 스탠 바이 미,6,0,NEW,89608000,3.5,89608000,100.0,124934000,12675,12675,100.0,17512,323,676,2015-02-12,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,6,0,OLD,138959558,4.2,49351558,55.1,263893558,19165,6490,51.2,36677,343,711,2015-02-13,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,5,1,OLD,448314271,5.7,309354713,222.6,712207829,60688,41523,216.7,97365,413,896,2015-02-14,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,4,1,OLD,445411600,6.5,-2902671,-0.6,1157619429,59781,-907,-1.5,157146,432,934,2015-02-15,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,6,-2,OLD,116554900,4.4,-328856700,-73.8,1274174329,16782,-42999,-71.9,173928,359,762,2015-02-16,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,7,-1,OLD,120108900,2.9,3554000,3.0,1394283229,17350,568,3.4,191278,356,752,2015-02-17,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,8,-1,OLD,186367600,2.6,66258700,55.2,1580650829,24802,7452,43.0,216080,343,684,2015-02-18,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,8,0,OLD,151309000,1.6,-35058600,-18.8,1731959829,19489,-5313,-21.4,235569,323,625,2015-02-19,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,8,0,OLD,295372000,2.5,144063000,95.2,2027331829,39267,19778,101.5,274836,334,637,2015-02-20,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,8,0,OLD,321691800,2.9,26319800,8.9,2349023629,43457,4190,10.7,318293,333,600,2015-02-21,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,7,1,OLD,299854100,3.6,-21837700,-6.8,2648877729,40261,-3196,-7.4,358554,347,618,2015-02-22,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,7,0,OLD,75250500,2.8,-224603600,-74.9,2724128229,11092,-29169,-72.4,369646,305,517,2015-02-23,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,7,0,OLD,101022300,3.8,25771800,34.2,2825150529,14908,3816,34.4,384554,302,510,2015-02-24,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,8,-1,OLD,103366000,3.6,2343700,2.3,2928516529,15575,667,4.5,400129,287,488,2015-02-25,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,9,-1,OLD,85290400,2.8,-18075600,-17.5,3013806929,12594,-2981,-19.1,412723,203,267,2015-02-26,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,9,0,OLD,88061600,2.5,2771200,3.2,3101868529,12423,-171,-1.4,425146,221,297,2015-02-27,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,9,0,OLD,141455200,2.1,53393600,60.6,3243323729,19498,7075,57.0,444644,277,422,2015-02-28,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20144322,도라에몽 : 스탠 바이 미,10,-1,OLD,129663100,2.2,-11792100,-8.3,3372986829,17412,-2086,-10.7,462056,273,425,2015-03-01,2015-02-12,,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,94,2014,20150212,개봉,장편,,,,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20140241,고녀석 맛나겠다2 : 함께라서 행복해,9,0,NEW,25335500,0.4,25335500,100.0,34148500,3712,3712,100.0,4979,115,180,2015-07-29,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,6,3,OLD,44051900,0.5,18716400,73.9,78200400,6478,2766,74.5,11457,142,178,2015-07-30,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,6,0,OLD,45786800,0.5,1734900,3.9,123987200,6393,-85,-1.3,17850,137,169,2015-07-31,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,6,0,OLD,45039500,0.3,-747300,-1.6,169026700,6248,-145,-2.3,24098,130,160,2015-08-01,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,6,0,OLD,43526700,0.3,-1512800,-3.4,212553400,5997,-251,-4.0,30095,134,167,2015-08-02,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,6,0,OLD,36268800,0.4,-7257900,-16.7,248822200,5267,-730,-12.2,35362,133,160,2015-08-03,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,6,0,OLD,39734900,0.5,3466100,9.6,288557100,5863,596,11.3,41225,134,167,2015-08-04,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,9,5,OLD,17819200,0.1,12925900,264.2,322603400,2574,1862,261.5,46170,29,39,2015-08-08,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20140241,고녀석 맛나겠다2 : 함께라서 행복해,9,2,OLD,12700500,0.2,4195800,49.3,349962000,1879,727,63.1,50110,29,36,2015-08-11,2015-07-29,,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20153039,러브 라이브! 더 스쿨 아이돌 무비,9,0,NEW,41219500,1.3,41219500,100.0,117709500,5474,5474,100.0,13123,61,134,2015-09-03,2015-09-03,,러브 라이브! 더 스쿨 아이돌 무비,Love Live! The School Idol Movie,,99,2015,20150903,개봉,장편,,,,애니메이션,일본,쿄고쿠 타카히코,토쿠이 소라|파일|쿠보 유리카|이이다 리호|쿠스다 아이나,,(주)박수엔터테인먼트
20153039,러브 라이브! 더 스쿨 아이돌 무비,10,-1,OLD,28523000,0.7,-12696500,-30.8,146232500,3577,-1897,-34.7,16700,62,137,2015-09-04,2015-09-03,,러브 라이브! 더 스쿨 아이돌 무비,Love Live! The School Idol Movie,,99,2015,20150903,개봉,장편,,,,애니메이션,일본,쿄고쿠 타카히코,토쿠이 소라|파일|쿠보 유리카|이이다 리호|쿠스다 아이나,,(주)박수엔터테인먼트
20153039,러브 라이브! 더 스쿨 아이돌 무비,10,0,OLD,60878500,0.7,32355500,113.4,207111000,8283,4706,131.6,24983,66,156,2015-09-05,2015-09-03,,러브 라이브! 더 스쿨 아이돌 무비,Love Live! The School Idol Movie,,99,2015,20150903,개봉,장편,,,,애니메이션,일본,쿄고쿠 타카히코,토쿠이 소라|파일|쿠보 유리카|이이다 리호|쿠스다 아이나,,(주)박수엔터테인먼트
