movieCd,movieNm,movieNmEn,movieNmOg,showTm,prdtYear,openDt,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
20158481,퇴마: 무녀굴,The Chosen: Forbidden Cave,,105,2015,20150820,개봉,장편,,,,공포(호러)|스릴러,한국,김휘,김성균|유선|천호진|차예련|김혜성,(주)케이프로덕션|플로우식스(주)|버티고필름,씨네그루(주)다우기술
20163903,리틀메딕: 몸속탐험대,The Little Medic: Secret Mission of the Bodynauts,Der Kleine Medicus - Geheimnisvolle Mission im Körper,78,2014,20161124,개봉,장편,,,,애니메이션|가족,독일,피터 클라릿지,,,(주)팝엔터테인먼트
20144682,샌 안드레아스,San Andreas,,114,2015,20150603,개봉,장편,,,,액션|드라마|스릴러,미국,브래드 페이튼,드웨인 존슨|알렉산드라 다드다리오,,워너브러더스 코리아(주)
20167839,벤허,Ben-Hur,,123,2016,20160914,개봉,장편,,,,어드벤처|드라마,미국,티무르 베크맘베토브,잭 휴스턴|토비 켑벨|모건 프리먼|로드리고 산토로|할룩 빌기너,,롯데쇼핑㈜롯데엔터테인먼트
20162928,카페 6,At Cafe 6,六弄咖啡馆,102,2016,20161116,개봉,장편,,,,멜로/로맨스|코미디,대만,오자운,동자건|안탁령|임백굉|오양니니,,(주)라이크콘텐츠
20165281,마이 리틀 자이언트,The BFG,,117,2015,20160810,개봉,장편,,,,어드벤처|가족|판타지,미국,스티븐 스필버그,마크 라이런스|레베카 홀|빌 헤이더|제메인 클레멘트|매트 프류어,,월트디즈니컴퍼니코리아(주)
20166462,신밧드 더 무비,SINBAD,,113,2016,20161201,개봉,장편,,,,애니메이션,일본,미야시타 신페이,,,와이드 릴리즈(주)
20136057,소수의견,Minority Opinion,,126,2013,20150624,개봉,장편,,,,드라마,한국,김성제,윤계상|유해진|김옥빈|이경영|장광,(주)하리마오픽쳐스,(주)시네마서비스
20157421,뷰티풀 라이,The Good lie,,110,2014,20150326,개봉,장편,,,,드라마,미국,필리프 팔라도,리즈 위더스푼|아놀드 오셍|게르 두아니|엠마뉴엘 잘,,(주)씨제이이엔엠
20155702,앤트맨,Ant-Man,,116,2015,20150903,개봉,장편,,,,액션|SF,미국|영국,페이튼 리드,폴 러드|마이클 더글라스|에반젤린 릴리|코리 스톨,,월트디즈니컴퍼니코리아(주)
20150979,덕혜옹주,The Last Princess,,126,2016,20160803,개봉,장편,,,,사극|드라마,한국,허진호,손예진|박해일|윤제문|라미란|정상훈,(주)하이브미디어코프|(주)영화사호필름 |(주)디씨지플러스,롯데쇼핑㈜롯데엔터테인먼트
20162022,대결,Duel:The Final Round,,97,2016,20160922,개봉,장편,,,,액션,한국,신동엽,이주승|오지호|이정진|신정근|손은서,휴메니테라픽쳐스(주)|컴퍼니에이이엔티(주),(주)스톰픽쳐스코리아|TCO(주)더콘텐츠온
20158703,트래쉬,Trash,,113,2015,20150514,개봉,장편,,,,어드벤처|드라마|스릴러,미국,스티븐 달드리,루니 마라|마틴 쉰|릭슨 테베즈|와그너 모라|셀튼 멜로,,유니버설픽쳐스인터내셔널 코리아(유)
20156080,나쁜놈은 죽는다,Bad Guys Always Die,壞蛋必須死,103,2015,20160204,개봉,장편,,,,코미디|액션,중국|한국,손호,손예진|진백림|신현준|박철민|장광,(주)케이알씨지|(유)조이앤시네마,TCO(주)더콘텐츠온|(유)조이앤시네마
20150522,러덜리스,Rudderless,,105,2014,20150709,개봉,장편,,,,코미디|드라마,미국,윌리엄 H. 머시,빌리 크루덥|안톤 옐친|셀레나 고메즈|로렌스 피쉬번|펠리시티 허프먼,,그린나래미디어(주)
20145503,검은 사제들,The Priests,,108,2015,20151105,개봉,장편,,,,미스터리|드라마,한국,장재현,김윤석|강동원|박소담|김병옥|김의성,영화사 집,(주)씨제이이엔엠
20150963,호비와 엄마나무섬의 비밀,Shimajiro's Wow! Shimajiro and Big tree Island,しまじろうとおおきなき,61,2015,20150702,개봉,장편,,,,애니메이션,일본,히라바야시 이사무,,,(주)머스트씨무비릴리징컴퍼니
20158561,기생수 파트2,Parasyte: Part 2,寄生獣 PART2,117,2015,20150507,개봉,장편,,,,SF|스릴러,일본,야마자키 타카시,소메타니 쇼타|아베 사다오|후카츠 에리|하시모토 아이,,판씨네마(주)
20151521,셀프/리스,Self/less,,117,2015,20150910,개봉,장편,,,,SF|액션|스릴러,미국,타셈 싱,라이언 레이놀즈|벤 킹슬리|매튜 구드,,(주)이수C&E
20143580,분노의 질주: 더 세븐,Fast & Furious 7,,137,2015,20150401,개봉,장편,,,,액션|범죄|스릴러,미국,제임스 완,빈 디젤|폴 워커|드웨인 존슨|제이슨 스타뎀,,유니버설픽쳐스인터내셔널 코리아(유)
20156250,인천상륙작전,Operation Chromite,,110,2016,20160727,개봉,장편,,,,전쟁|드라마,한국,이재한,이정재|이범수|리암 니슨|진세연|정준호,(주)태원엔터테인먼트,(주)씨제이이엔엠
20159058,도리를 찾아서,Finding Dory,,102,2016,20160706,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,앤드류 스탠튼,엘렌 드제너스|알버트 브룩스|다이안 키튼,,월트디즈니컴퍼니코리아(주)
20156281,성실한 나라의 앨리스,Alice In Earnestland,,89,2014,20150813,개봉,장편,,,,드라마,한국,안국진,이정현|이준혁|이해영|서영화|동방우,한국영화아카데미,CGV아트하우스
20142407,오늘의 연애,Love Forecast,,118,2014,20150114,개봉,장편,,,,멜로/로맨스|코미디,한국,박진표,이승기|문채원|이서진|이경진|류화영,(주)팝콘에프앤엠,(주)씨제이이엔엠
20136068,히말라야,The Himalayas,,127,2015,20151216,개봉,장편,,,,드라마,한국,이석훈,황정민|정우|조성하|김인권|라미란,(주)제이케이필름,(주)씨제이이엔엠
20141224,경성학교: 사라진 소녀들,The Silenced,,99,2014,20150618,개봉,장편,,,,미스터리|드라마,한국,이해영,박보영|엄지원|박소담|공예지|주보비,청년필름(주)|비밀의화원,롯데쇼핑㈜롯데엔터테인먼트
20148188,쎄시봉,C'est Si Bon,,122,2014,20150205,개봉,장편,,,,멜로/로맨스|코미디|드라마,한국,김현석,김윤석|정우|한효주|김희애|진구,유한회사 제이필름|(주)무브픽쳐스,(주)씨제이이엔엠
20149401,스폰지밥 3D,The SpongeBob Movie: Sponge Out of Water,,92,2015,20150218,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,폴 티비트,안토니오 반데라스|클랜시 브라운|톰 케니|전태열|이인성,,(주)씨제이이엔엠
20161594,마음이 외치고 싶어해,The Anthem of the Heart,心が叫びたがってるんだ,119,2015,20160330,개봉,장편,,,,애니메이션,일본,나가이 타츠유키,미나세 이노리,,주식회사 온 피크|스튜디오 프로그레시브 인큐베이터
20150741,인시디어스 3,Insidious: Chapter 3,,97,2015,20150709,개봉,장편,,,,공포(호러),미국,리 워넬,스테파니 스콧|더못 멀로니|린 샤예,,유니버설픽쳐스인터내셔널 코리아(유)
20159063,트립 투 이탈리아,The Trip to Italy,,108,2014,20150604,개봉,장편,,,,코미디|드라마,영국,마이클 윈터바텀,스티브 쿠건|롭 브라이든,,찬란
20156063,룸,Room,,117,2015,20160303,개봉,장편,,,,드라마,아일랜드|캐나다,레니 에이브러햄슨,브리 라슨|제이콥 트렘블레이|조안 알렌,,(주)팝엔터테인먼트|(주)영화사 빅
20155646,위아 유어 프렌즈,We Are Your Friends,,96,2015,20151112,개봉,장편,,,,드라마|멜로/로맨스,미국|영국|프랑스,맥스 조셉,잭 에프런|에밀리 라타이코프스키,,씨네그루(주)다우기술
20156970,심야식당,Midnight Diner,映画 深夜食堂,120,2014,20150618,개봉,장편,,,,드라마,일본,마츠오카 조지,코바야시 카오루|오다기리 죠|타카오카 사키,,(주)영화사 진진
20159657,최강전사 미니특공대: 영웅의 탄생,Mini Force : New Heroes Rise,,68,2016,20160204,개봉,장편,,,,애니메이션,한국,이영준,엄상현|양정화|전태열,(주)에스에이엠지엔터테인먼트,(주)에스에이엠지엔터테인먼트
20142621,시간이탈자,Time Renegades,,107,2015,20160413,개봉,장편,,,,스릴러,한국,곽재용,임수정|조정석|이진욱|정진영|이기우,(주)씨제이이엔엠|상상필름(주),(주)씨제이이엔엠
20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,Shuriken Sentai Ninninja tai Ressha Sentai Tokkyuja Za Mubi Ninja In Wandarando,Shuriken Sentai Ninninja tai Ressha Sentai Tokkyûjâ Za Mûbî Ninja In Wandârando,60,2016,20161103,개봉,장편,,,,액션,일본,나카자와 쇼지로,김혜성|안용욱|이경태|류점희|이새아,,(주)넥스트엔터테인먼트월드(NEW)
20155501,주토피아,Zootopia,,108,2015,20160217,개봉,장편,,,,애니메이션|액션|어드벤처,미국,리치 무어|바이론 하워드,지니퍼 굿윈|제이슨 베이트먼|샤키라,,월트디즈니컴퍼니코리아(주)
20142962,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,,ポケモン・ザ・ムービー XY 破壊の繭とディアンシー,98,2014,20150114,개봉,장편,,,,애니메이션,일본,유야마 쿠니히코,,,롯데쇼핑㈜롯데엔터테인먼트
20145281,코블러,The Cobbler,,96,2014,20150408,개봉,장편,,,,판타지|코미디,미국,토마스 맥카시,아담 샌들러|더스틴 호프만|스티브 부세미,,씨네그루(주)다우기술
20145361,미니언즈,Minions,,90,2015,20150729,개봉,장편,,,,애니메이션,미국,피에르 꼬팽|카일 발다,산드라 블록|존 햄|마이클 키튼,,유니버설픽쳐스인터내셔널 코리아(유)
20149961,미안해 사랑해 고마워,Summer Snow,,114,2015,20151028,개봉,장편,,,,드라마,한국,전윤수,지진희|김성균|성유리|이계인|김영철,타임박스엔터테인먼트(주),(주)쇼박스
20155639,더 비지트,The Visit,,93,2015,20151015,개봉,장편,,,,스릴러|공포(호러),미국,M. 나이트 샤말란,디애너 듀나건|피터 맥로비|에드 옥슨볼드|올리비아 데종,,유니버설픽쳐스인터내셔널 코리아(유)
20145171,대호,The Tiger,,139,2015,20151216,개봉,장편,,,,사극,한국,박훈정,최민식|정만식|김상호|성유빈|오스기 렌,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW)
20156977,위자,Ouija,,89,2014,20150416,개봉,장편,,,,미스터리|공포(호러),미국,스틸즈 화이트,올리비아 쿡|더글라스 스미스,,유니버설픽쳐스인터내셔널 코리아(유)
20154905,가려진 시간,VANISHING TIME: A BOY WHO RETURNED,,129,2016,20161116,개봉,장편,,,,드라마|판타지,한국,엄태화,강동원|신은수|이효제|김희원|권해효,(주)바른손이앤에이,(주)쇼박스
20161589,죽여주는 여자,The Bacchus Lady,,110,2016,20161006,개봉,장편,,,,드라마,한국,이재용,윤여정|전무송|윤계상|예수정|서현우,한국영화아카데미|주식회사 뭉클픽쳐스,CGV아트하우스
20140194,곡성,THE WAILING,곡성(哭聲),156,2016,20160512,개봉,장편,,,,미스터리|스릴러|드라마,한국|미국,나홍진,곽도원|황정민|쿠니무라 준|천우희|김환희,(주)사이드미러|이십세기폭스 인터내셔널 프로덕션,이십세기폭스코리아(주)
20162504,감바의 대모험,GAMBA,,93,2015,20161110,개봉,장편,,,,애니메이션|어드벤처,일본,카와무라 토모히로|코모리 요시히로,,,(주)영화사 빅
20162025,씽,Sing,,107,2016,20161221,개봉,장편,,,,애니메이션|뮤지컬,미국,가스 제닝스,매튜 매커너히|리즈 위더스푼|스칼렛 요한슨|태런 에저튼|세스 맥팔레인,,유니버설픽쳐스인터내셔널 코리아(유)
20144741,매드 맥스: 분노의 도로,Mad Max: Fury Road,,120,2015,20150514,개봉,장편,,,,액션|어드벤처|스릴러,미국|호주,조지 밀러,톰 하디|샤를리즈 테론|니콜라스 홀트|휴 키즈 바인|조 크라비츠,,워너브러더스 코리아(주)
20151964,명탐정 코난 : 화염의 해바라기,Detective Conan: Sunflowers of Inferno,名探偵 コナン 業火の向日葵,112,2015,20150805,개봉,장편,,,,애니메이션,일본,시즈노 코분,타카야마 미나미|야마자키 와카나|코야마 리키야|야마구치 캇페이,,(주)씨제이이엔엠
20148841,헬머니,Granny's Got Talent,,108,2014,20150305,개봉,장편,,,,코미디,한국,신한솔,김수미|정만식|김정태|이태란|이성민,(주)전망좋은 영화사|TCO(주)더콘텐츠온,(주)넥스트엔터테인먼트월드(NEW)
20145502,남과 여,A Man and A Woman,,115,2015,20160225,개봉,장편,,,,멜로/로맨스,한국,이윤기,전도연|공유|이미소|정선경|윤세아,(주)영화사봄,(주)쇼박스
20150901,올레,DETOUR,,103,2016,20160825,개봉,장편,,,,드라마|코미디,한국,채두병,신하균|박희순|오만석|유다인|변준석,(주)어바웃잇,(주)대명문화공장|(주)리틀빅픽쳐스
20160862,선생님의 일기,The Teacher's Diary,คิดถึงวิทยา,109,2014,20161102,개봉,장편,,,,멜로/로맨스|드라마,태국,니티왓 다라톤,레일라 분야삭,,(주)드림팩트엔터테인먼트|(주)미로스페이스
20165941,로빈슨 크루소,Robinson Cruseo,,89,2016,20160907,개봉,장편,,,,애니메이션|어드벤처|코미디,벨기에,벤 스타센|빈센트 케스텔루트,마티아스 슈바이그호퍼|데이비드 하워드|콜린 메츠거|라일라 베르진|조이 카멘,,(주)영화사 빅
20159655,사이코패스,PSYCHO-PASS,サイコパス,114,2015,20150528,개봉,장편,,,,애니메이션|판타지|스릴러|범죄|SF,일본,시오타니 나오요시,하나자와 카나|세키 토모카즈,,(주)박수엔터테인먼트
20156102,바닷마을 다이어리,Our Little Sister,"海街 Diary,Umimachi Diary",127,2015,20151217,개봉,장편,,,,드라마,일본,고레에다 히로카즈,아야세 하루카|나가사와 마사미|카호|히로세 스즈|카세 료,,주식회사 왓챠|(주)티캐스트
20162147,세상에서 고양이가 사라진다면,If Cats Disappeared From the World,,102,2015,20161109,개봉,장편,,,,드라마,일본,나가이 아키라,사토 타케루|미야자키 아오이|오쿠다 에이지|하라다 미에코,,(주)크리픽쳐스
20150501,극장판 요괴워치: 탄생의 비밀이다냥!,Yokai Watch: Tanjo no himitsuda nyan,映画妖怪ウォッチ誕生の秘密だニャン!,96,2014,20150722,개봉,장편,,,,애니메이션,일본,타카하시 시게하루|우시로 신지,,,(주)씨제이이엔엠
20161843,위자: 저주의 시작,Ouija: Origin of Evil,,98,2016,20161109,개봉,장편,,,,공포(호러),미국,마이크 플래너건,엘리자베스 리저|애너리즈 바쏘|헨리 토마스,,유니버설픽쳐스인터내셔널 코리아(유)
20161165,무한대를 본 남자,The Man Who Knew Infinity,,108,2015,20161103,개봉,장편,,,,드라마,영국,맷 브라운,데브 파텔|제레미 아이언스|토비 존스|스티븐 프라이|제레미 노담,,판씨네마(주)
20144507,빅 아이즈,Big Eyes,,105,2014,20150128,개봉,장편,,,,드라마,미국,팀 버튼,에이미 아담스|크리스토프 왈츠,,판씨네마(주)
20145103,나이트 크롤러,Nightcrawler,,118,2014,20150226,개봉,장편,,,,범죄|드라마|스릴러,미국,댄 길로이,제이크 질렌할|빌 팩스톤,,(주)스톰픽쳐스코리아
20144102,워터 디바이너,The Water Diviner,,111,2014,20150128,개봉,장편,,,,드라마|전쟁,미국|호주|터키,러셀 크로우,러셀 크로우|올가 쿠릴렌코|제이 코트니,,롯데쇼핑㈜롯데엔터테인먼트
20169028,토마스와 친구들: 용감한 기관차와 괴물소동,Thomas&Friends-Tale of The Brave,,60,2016,20161013,개봉,장편,,,,애니메이션,영국,롭 실베스트리,,,와이드 릴리즈(주)
20162609,인어공주 : 새로운 모험의 시작,The Little Mermaid : Attack of The Pirates,Mei ren yu zhi hai dao lai xi,77,2015,20161103,개봉,장편,,,,애니메이션,중국,아담 추,,,예지림엔터테인먼트
20155101,하늘을 걷는 남자,The Walk,,123,2015,20151028,개봉,장편,,,,드라마,미국,로버트 저메키스,조셉 고든 레빗|벤 킹슬리|샬롯 르 본,,유니버설픽쳐스인터내셔널 코리아(유)
20149569,악의 연대기,The Chronicles of Evil,,102,2015,20150514,개봉,장편,,,,스릴러,한국,백운학,손현주|마동석|최다니엘|박서준|이명준,(주)비에이엔터테인먼트,(주)씨제이이엔엠
20169764,백설공주 : 사라진 아빠를 찾아서,Snow white : The mysterious father,,75,2015,20160929,개봉,장편,,,,애니메이션|가족,중국,벤 차오,이제인|사문영|박상훈,,예지림엔터테인먼트
20153039,러브 라이브! 더 스쿨 아이돌 무비,Love Live! The School Idol Movie,,99,2015,20150903,개봉,장편,,,,애니메이션,일본,쿄고쿠 타카히코,토쿠이 소라|파일|쿠보 유리카|이이다 리호|쿠스다 아이나,,(주)박수엔터테인먼트
20150752,스누피: 더 피너츠 무비,The Peanuts Movie,,93,2015,20151224,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,스티브 마티노,,,이십세기폭스코리아(주)
20153385,히트맨: 에이전트 47,Hitman: Agent 47,,98,2015,20150903,개봉,장편,,,,액션|범죄|스릴러,미국,알렉산더 바흐,루퍼트 프렌드|재커리 퀸토|한나 웨어,,이십세기폭스코리아(주)
20140241,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,82,2015,20150729,개봉,장편,,,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20166363,잭 리처: 네버 고 백,Jack Reacher: Never Go Back,,118,2016,20161130,개봉,장편,,,,액션|범죄|드라마,미국,에드워드 즈윅,톰 크루즈|코비 스멀더스|로버트 네퍼|알디스 호지|제이슨 더글러스,,롯데쇼핑㈜롯데엔터테인먼트
20130021,"협녀, 칼의 기억",Memories of the Sword,,120,2015,20150813,개봉,장편,,,,사극|액션,한국,박흥식,이병헌|전도연|김고은|이경영|김태우,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트
20154141,스타워즈: 깨어난 포스,Star Wars : The Force Awakens,,135,2015,20151217,개봉,장편,,,,액션|어드벤처|판타지,미국,J.J. 에이브럼스,해리슨 포드|마크 해밀|캐리 피셔|사이먼 페그|오스카 아이삭,,월트디즈니컴퍼니코리아(주)
20167481,맨 인 더 다크,Don’t Breathe,,88,2016,20161005,개봉,장편,,,,스릴러,미국,페데 알바레즈,제인 레비|딜런 미네트|스티븐 랭|다니엘 조바토,,유니버설픽쳐스인터내셔널 코리아(유)
20162545,"무현, 두 도시 이야기","Moo-hyun, Tale of Two Cities",,95,2016,20161026,개봉,장편,,,,다큐멘터리,한국,전인환,김원명|노무현,"<무현, 두 도시 이야기> 제작위원회 |엠앤씨에프",(주)모멘텀엔터테인먼트
20150622,메이즈 러너: 스코치 트라이얼,Maze Runner: The Scorch Trials,,131,2015,20150916,개봉,장편,,,,액션|SF|스릴러,미국,웨스 볼,딜런 오브라이언|토마스 생스터|카야 스코델라리오|이기홍,,이십세기폭스코리아(주)
20165543,하이큐!! 승자와 패자,HAIKYU!! The Winner and the Loser,ハイキュー!! 勝者と敗者,87,2015,20161228,개봉,장편,,,,애니메이션,일본,미츠나카 스스무,,,에스엠지홀딩스 주식회사|(주)이수C&E|(주)팝엔터테인먼트
20100211,다이노 타임,Dino Time,,85,2012,20150430,개봉,장편,,,,애니메이션|어드벤처|코미디,한국|미국,존 카프카|최윤석,멜라니 그리피스|제인 린치|윌리엄 볼드윈|스티븐 볼드윈|롭 슈나이더,주식회사 토이온,(주)씨제이이엔엠
20162787,테일 오브 테일즈,Tale of Tales,Il racconto dei racconti,133,2015,20161124,개봉,장편,,,,판타지,이탈리아|프랑스,마테오 가로네,셀마 헤이엑|뱅상 카셀|스테이시 마틴|토비 존스|존 C. 라일리,,오드
20149266,차이나타운,Coin Locker Girl,,109,2014,20150429,개봉,장편,,,,범죄|드라마,한국,한준희,김혜수|김고은|엄태구|박보검|고경표,폴룩스픽쳐스(주),CGV아트하우스
20161364,귀향,Spirits' Homecoming,,127,2015,20160224,개봉,장편,,,,드라마,한국,조정래,손숙|강하나|최리|임성철|정무성,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스
20155740,아이돌 마스터 무비 : 빛의 저편으로!,THE IDOLM@STER MOVIE,,122,2014,20151119,개봉,장편,,,,애니메이션,일본,니시고리 아츠시,,,(주)머스트씨무비릴리징컴퍼니
20145507,검사외전,A Violent Prosecutor,,126,2015,20160203,개봉,장편,,,,범죄|코미디,한국,이일형,황정민|강동원|이성민|박성웅|김응수,(주)영화사 월광|(주)사나이픽처스,(주)쇼박스
20144621,기생수 파트1,Parasyte: Part 1,寄生獣 PART1,109,2014,20150226,개봉,장편,,,,스릴러|SF,일본,야마자키 타카시,소메타니 쇼타|후카츠 에리|하시모토 아이|키타무라 카즈키|아사노 타다노부,,판씨네마(주)
20159001,라자루스,The Lazarus Effect,,83,2015,20150702,개봉,장편,,,,공포(호러),미국,데이빗 겔브,올리비아 와일드|에반 피터스|마크 듀플라스,,(유)조이앤시네마
20155547,슬리핑 위드 아더 피플,Sleeping With Other People,,101,2014,20151022,개봉,장편,,,,코미디|멜로/로맨스,미국,레슬리 헤드랜드,알리슨 브리|제이슨 서디키스|아만다 피트|아담 스콧,,오퍼스픽쳐스(유)
20143512,위험한 상견례 2,Enemies In-Law,,118,2015,20150429,개봉,장편,,,,멜로/로맨스|코미디,한국,김진영,진세연|홍종현|김응수|신정근|박은혜,(주)전망좋은 영화사|TCO(주)더콘텐츠온|(주)마음에드는영화사,롯데쇼핑㈜롯데엔터테인먼트|(주)마인스 엔터테인먼트
20155826,치외법권,Untouchable Lawmen,,103,2015,20150827,개봉,장편,,,,액션,한국,신동엽,임창정|최다니엘|나현정|임은경|김지은,(주)유니프로|(주)스톰픽쳐스코리아,판씨네마(주)
20153702,포켓몬 더 무비 XY 후파: 광륜의 초마신,Pokemon the Movie XY: Ring no Chomajin,,79,2015,20151223,개봉,장편,,,,애니메이션|어드벤처|판타지,일본,유야마 쿠니히코,,,(주)이수C&E
20151225,인사이드 아웃,Inside Out,,101,2014,20150709,개봉,장편,,,,애니메이션|코미디,미국,피트 닥터,다이안 레인|에이미 포엘러|카일 맥라클란|민디 캘링|빌 헤이더,,월트디즈니컴퍼니코리아(주)
20158082,투캅스 인 파리,On the Other Side of the Tracks,De l'autre cote du periph,94,2012,20150326,개봉,장편,,,,액션|코미디|범죄,프랑스,다비드 샤혼,오마 사이|로랑 라피트,,노바엔터테인먼트 
20161763,"나, 다니엘 블레이크","I, Daniel Blake",,100,2016,20161208,개봉,장편,,,,드라마,영국,켄 로치,데이브 존스|데이브 터너,,(주)영화사 진진
20153201,트랜스포터: 리퓰드,The Transporter Refueled,,85,2015,20151015,개봉,장편,,,,액션|범죄|스릴러,프랑스|중국,카밀 들라마레,에드 스크레인|론 샤바놀,,씨네그루(주)다우기술
20162365,신비한 동물사전,Fantastic Beasts and Where to Find Them,,132,2016,20161116,개봉,장편,,,,어드벤처|가족|판타지,미국|영국,데이빗 예이츠,에디 레드메인|콜린 파렐|캐서린 워터스턴|앨리슨 수돌|댄 포글러,,워너브러더스 코리아(주)
20153470,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,Doraemon The Movie: Nobita And The Space,映画ドラえもん: のび太の宇宙英雄記~スペースヒーローズ~,100,2015,20150917,개봉,장편,,,,애니메이션|SF|어드벤처,일본,오오스기 요시히로,미즈타 와사비|오오하라 메구미|심형탁,,(주)와우픽쳐스
20162431,극장판 프랭키와 친구들: 생명의 나무,Franky and Friends: A Tree of Life,,71,2016,20160413,개봉,장편,,,,애니메이션,한국,박정오,이소은|박정오,프랭키영화문화산업전문(주),예지림엔터테인먼트
20158091,유고와 라라: 하늘고래와 구름섬 대모험,Yugo & Lala,神秘世界曆險記,79,2012,20150409,개봉,장편,,,,애니메이션,중국,왕운비,이재현|박리나|홍진욱|임채헌|윤세웅,,와이드 릴리즈(주)
20157883,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,Power Rangers The Movie Train Force VS Dino force THE MOVIE,烈車戦隊トッキュウジャ-VSキョウリュウジャ-THE MOVIE,59,2014,20151126,개봉,장편,,,,액션|SF,일본,와타나베 카츠야,시손 쥰|세키네 츠토무,,(주)스마일이엔티|(주)영화사오원
20169730,당신자신과 당신의 것,Yourself and Yours,,86,2016,20161110,개봉,장편,,,,드라마,한국,홍상수,김주혁|이유영|김의성|권해효|유준상,(주)영화제작전원사 ,(주)영화제작전원사 |(주)콘텐츠판다
20149062,연애의 맛,Love Clinic,,101,2014,20150507,개봉,장편,,,,멜로/로맨스|코미디,한국,김아론,오지호|강예원|최령|오민석|주병하,(주)청우필름,(주)와우픽쳐스|(주)쇼박스
20163322,동급생,Dou-kyu-sei,同級生,60,2016,20160519,개봉,장편,,,,애니메이션|드라마,일본,나카무라 쇼코,카미야 히로시|노지마 켄지|이시카와 히데오,,(주)박수엔터테인먼트
20150025,내부자들: 디 오리지널,Inside Men: The Original,,180,2015,20151231,개봉,장편,,,,범죄|드라마,한국,우민호,이병헌|조승우|백윤식|이경영|김홍파,(유)내부자들 문화전문회사,(주)쇼박스
20154906,사냥,The Hunt,,92,2016,20160629,개봉,장편,,,,액션,한국,이우철,안성기|조진웅|한예리|권율|손현주,(주)빅스톤픽쳐스,롯데쇼핑㈜롯데엔터테인먼트
20158069,노아의 방주: 남겨진 녀석들,Ooops! Noah is Gone...,,86,2015,20150430,개봉,장편,,,,애니메이션,독일|벨기에|룩셈부르크|아일랜드,토비 젠켈,김하영|배진홍|윤세웅,,씨네그루(주)다우기술
20153781,데드풀,Deadpool,,107,2016,20160217,개봉,장편,,,,액션|SF,미국,팀 밀러,라이언 레이놀즈|모레나 바카린|에드 스크레인|지나 카라노|T.J. 밀러,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
20143511,오피스,Office,,111,2014,20150903,개봉,장편,,,,스릴러|미스터리,한국,홍원찬,고아성|박성웅|배성우|김의성|류현경,(주)영화사꽃,(주)리틀빅픽쳐스
20159646,밀정,The Age of Shadows,,139,2016,20160907,개봉,장편,,,,액션,한국|미국,김지운,송강호|공유|한지민|츠루미 신고|엄태구,(주)다크서클픽쳐스|워너브러더스 코리아(주)|(주)영화사하얼빈,워너브러더스 코리아(주)
20162629,하이큐!! 끝과 시작,HAIKYU!!The movie-The End and the Beginning,ハイキュー!! 終わりと始まり,88,2015,20161116,개봉,장편,,,,애니메이션,일본,미츠나카 스스무,히노 사토시|이리노 미유,,에스엠지홀딩스 주식회사|(주)넥스트엔터테인먼트월드(NEW)|(주)팝엔터테인먼트
20140704,비밀은 없다,The Truth Beneath,,102,2015,20160623,개봉,장편,,,,스릴러,한국,이경미,손예진|김주혁|신지훈|김소희|최유화,(주)영화사거미|필름트레인,(주)씨제이이엔엠
20150566,극장판 꼬마버스 타요의 에이스 구출작전,THE TAYO MOVIE MISSION : ACE,,48,2015,20160121,개봉,장편,,,,애니메이션,한국,류정우,,(주)아이코닉스|(주)스튜디오게일,(주)아이코닉스
20143513,미쓰 와이프,Wonderful Nightmare,,125,2015,20150813,개봉,장편,,,,코미디,한국,강효진,엄정화|송승헌|김상호|라미란|서신애,(주)영화사아이비젼|메가박스중앙(주) 플러스엠 엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,Yo-Kai watch the movie 2,映画 妖怪ウォッチ エンマ大王と5つの物語だニャン!,93,2016,20160720,개봉,장편,,,,애니메이션,일본,타카하시 시게하루,토마츠 하루카|유키 아오이|세키 토모카즈|코자쿠라 에츠코,,(주)씨제이이엔엠
20133682,화장,Revivre,,93,2014,20150409,개봉,장편,,,,드라마,한국,임권택,안성기|김규리|김호정|연우진|김병춘,(주)명필름,(주)리틀빅픽쳐스
