movieInfo,movieCd,movieNm,movieNmEn,movieNmOg,showTm,prdtYear,openDt,prdtStatNm,typeNm,nations,nation,nationNm,genres,genre,genreNm,directors,director,peopleNm,peopleNmEn,actors,actor,cast,castEn,showTypes,showType,showTypeGroupNm,showTypeNm,companys,company,companyCd,companyNm,companyNmEn,companyPartNm,audits,audit,auditNo,watchGradeNm,staffs,staff,staffRoleNm,error
,20224662,토르: 러브 앤 썬더,Thor: Love and Thunder,,118,2022,20220706,개봉,장편,,,미국,,,판타지,,,크리스 프랫,Chris Pratt,,,,,,,DOLBYCINEMA,DOLBYCINEMA 3D,,,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사,,,2022-MF01574 ,12세이상관람가,,,,
,20224713,멘,Men,,100,2022,20220713,개봉,장편,,,미국,,,SF,,,로리 키니어,Rory Kinnear,,,제프리,Geoffrey,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,수입사,,,2022-MF01620,청소년관람불가,,,,
,20224598,동감,Ditto,,114,2022,20221116,개봉,장편,,,한국,,,멜로/로맨스,,,곽기환,,,,,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF02540 ,12세이상관람가,,,홍보/마케팅 진행,
,20224517,용감한 시민,Brave Citizen,,112,2022,20231025,개봉,장편,,,한국,,,드라마,,,강문환,,,,의상실실장,,,,2D,디지털 수화,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF02496 ,15세이상관람가,,,배급진행,
,20224667,잠,Sleep,,94,2022,20230906,개봉,장편,,,한국,,,미스터리,,,임정혜,,,,정신의 안내데스크 후배 직원,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF01978,15세이상관람가,,,광고디자인,
,20224732,미친 능력,The Unbearable Weight of Massive Talent,,106,2022,20220629,개봉,장편,,,미국,,,코미디,,,티파니 해디쉬,Tiffany Haddish,,,,,,,2D,디지털,,,20142369,(유)조이앤시네마,JOY N CINEMA,수입사,,,2022-MF01175 ,15세이상관람가,,,,
,20224723,시간을 꿈꾸는 소녀,Girl who dreams about time,,110,2022,20230111,개봉,장편,,,한국,,,드라마,,,최민주,,,,성우,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2022-MF03155,12세이상관람가,,,홍보/마케팅 진행,
,20224666,파일럿,Pilot,,110,2023,20240731,개봉,장편,,,한국,,,코미디,,,김현철,,,,공사 출신 취객들1,,,,2D,디지털 가치봄,,,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,해외세일즈사,,,2024-MF01724 ,12세이상관람가,,,배급진행,
,20224782,파이어스타터,Firestarter,,94,2022,20220519,개봉,장편,,,미국,,,드라마,,,라이언 키에라 암스트롱,Ryan Kiera Armstrong,,,찰리 맥기,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2022-MF00947,12세이상관람가,,,,
,20224780,모나리자와 블러드 문,MONA LISA and THE BLOOD MOON,,107,2021,20230322,개봉,장편,,,미국,,,스릴러,,,크레이그 로빈슨,Craig Robinson,,,해롤드,Officer Harold,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,수입사,,,2022-MF02071 ,15세이상관람가,,,,
,20224791,그레이 맨,The Gray Man,,126,2022,20220713,개봉,장편,,,미국,,,스릴러,,,정덕문,Jeong Deok mun,,,,,,,2D,디지털,,,20063188,씨제이 씨지브이(CJ CGV)(주),CJ CGV,배급사,,,2022-MF01683,15세이상관람가,,,VFX 아티스트,
,20224757,룸 쉐어링,My Perfect Roommate,,92,2021,20220622,개봉,장편,,,한국,,,드라마,,,정동호,,,,몽타주 할머니 ,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF01270,전체관람가,,,배급진행,
,20224891,특수요원 빼꼼,Agent Backkom : Kings Bear,Agent Backkom - Kings Bear,92,2021,20220601,개봉,장편,,,중국,,,애니메이션,,,장병관,,,,빅투스,,,,2D,디지털 더빙,,,20137115,(주)인터파크,,제공,,,2022-MF01052,전체관람가,,,,
,20224965,DC 리그 오브 슈퍼-펫,DC League of Super-Pets,,105,2022,20220810,개봉,장편,,,미국,,,어드벤처,,,존 크래신스키,John Krasinski,,,,,,,2D,디지털 더빙,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2022-MF01572 ,전체관람가,,,,
,20224995,베르네 부인의 장미정원,The Rose Maker,La Fine Fleur,95,2020,20220609,개봉,장편,,,프랑스,,,드라마,,,까뜨린느 프로,Catherine Frot,,,,,,,2D,디지털,,,20061718,찬란,Challan Film,수입사,,,2022-MF01162 ,12세이상관람가,,,,
,20225002,위대한 침묵,Great silence,,123,2022,20220629,개봉,장편,,,한국,,,다큐멘터리,,,송상민,Song Sang Min,,,,,,,2D,디지털,,,20141088,와이드 릴리즈(주),Wide Release,배급사,,,2022-MF01571,12세이상관람가,,,홍보/마케팅 진행,
,20225055,뜨거운 피: 디 오리지널,Hot Blooded: The Original,,141,2019,20220526,개봉,장편,,,한국,,,범죄,,,김갑수,KIM Kap-soo,,,,,,,2D,디지털,,,20228845,(주)키다리스튜디오,,제공,,,2022-MF01109 ,청소년관람불가,,,,
,20225057,드래곤볼 슈퍼: 슈퍼 히어로,Dragon Ball Super: Super Hero,Doragon boru supa supa hiro,100,2022,20220914,개봉,장편,,,일본,,,어드벤처,,,타나카 마유미,Mayumi Tanaka,,,크리링,,,,4D,4D,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2022-MF02108,12세이상관람가,,,,
,20225061,아바타: 물의 길,Avatar: The Way of Water,,192,2022,20221214,개봉,장편,,,미국,,,스릴러,,,장정민,Chang Jung Min,,,,,,,DOLBYCINEMA,DOLBYCINEMA 3D,,,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사,,,2022-MF03137,12세이상관람가,,,VFX 아티스트,
,20225175,엘비스,Elvis,,159,2022,20220713,개봉,장편,,,미국,,,드라마,,,올리비아 데종,Olivia DeJonge,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2022-MF01306,15세이상관람가,,,,
,20225114,극장판 윌벤져스 : 수상한 캠핑 대소동,The Movie WillBengers : Mysterious Camping,,79,2022,20220623,개봉,장편,,,한국,,,애니메이션,,,이상민,,,,,,,,2D,디지털,,,20205722,(주)대교 미디어콘텐츠사업본부,,배급사,,,2022-MF01174 ,전체관람가,,,배급진행,
,20225183,프리! 더 파이널 스트로크 후편,Free! - the Final Stroke - the second volume,,106,2021,20220630,개봉,장편,,,일본,,,애니메이션,,,우치야마 코우키,Kouki Uchiyama,,,키리시마 이쿠야,,,,2D,디지털,,,20137515,(주)애니플러스,ANIPLUS,수입사,,,2022-MF01406,전체관람가,,,,
,20224882,마녀(魔女) Part2. The Other One,The Witch: Part 2. The Other One,,137,2021,20220615,개봉,장편,,,한국,,,액션,,,류상헌,,,,용두패,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF00969 ,15세이상관람가,,,배급진행,
,20225180,뒤틀린 집,Contorted,,90,2022,20220713,개봉,장편,,,한국,,,스릴러,,,임소리,,,,출판사직원3,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF01490,15세이상관람가,,,캐스팅디렉터,
,20225237,명탐정 코난: 할로윈의 신부,Detective Conan: The Bride of Halloween,名探偵コナン: ハロウィンの花嫁,110,2022,20220713,개봉,장편,,,일본,,,애니메이션,,,미츠나카 스스무,Mitsunaka Susumu,,,,,,,4D,4D,,,20110854,(주)씨제이이엔엠,CJ ENM Corp.,수입사,,,2022-MF01536 ,12세이상관람가,,,,
,20225190,뽀로로 극장판 드래곤캐슬 대모험,Pororo Movie_Dragon castle Adventure,,69,2022,20220728,개봉,장편,,,한국,,,애니메이션,,,류상헌,,,,아서 드래곤,,,,2D,디지털 영문자막,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF01201 ,전체관람가,,,배급진행,
,20225448,불릿 트레인,Bullet Train,,126,2022,20220824,개봉,장편,,,미국,,,액션,,,배드 버니,Bad Bunny,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2022-MF01975 ,청소년관람불가,,,,
,20225637,뿌까의 짜장면파티,,,41,2022,20220704,개봉,장편,,,한국,,,기타,,,민서영,,,,"가루,돈킹",,,,2D,디지털,,,20173242,(주)에픽캔,EpiCan,배급사,,,2022-MF01381 ,전체관람가,,,기타,
,20225186,더 킬러: 죽어도 되는 아이,THE KILLER _ A GIRL WHO DESERVES TO DIE,,95,2022,20220713,개봉,장편,,,한국,,,액션,,,김영희,KIM Younghee,,,돈텔파파 사내3,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF01509,청소년관람불가,,,VFX 아티스트,
,20225788,비욘드 라이브 더 무비 : 샤이니 월드,Beyond Live : SHINee World,,117,2022,20220629,개봉,장편,,,한국,,,공연,,,,,,,,,,,2D,디지털,,,20063188,씨제이 씨지브이(CJ CGV)(주),CJ CGV,배급사,,,2022-MF01495,전체관람가,,,,
,20225184,히든페이스,HIDDEN FACE,,115,2024,20241120,개봉,장편,,,한국,,,스릴러,,,유영진,,,,사중창 남자4,,,,2D,디지털,,,20239842,쏠레어파트너스(유),,제공,,,2024-MF02870,청소년관람불가,,,DI팀,
,20225729,스마일,Smile,,115,2022,20221006,개봉,장편,,,미국,,,공포(호러),,,롭 모건,Rob Morgan,,,,,,,2D,디지털,,,20104469,파라마운트 픽쳐스,Paramount Pictures,제공,,,2022-MF02288 ,청소년관람불가,,,,
,20225293,썸머 필름을 타고!,It's a Summer Film!,サマーフィルムにのって,97,2020,20220720,개봉,장편,,,일본,,,기타,,,이노리 키라라,Kirara Inori,,,블루 하와이,,,,2D,디지털,,,20100123,(주)싸이더스,Sidus Corporation,수입사,,,2022-MF00993,전체관람가,,,,
,20225556,사랑할 땐 누구나 최악이 된다,The Worst Person in the World,,128,2021,20220825,개봉,장편,,,노르웨이,,,드라마,,,헤르베르트 노르드룸,Herbert Nordrum,,,,,,,2D,디지털,,,20216842,(주)하이스트레인저,Histranger,제공,,,2022-MF01947,15세이상관람가,,,,
,20225795,아이언 크로스: 노르망디 상륙작전,Iron Cross: The Road to Normandy,Iron Cross: The Road to Normandy,114,2022,20220721,개봉,장편,,,미국,,,액션,,,데미안 샤파,Damian Chapa,,,,,,,2D,디지털,,,20228883,(주)플레이그램,"Playgram CO., LTD.",제공,,,2022-MF01461,15세이상관람가,,,,
,20225969,늘봄가든,SPRING GARDEN,,90,2024,20240821,개봉,장편,,,한국,,,스릴러,,,우현주,,,,,,,,2D,디지털,,,20190602,주식회사 케이무비엔터테인먼트,K-MOVIE ENTERTAINMENT,해외세일즈사,,,2024-MF01882 ,15세이상관람가,,,배급진행,
,20225892,시맨틱 에러: 더 무비,Semantic Error,,177,2022,20220831,개봉,장편,,,한국,,,멜로/로맨스,,,송걸,,,,보드대역,,,,2D,디지털,,,20192461,주식회사 왓챠,WATCHA,제공,,,2022-MF01651,12세이상관람가,,,VFX 슈퍼바이저,
,20225824,치악산,Mount CHIAK,,84,2023,20230913,개봉,장편,,,한국,,,미스터리,,,김문기,,,,골목길 운전자,,,,2D,디지털,,,20203405,(주)영화사벌집,Hive Filmworks Inc.,해외세일즈사,,,2023-MF00706,15세이상관람가,,,VFX 슈퍼바이저,
,20225894,뉴 노멀,NEW NORMAL,,112,2023,20231108,개봉,장편,,,한국,,,코미디,,,최지웅,CHOI Jee-woong,,,미연,,,,2D,디지털,,,20142968,(주)콘텐츠판다,CONTENTS PANDA,해외세일즈사,,,2023-MF02838,15세이상관람가,,,광고디자인,
,20225987,BIFAN2022 엑스라지 4,XL 4,,,2022,,기타,옴니버스,,,기타,,,기타,,,,,,,,,,,2D,디지털,,,,,,,,,,,,,,
,20225979,BIFAN2022 부천 초이스: 단편 2,Bucheon Choice: Shorts 2,,,2022,,기타,옴니버스,,,기타,,,기타,,,,,,,,,,,2D,디지털,,,,,,,,,,,,,,
,20225865,옥수역귀신,The Ghost station,,80,2021,20230419,개봉,장편,,,일본,,,미스터리,,,고범석,,,,기자(직장동료),,,,2D,디지털,,,20111081,(주)스마일이엔티,Smile Ent.,제공,,,2023-MF00934 ,15세이상관람가,,,VFX 아티스트,
,20225994,BIFAN2022 부천 초이스: 단편 1,Bucheon Choice: Shorts 1,,,2022,,기타,옴니버스,,,기타,,,기타,,,,,,,,,,,2D,디지털,,,,,,,,,,,,,,
,20225996,BIFAN2022 엑스라지 3,XL 3,,,2022,,기타,옴니버스,,,기타,,,기타,,,,,,,,,,,2D,디지털,,,,,,,,,,,,,,
,20226200,귀멸의 칼날: 아사쿠사 편,Demon Slayer: Kimetsu no Yaiba Asakusa Arc,,102,2021,20220825,개봉,장편,,,일본,,,애니메이션,,,소토자키 하루오,Haruo Sotozaki,,,,,,,2D,디지털,,,20173681,애니맥스 브로드캐스팅 코리아 유한회사,,수입사,,,2022-MF01405,15세이상관람가,,,,
,20226254,블랙 팬서: 와칸다 포에버,Black Panther: Wakanda Forever,,161,2022,20221109,개봉,장편,,,미국,,,드라마,,,테노치 우에르타 메히아,Tenoch Huerta Mejía,,,,,,,DOLBYCINEMA,DOLBYCINEMA 3D,,,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사,,,2022-MF02751,12세이상관람가,,,,
,20226207,비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,Beyond LIVE the movie : EXO’s Travel the world on a ladder 3,,124,2022,20220727,개봉,장편,,,한국,,,코미디,,,임주영,,,,,,,,2D,디지털,,,20063188,씨제이 씨지브이(CJ CGV)(주),CJ CGV,배급사,,,2022-MF01736 ,전체관람가,,,프로듀서,
,20226107,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,Doraemon the Movie: Nobita’s Little Star Wars 2021,,108,2021,20220803,개봉,장편,,,일본,,,애니메이션,,,최낙윤,,,,퉁퉁이,,,,2D,디지털 더빙,,,20100065,대원미디어(주),"Daewon media Co., Ltd.",수입사,,,2022-MF01795,전체관람가,,,,
,20226034,바다 탐험대 옥토넛 : 탐험선 대작전,OCTONAUTS Season 5,,58,2022,20220811,개봉,장편,,,영국,,,어드벤처,,,한경화,,,,튜닙,,,,2D,디지털 더빙,,,20141088,와이드 릴리즈(주),Wide Release,수입사,,,2022-MF01591 ,전체관람가,,,,
,20226201,귀멸의 칼날: 장구저택 편,Demon Slayer: Kimetsu no Yaiba Tsuzumi Mansion Arc,,86,2021,20220915,개봉,장편,,,일본,,,애니메이션,,,마츠오카 요시츠구,Yoshitsugu Matsuoka,,,하시바라 이노스케,,,,2D,디지털,,,20173681,애니맥스 브로드캐스팅 코리아 유한회사,,수입사,,,2022-MF01404,15세이상관람가,,,,
,20226125,"어쩌다 공주, 닭냥이 왕자를 부탁해!",Pil's Adventures,Les aventures de Pil,88,2021,20220908,개봉,장편,,,프랑스,,,어드벤처,,,줄리앙 프루네,Julien FOURNET,,,,,,,2D,디지털 더빙,,,20122837,(주)팝엔터테인먼트,Pop Entertainment,제공,,,2022-MF02050 ,전체관람가,,,,
,20226270,스즈메의 문단속,Suzume,すずめの戸締まり,121,2022,20230308,개봉,장편,,,일본,,,애니메이션,,,정서연,JUNG SEOYEON,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20141388,(주)로커스,,공동제공,,,2023-MF00013 ,12세이상관람가,,,배급진행,
,20226410,던전 앤 드래곤: 도적들의 명예,Dungeons & Dragons: Honor Among Thieves,,133,2023,20230329,개봉,장편,,,미국,,,판타지,,,휴 그랜트,Hugh Grant,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20104469,파라마운트 픽쳐스,Paramount Pictures,제공,,,2023-MF00681 ,12세이상관람가,,,,
,20226431,오펜하이머,Oppenheimer,,180,2023,20230815,개봉,장편,,,미국,,,드라마,,,케네스 브래너,Kenneth Branagh,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2023-MF02057,15세이상관람가,,,,
,20226533,좋.댓.구,I Haven't Done Anything,,80,2023,20230712,개봉,장편,,,한국,,,코미디,,,박대수,,,,와썹맨 여고생,,,,2D,디지털,,,20228845,(주)키다리스튜디오,,제공,,,2023-MF01627 ,15세이상관람가,,,기타,
,20226558,아인보: 아마존의 전설,AINBO: Spirit of the Amazon,,84,2021,20221026,개봉,장편,,,미국,,,애니메이션,,,호세 젤라다,Jose Zelada,,,,,,,2D,디지털 더빙,,,20137115,(주)인터파크,,제공,,,2022-MF02260,전체관람가,,,,
,20226444,극장판 엄마 까투리: 도시로 간 까투리 가족,KATURI the Movie: The Big City Adventure,,76,2019,20220908,개봉,장편,,,한국,,,애니메이션,,,정우승,,,,길고양이2/뉴스앵커,,,,2D,디지털,,,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사,,,2022-MF02025,전체관람가,,,애니메이션팀,
,20226584,기적을 믿는 소녀,The Girl Who Believes in Miracles,,99,2021,20230705,개봉,장편,,,미국,,,가족,,,오스틴 존슨,Austyn Johnson,,,,,,,2D,디지털,,,20191701,주식회사 온 피크,On Peak Inc.,수입사,,,2022-MF02023 ,전체관람가,,,,
,20226489,리바운드,Rebound,,122,2022,20230405,개봉,장편,,,한국,,,드라마,,,현은경,,,,신림고 7번,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF00764 ,12세이상관람가,,,광고대행,
,20226500,달짝지근해: 7510,HONEYSWEET,,118,2022,20230815,개봉,장편,,,한국,,,코미디,,,홍신기,Hong Sin Gi,,,도박장 가드,,,,2D,디지털 수화,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF01981,12세이상관람가,,,배급진행,
,20226568,애프터: 에버 해피,After Ever Happy,,95,2022,20220921,개봉,장편,,,미국,,,멜로/로맨스,,,히어로 파인즈 티핀,Hero Fiennes Tiffin,,,,,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,수입사,,,2022-MF02230,15세이상관람가,,,,
,20226411,범죄도시3,THE ROUNDUP : NO WAY OUT,,105,2022,20230531,개봉,장편,,,한국,,,액션,,,손성민,,,,이치조 회장 통역,,,,IMAX,IMAX,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF01287 ,15세이상관람가,,,VFX 아티스트,
,20226545,한국이 싫어서,Because I Hate Korea,,106,2023,20240828,개봉,장편,,,한국,,,드라마,,,류인종,,,,지명 누나,,,,2D,디지털 영문자막,,,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,,,2024-MF00649 ,12세이상관람가,,,기타,
,20226726,극장판 검정고무신 : 즐거운 나의 집,,,79,2022,20221006,개봉,장편,,,한국,,,애니메이션,,,백승진,,,,,,,,2D,디지털,,,20203701,(주)블루라벨픽쳐스,Bluelabel Pictures,배급사,,,2022-MF02192 ,전체관람가,,,배급진행,
,20226670,극장판 헬로카봇: 수상한 마술단의 비밀,Hello Carbot the Movie: The Secret of the Suspicious Magic Troupe,,79,2022,20220928,개봉,장편,,,한국,,,애니메이션,,,김현철,,,,여장승,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF02194 ,전체관람가,,,배급진행,
,20226679,쥬라기캅스 극장판: 공룡시대 대모험,Jurassic Cops Theatrical Version: The Great Adventure of the Age of Dinosaurs,,64,2022,20220907,개봉,장편,,,한국,,,애니메이션,,,이재민,,,,쥬라킹,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2022-MF02080 ,전체관람가,,,애니메이션팀,
,20226638,아네모네,Anemone: A Fairy Tale for No Kids,,74,2022,20240207,개봉,장편,,,한국,,,액션,,,박예지,PARK Yeji,,,여목사,,,,2D,디지털,,,20100036,㈜인디스토리,INDIESTORY Inc. ,해외세일즈사,,,2024-MF00082 ,15세이상관람가,,,배급진행,
,20226739,고고다이노 극장판: 얼음공룡의 비밀,GOGODINO EXPLORERS MOVIE : FROZEN DINO'S SECRETS,,73,2022,20221005,개봉,장편,,,한국,,,애니메이션,,,박수진,,,,토모,,,,2D,디지털,,,20203701,(주)블루라벨픽쳐스,Bluelabel Pictures,배급사,,,2022-MF02051 ,전체관람가,,,홍보/마케팅 진행,
,20226777,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,Crayon Shin-chan: School Mystery! The Splendid Tenkasu Academy,謎メキ！花の天カス学園がくえん,104,2021,20220928,개봉,장편,,,일본,,,애니메이션,,,타카하시 와타루,Wataru Takahashi,,,,,,,2D,디지털 더빙,,,20110854,(주)씨제이이엔엠,CJ ENM Corp.,수입사,,,2022-MF02258,전체관람가,,,,
,20226798,에브리씽 에브리웨어 올 앳 원스,Everything Everywhere All At Once,,139,2022,20221012,개봉,장편,,,미국,,,코미디,,,제이미 리 커티스,Jamie Lee Curtis,,,,,,,IMAX,IMAX,,,20050179,(주)아우라씨엔씨,,공동제공,,,2022-MF02367 ,15세이상관람가,,,,
,20226751,극장판 5등분의 신부,The Quintessential Quintuplets Movie,,136,2022,20220922,개봉,장편,,,일본,,,드라마,,,미나세 이노리,Inori Minase,,,나카노 이츠키,,,,2D,디지털,,,20137515,(주)애니플러스,ANIPLUS,수입사,,,2022-MF01912 ,12세이상관람가,,,,
,20226877,미혹,The Other Child,,114,2021,20221019,개봉,장편,,,한국,,,공포(호러),,,서상화,SEO Sang-hwa,,,"수리공, 마을사람 목소리",,,,2D,디지털,,,20139757,(주)엔케이컨텐츠,,제공,,,2022-MF02093,15세이상관람가,,,VFX 슈퍼바이저,
,20227073,신 에반게리온 극장판,Evangelion: 3.0＋1.01 Thrice Upon a Time,シン・エヴァンゲリオン劇場版,154,2021,20221005,개봉,장편,,,일본,,,애니메이션,,,안노 히데아키,Hideaki Anno,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20060029,미라지엔터테인먼트,,수입사,,,2022-MF02286 ,15세이상관람가,,,,
,20226879,인생은 뷰티풀: 비타돌체,Vita Dolce,,99,2022,20220907,개봉,장편,,,한국,,,공연,,,조재민,JO JAE MIN,,,,,,,ScreenX,ScreenX,,,20203082,씨제이포디플렉스 주식회사,CJ 4DPLEX,배급사,,,2022-MF02094 ,전체관람가,,,편집,
,20226881,뮤턴트 이스케이프,Corrective Measures,,106,2022,20230405,개봉,장편,,,캐나다,,,스릴러,,,마이클 루커,Michael Rooker,,,,,,,2D,디지털,,,20192081,주식회사 제이씨엔터웍스,,수입사,,,2022-MF01667 ,15세이상관람가,,,,
,20226886,블랙 아담,Black Adam,,124,2022,20221019,개봉,장편,,,미국,,,SF,,,사라 샤이,Sarah Shahi,,,아드리아나,Adrianna,,,DOLBYCINEMA,DOLBYCINEMA,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2022-MF02475,12세이상관람가,,,,
,20227225,귀못,Devil in the lake,,110,2022,20221019,개봉,장편,,,한국,,,공포(호러),,,연다솔,,,,순심,,,,2D,디지털,,,20216542,콘텐츠웨이브(주),Wavve,공동제공,,,2022-MF02448,15세이상관람가,,,광고디자인,
,20226957,아바타 리마스터링,Avatar,,165,2022,20220921,개봉,장편,,,미국,,,전쟁,,,스티븐 랭,Stephen Lang,,,,,,,DOLBYCINEMA,DOLBYCINEMA 3D,,,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사,,,2022-MF02453,12세이상관람가,,,,
,20227304,오펀: 천사의 탄생,Orphan: First Kill,,98,2022,20221012,개봉,장편,,,미국,,,스릴러,,,로지프 서덜랜드,Rossif Sutherland,,,,,,,2D,디지털,,,20137115,(주)인터파크,,제공,,,2022-MF02426,15세이상관람가,,,,
,20227308,스파이더맨: 노 웨이 홈 '펀버전',Spider-Man: No Way Home - The More Fun Stuff Version,,156,2022,20221005,개봉,장편,,,미국,,,SF,,,마리사 토메이,Marisa Tomei,,,메이 숙모,,,,DOLBYCINEMA,DOLBYCINEMA,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2022-MF02387 ,12세이상관람가,,,,
,20227366,로보카폴리 안전교실 교통편,,,40,2022,20220919,개봉,장편,,,한국,,,애니메이션,,,김채은,,,,엠버,,,,2D,디지털,,,20229181,(주)로이비쥬얼,"ROI VISUAL Co., Ltd.",배급사,,,2022-MF02195 ,전체관람가,,,배급진행,
,20227338,티켓 투 파라다이스,Ticket to Paradise,,103,2022,20221012,개봉,장편,,,미국,,,코미디,,,케이틀린 디버,Kaitlyn Dever,,,,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2022-MF02107,12세이상관람가,,,,
,20227452,엑스칼리버 더 뮤지컬 다큐멘터리: 도겸의 찬란한 여정,,,94,2022,20221005,개봉,장편,,,한국,,,공연,,,조재민,JO JAE MIN,,,,,,,2D,디지털,,,20203082,씨제이포디플렉스 주식회사,CJ 4DPLEX,배급사,,,2022-MF02234 ,전체관람가,,,편집,
,20227374,바빌론,Babylon,,188,2022,20230201,개봉,장편,,,미국,,,드라마,,,토비 맥과이어,Tobey Maguire,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,수입사,,,2023-MF00004 ,청소년관람불가,,,,
,20227514,폴: 600미터,The Fall,,106,2022,20221116,개봉,장편,,,미국,,,액션,,,제프리 딘 모건,Jeffrey Dean Morgan,,,,,,,2D,디지털,,,20100049,(주)월드시네마,"World Cinema Co., Ltd",제공,,,2022-MF02579 ,12세이상관람가,,,,
,20227445,원피스 필름 레드,One Piece Film Red,,115,2022,20221130,개봉,장편,,,일본,,,애니메이션,,,타니구치 고로,Goro Taniguchi,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20186501,에스엠지홀딩스 주식회사,"SMG HOLDINGS Co., Ltd",수입사,,,2022-MF02576 ,12세이상관람가,,,,
,20227461,아마겟돈 타임,Armageddon Time,,114,2022,20221123,개봉,장편,,,미국,,,드라마,,,안소니 홉킨스,Anthony Hopkins,,,,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2022-MF02174,12세이상관람가,,,,
,20227637,걸리버 리턴즈,Gulliver Returns,,78,2021,20221103,개봉,장편,,,우크라이나,,,어드벤처,,,,,,,,,,,2D,디지털 더빙,,,2013216,(주)박수엔터테인먼트,Boxoo Entertainment  ,수입사,,,2022-MF02500 ,전체관람가,,,,
,20227676,두 사람을 위한 식탁,A Table for Two,,90,2022,20231025,개봉,장편,,,한국,,,다큐멘터리,,,김보람,KIM Boram,,,박상옥,PARK Sang-ok,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF02410 ,12세이상관람가,,,시나리오(각본),
,20227684,멍뭉이,My Heart Puppy,,113,2022,20230301,개봉,장편,,,한국,,,드라마,,,이민지,,,,,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2023-MF00198,전체관람가,,,홍보/마케팅 진행,
,20227654,수라,Sura: A Love Song,,102,2022,20230621,개봉,장편,,,한국,,,다큐멘터리,,,구수연,,,,,,,,2D,디지털 영문자막,,,20100036,㈜인디스토리,INDIESTORY Inc. ,해외세일즈사,,,2022-MF03300 ,전체관람가,,,온라인마케팅,
