movieInfo,movieCd,movieNm,movieNmEn,movieNmOg,showTm,prdtYear,openDt,prdtStatNm,typeNm,nations,nation,nationNm,genres,genre,genreNm,directors,director,peopleNm,peopleNmEn,actors,actor,cast,castEn,showTypes,showType,showTypeGroupNm,showTypeNm,companys,company,companyCd,companyNm,companyNmEn,companyPartNm,audits,audit,auditNo,watchGradeNm,staffs,staff,staffRoleNm,error
,20164621,덩케르크,Dunkirk,,106,2017,20170720,개봉,장편,,,영국,,,전쟁,,,케빈 구스리,Kevin Guthrie,,,,,,,IMAX,IMAX,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2017-MF01094,12세이상관람가,,,,
,20164174,브이아이피,V.I.P.,,127,2017,20170823,개봉,장편,,,한국,,,드라마,,,김용,KIM DRAGON,,,형사6,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF01298,청소년관람불가,,,매니지먼트,
,20164829,나는 부정한다,Denial,,109,2016,20170426,개봉,장편,,,미국,,,드라마,,,토드 보이스,Todd Boyce,,,,,,,2D,디지털,,,20063009,(주)티캐스트,TCast,수입사,,,2017-MF00196,12세이상관람가,,,,
,20164926,분노,RAGE,怒り,141,2016,20170330,개봉,장편,,,일본,,,스릴러,,,하라 히데코,Hideko Hara,,,,,,,2D,디지털,,,20122956,(주)미디어캐슬,,수입사,,,2016-MF01980,청소년관람불가,,,,
,20165153,눈의 여왕 3: 눈과 불의 마법대결,The Snow Queen3: Fire and Ice,,89,2016,20170104,개봉,장편,,,러시아,,,판타지,,,이재범,LEE Jae-beom,,,카이,,,,2D,디지털 더빙,,,20139095,(주)퍼스트런,First Run Inc.,공동제공,,,2016-MF02133,전체관람가,,,,
,20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,Doraemon The Movie : Nobita and The Birth of Japan,映画ドラえもん 新・のび太の日本誕生,103,2016,20161221,개봉,장편,,,일본,,,애니메이션,,,김민정,,,,도라미 목소리 ,,,,2D,디지털 더빙,,,20100065,대원미디어(주),"Daewon media Co., Ltd.",제공,,,2016-MF01971,전체관람가,,,,
,20165281,마이 리틀 자이언트,The BFG,,117,2015,20160810,개봉,장편,,,미국,,,판타지,,,장정민,Chang Jung Min,,,,,,,3D,3D 더빙,,,20060452,월트디즈니컴퍼니코리아(주),The Walt Disney Company Korea,수입사,,,2016-MF01192,전체관람가,,,VFX 아티스트,
,20165130,나의 산티아고,I'm Off Then,,92,2015,20160714,개봉,장편,,,독일,,,코미디,,,카타리나 탈바흐,Katharina Thalbach,,,,,,,2D,디지털,,,20100631,(주)영화사 진진,JINJIN Pictures,수입사,,,2016-MF00970,12세이상관람가,,,,
,20165001,더 테이블,The Table,,70,2016,20170824,개봉,장편,,,한국,,,멜로/로맨스,,,한재호,,,,카페 주인,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2017-MF01337,12세이상관람가,,,타이틀,
,20165045,머니백,Snatch Up,,100,2016,20180412,개봉,장편,,,한국,,,드라마,,,이상호,,,,오락실 웨이터1,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF00226,15세이상관람가,,,메이킹필름,
,20164844,불한당: 나쁜 놈들의 세상,The Merciless,,119,2016,20170517,개봉,장편,,,한국,,,드라마,,,김도연,julid dy kim,,,인천거리 젊은사내들,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF00772,청소년관람불가,,,배급진행,
,20165443,모아나,Moana,,113,2016,20170112,개봉,장편,,,미국,,,애니메이션,,,김상진,KIM Sang-jin,,,,,,,4D,4D,,,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사,,,2017-MF00002,전체관람가,,,애니메이션팀,
,20165543,하이큐!! 승자와 패자,HAIKYU!! The Winner and the Loser,ハイキュー!! 勝者と敗者,87,2015,20161228,개봉,장편,,,일본,,,애니메이션,,,미츠나카 스스무,Mitsunaka Susumu,,,,,,,2D,디지털 더빙,,,20155508,(주)에이원엔터테인먼트,,수입사,,,2021-MF03193,12세이상관람가,,,,
,20165941,로빈슨 크루소,Robinson Cruseo,,89,2016,20160907,개봉,장편,,,벨기에,,,코미디,,,마리브 헤링턴,Marieve Herington,,,키키,,,,2D,디지털 더빙,,,20139196,TCO(주)더콘텐츠온,THE CONTENTS ON,공동제공,,,2016-MF01176,전체관람가,,,,
,20165822,매기스 플랜,Maggie's Plan,,98,2015,20170125,개봉,장편,,,미국,,,멜로/로맨스,,,마야 루돌프,Maya Rudolph,,,,,,,2D,디지털,,,20101102,오드,AUD,수입사,,,2016-MF01278,15세이상관람가,,,,
,20166101,존 윅 - 리로드,John Wick Chapter Two,,122,2017,20170222,개봉,장편,,,미국,,,스릴러,,,리카르도 스카마르치오,Riccardo Scamarcio,,,,,,,4D,4D,,,20142369,(유)조이앤시네마,JOY N CINEMA,수입사,,,2017-MF00270,청소년관람불가,,,,
,20165927,문라이트,Moonlight,,110,2016,20170222,개봉,장편,,,미국,,,드라마,,,나오미 해리스,Naomie Harris,,,,,,,2D,디지털,,,20101102,오드,AUD,수입사,,,2017-MF00154,15세이상관람가,,,,
,20166132,김광석,Suicide Made,,81,2017,20170830,개봉,장편,,,한국,,,다큐멘터리,,,현노아,,,,故김광석 큰 매형,,,,2D,디지털,,,20174583,(주)무빙픽쳐스컴퍼니,Moving Pictures Company,배급사,,,2017-MF01243,15세이상관람가,,,온라인마케팅,
,20165748,꾼,The Swindlers,,116,2017,20171122,개봉,장편,,,한국,,,범죄,,,이종선,,,,마을 피해자,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF01862,15세이상관람가,,,VFX 아티스트,
,20166363,잭 리처: 네버 고 백,Jack Reacher: Never Go Back,,118,2016,20161130,개봉,장편,,,미국,,,드라마,,,홀트 맥칼라니,Holt Mccallany,,,,,,,2D,디지털,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",수입사,,,2016-MF01676,15세이상관람가,,,,
,20166301,썬키스 패밀리,Sunkist Family,,105,2017,20190327,개봉,장편,,,한국,,,코미디,,,우제현,,,,담임선생님,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2019-MF00415,15세이상관람가,,,VFX 슈퍼바이저,
,20166462,신밧드 더 무비,SINBAD,,113,2016,20161201,개봉,장편,,,일본,,,애니메이션,,,미야시타 신페이,Shinpei Miyashita,,,,,,,2D,디지털 더빙,,,20142088,(주)얼리버드픽쳐스,,수입사,,,2016-MF01589,전체관람가,,,,
,20165450,남한산성,The Fortress,,140,2017,20171003,개봉,장편,,,한국,,,드라마,,,홍호영,,,,전령무관 부하,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF01553,15세이상관람가,,,VFX 아티스트,
,20166468,사일런스,Silence,,160,2016,20170228,개봉,장편,,,멕시코,,,드라마,,,황웬잉,Hwarng Wern-ying,,,,,,,2D,디지털,,,20111583,(주)메인타이틀픽쳐스,,수입사,,,2017-MF00164,15세이상관람가,,,아트디렉터,
,20166488,미이라,The Mummy,,110,2017,20170606,개봉,장편,,,미국,,,판타지,,,딜란 스미스,Dylan Smith,,,,,,,IMAX,IMAX 3D,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2017-MF00934,15세이상관람가,,,,
,20166384,하루,A Day,,90,2017,20170615,개봉,장편,,,한국,,,스릴러,,,이상학,LEE Sang-hack,,,산부인과 의사,,,,2D,디지털,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2017-MF00684,15세이상관람가,,,기획,
,20166421,재심,New Trial,,118,2016,20170215,개봉,장편,,,한국,,,드라마,,,박종민,,,,과거 판사,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF00145,15세이상관람가,,,예고편,
,20166967,트랜스포머: 최후의 기사,TRANSFORMERS: THE LAST KNIGHT,,150,2016,20170621,개봉,장편,,,미국,,,SF,,,조쉬 더하멜,Josh Duhamel,,,,,,,IMAX,IMAX 3D,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",수입사,,,2017-MF01023,12세이상관람가,,,,
,20167154,드림 쏭,Rock Dog,,89,2016,20160914,개봉,장편,,,미국,,,애니메이션,,,맷 딜런,Matt Dillon,,,,,,,2D,디지털 더빙,,,20139220,(주)시네마리퍼블릭,,수입사,,,2016-MF01311,전체관람가,,,,
,20167005,데스노트: 더 뉴 월드,DEATH NOTE Light up the NEW world,デスノート Light up the NEW world,134,2017,20170329,개봉,장편,,,일본,,,스릴러,,,카와에이 리나,Kawaei Rina,,,,,,,2D,디지털,,,20062385,(주)나인플래너스,NINEPLANNERS,공동제공,,,2017-MF00268,15세이상관람가,,,,
,20166541,달빛궁궐,Lost in the moonlight,,80,2016,20160907,개봉,장편,,,한국,,,어드벤처,,,서석준,,,,박쥐상궁 목소리 역 외,,,,2D,디지털,,,20142968,(주)콘텐츠판다,CONTENTS PANDA,해외세일즈사,,,2016-MF01181 ,전체관람가,,,기획,
,20166602,그대 이름은 장미,ROSEBUD,,125,2016,20190116,개봉,장편,,,한국,,,코미디,,,박지혜,,,,르느와르 손님들,,,,2D,디지털,,,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",제공,,,2018-MF02409,12세이상관람가,,,VFX 아티스트,
,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,Crayon Shinchan 2016 Theatrical Film:Bakusui Yumemmy World Daitotsugeki,,96,2016,20170125,개봉,장편,,,일본,,,애니메이션,,,현경수,HYEON Gyoung-su,,,원장선생님,,,,2D,디지털 더빙,,,20100065,대원미디어(주),"Daewon media Co., Ltd.",수입사,,,2016-MF02146,전체관람가,,,,
,20167303,스파이더맨: 홈 커밍,Spider-Man: Homecoming,,133,2017,20170705,개봉,장편,,,미국,,,SF,,,황석희,,,,,,,,IMAX,IMAX 3D,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2017-MF01093,12세이상관람가,,,기타,
,20167362,더 큐어,A Cure For Wellness,,146,2016,20170215,개봉,장편,,,독일,,,스릴러,,,셀리아 아임리,Celia Imrie,,,,,,,2D,디지털,,,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,,,2017-MF00161,청소년관람불가,,,,
,20167324,라이언,LION,,118,2016,20170201,개봉,장편,,,미국,,,드라마,,,디프티 나발,Deepti Naval,,,,,,,2D,디지털,,,20141250,(주)우성엔터테인먼트,"Woo Sung Entertainment, Inc.",수입사,,,2016-MF02092,12세이상관람가,,,,
,20167007,살인소설,TRUE FICTION,,102,2017,20180425,개봉,장편,,,한국,,,스릴러,,,이강일,,,,앵커,,,,2D,디지털,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2018-MF00568,15세이상관람가,,,배급진행,
,20167363,히든 피겨스,Hidden Figures,,126,2016,20170323,개봉,장편,,,미국,,,드라마,,,짐 파슨스,Jim Parsons,,,,,,,2D,디지털,,,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사,,,2016-MF02106,12세이상관람가,,,,
,20167364,미스 슬로운,Miss Sloane,,132,2016,20170329,개봉,장편,,,프랑스,,,스릴러,,,샘 워터스톤,Sam Waterston,,,,,,,2D,디지털,,,20139135,(주)영화사 빅,Big Film,공동제공,,,2017-MF00322,15세이상관람가,,,,
,20167542,분노의 질주: 더 익스트림,The Fast and The Furious 8,,136,2017,20170412,개봉,장편,,,캐나다,,,스릴러,,,루다크리스,Ludacris,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2017-MF00553,15세이상관람가,,,,
,20167628,캡틴 판타스틱,Captain Fantastic,,119,2016,20161130,개봉,장편,,,미국,,,드라마,,,애너리즈 바쏘,Annalise Basso,,,,,,,2D,디지털,,,20154928,(주)홈초이스,HOME CHOICE,공동제공,,,2016-MF01427,15세이상관람가,,,,
,20167481,맨 인 더 다크,Don’t Breathe,,88,2016,20161005,개봉,장편,,,미국,,,스릴러,,,다니엘 조바토,Daniel Zovatto,,,,,,,4D,4D,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2016-MF00684,청소년관람불가,,,,
,20167716,트리플 엑스 리턴즈,xXx: Return of Xander Cage,,106,2016,20170208,개봉,장편,,,미국,,,스릴러,,,토니 자,Tony Jaa,,,,,,,IMAX,IMAX 3D,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",수입사,,,2017-MF00131,15세이상관람가,,,,
,20167644,발레리나,Ballerina,,89,2016,20170209,개봉,장편,,,캐나다,,,뮤지컬,,,데인 드한,Dane DeHaan,,,,,,,3D,3D 더빙,,,20100285,판씨네마(주),Pancinema Corp.,수입사,,,2017-MF00167,전체관람가,,,,
,20167867,그물,THE NET,,113,2016,20161006,개봉,장편,,,한국,,,드라마,,,류상헌,,,,남한군인1,,,,2D,디지털,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2016-MF01262,15세이상관람가,,,배급진행,
,20167839,벤허,Ben-Hur,,123,2016,20160914,개봉,장편,,,미국,,,드라마,,,자레스 J. 메즈,Jarreth J. Merz,,,,,,,IMAX,IMAX 3D,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",수입사,,,2016-MF01287,12세이상관람가,,,,
,20167901,어느날,Oneday,,113,2017,20170405,개봉,장편,,,한국,,,멜로/로맨스,,,김종성,Kim Jong-sung,,,연날리기 간호사,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF00342,15세이상관람가,,,VFX 슈퍼바이저,
,20167906,마이펫 오지,RUN OZZY RUN,,89,2016,20170216,개봉,장편,,,캐나다,,,어드벤처,,,알베르토 로드리게즈,Alberto Rodriguez,,,,,,,2D,디지털 더빙,,,20160863,주식회사 투픽,,제공,,,2017-MF00104,전체관람가,,,,
,20167904,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,미국,,,멜로/로맨스,,,로즈마리 드윗,Rosemarie DeWitt,,,,,,,DOLBYCINEMA,DOLBYCINEMA,,,20100285,판씨네마(주),Pancinema Corp.,수입사,,,2016-MF01848,12세이상관람가,,,,
,20167922,핵소 고지,Hacksaw Ridge,,138,2016,20170222,개봉,장편,,,호주,,,전쟁,,,휴고 위빙,Hugo Weaving,,,,,,,2D,디지털,,,20100285,판씨네마(주),Pancinema Corp.,수입사,,,2017-MF00064,15세이상관람가,,,,
,20167903,원더풀 고스트,THE SOUL-MATE,,96,2018,20180926,개봉,장편,,,한국,,,범죄,,,김상필,,,,유도장 아이1,,,,2D,디지털,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2018-MF01556,12세이상관람가,,,운송,
,20167902,보통사람,ORDINARY PERSON,,121,2017,20170323,개봉,장편,,,한국,,,드라마,,,이형기,,,,안기부 정문요원,,,,2D,디지털,,,20100410,오퍼스픽쳐스(유),OPUS Pictures,해외세일즈사,,,2017-MF00430,15세이상관람가,,,메이킹필름,
,20167905,비정규직 특수요원,PART-TIME SPY,,117,2016,20170316,개봉,장편,,,한국,,,액션,,,박미지,,,,청와대 대변인,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2017-MF00360,15세이상관람가,,,VFX 매니지먼트,
,20168183,콩: 스컬 아일랜드,Kong: Skull Island,,118,2017,20170308,개봉,장편,,,미국,,,판타지,,,존 굿맨,John Goodman,,,,,,,IMAX,IMAX 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2017-MF00315,12세이상관람가,,,,
,20168154,딥워터 호라이즌,Deepwater Horizon,,107,2016,20170125,개봉,장편,,,미국,,,드라마,,,크리스 애쉬워스,Chris Ashworth,,,,,,,2D,디지털,,,20141250,(주)우성엔터테인먼트,"Woo Sung Entertainment, Inc.",수입사,,,2016-MF01850,12세이상관람가,,,,
,20168041,용순,Yongsoon,,104,2017,20170608,개봉,장편,,,한국,,,드라마,,,김기환,,,,학생들,,,,2D,디지털,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,,,2017-MF00798,15세이상관람가,,,VFX 아티스트,
,20168161,1급기밀,The Discloser,,100,2016,20180124,개봉,장편,,,한국,,,드라마,,,안태희,,,,영우아내,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2017-MF02165,12세이상관람가,,,광고디자인,
,20168221,저스티스 리그,Justice League,,119,2017,20171115,개봉,장편,,,미국,,,SF,,,다이안 레인,Diane Lane,,,마사 켄트,,,,IMAX,IMAX 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2017-MF01943,12세이상관람가,,,,
,20168241,잃어버린 도시 Z,The Lost City Of Z,,140,2016,20170921,개봉,장편,,,미국,,,드라마,,,브래드 피트,Brad Pitt,,,,,,,2D,디지털,,,20137115,(주)인터파크,,공동제공,,,2017-MF01088,12세이상관람가,,,제작,
,20168261,원더 우먼,Wonder Woman,,140,2017,20170531,개봉,장편,,,미국,,,SF,,,엘레나 아나야,Elena Anaya,,,,,,,IMAX,IMAX 3D,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2017-MF00894,12세이상관람가,,,,
,20168282,블레이드 러너 2049,Blade Runner 2049,,163,2017,20171012,개봉,장편,,,미국,,,액션,,,히암 압바스,Hiam Abbass,,,프리사,,,,DOLBYCINEMA,DOLBYCINEMA,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2017-MF01624,15세이상관람가,,,,
,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,OCTONAUTS Season4,,68,2016,20170125,개봉,장편,,,영국,,,어드벤처,,,김율,,,,트윅,,,,2D,디지털 더빙,,,20142088,(주)얼리버드픽쳐스,,수입사,,,2017-MF00108,전체관람가,,,,
,20168324,반지의 제왕 : 반지원정대 (확장판),The Lord Of The Rings : The Fellowship Of The Rings,,228,2001,20170111,개봉,장편,,,미국,,,액션,,,앤디 서키스,Andy Serkis,,,골룸/스미골 역,,,,2D,디지털,,,20139842,(주)라이크콘텐츠,Like Contents Inc.,공동제공,,,2017-MF00041,12세이상관람가,,,,
,20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,OCTONAUTS Season4,,57,2016,20160928,개봉,장편,,,영국,,,애니메이션,,,다라 오코넬,Darragh O'Connell,,,,,,,2D,디지털 더빙,,,20142088,(주)얼리버드픽쳐스,,수입사,,,2016-MF01317,전체관람가,,,,
,20168250,골든슬럼버,Golden Slumber,,108,2017,20180214,개봉,장편,,,한국,,,드라마,,,강수정,,,,야외무대기자 1,,,,2D,디지털 가치봄,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2018-MF00157,15세이상관람가,,,VFX 매니지먼트,
,20168401,카페 소사이어티,Cafe Society,,96,2016,20160914,개봉,장편,,,미국,,,드라마,,,스티브 카렐,Steve Carell,,,필,,,,2D,디지털,,,20111472,(주)51k,,공동제공,,,2016-MF01342,15세이상관람가,,,,
,20168664,반지의 제왕 : 두개의 탑 (확장판),The Lord Of The Rings : The Two Towers,,235,2002,20170118,개봉,장편,,,미국,,,액션,,,이안 홈,Ian Holm,,,빌보 역,,,,2D,디지털,,,20139842,(주)라이크콘텐츠,Like Contents Inc.,공동제공,,,2017-MF00045,12세이상관람가,,,,
,20168381,얼라이드,Allied,,123,2017,20170111,개봉,장편,,,미국,,,멜로/로맨스,,,자레드 해리스,Jared Harris,,,,,,,2D,디지털,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",수입사,,,2016-MF02005,15세이상관람가,,,,
,20168501,바스티유 데이,Bastille Day,,91,2016,20161013,개봉,장편,,,프랑스,,,액션,,,켈리 라일리,Kelly Reilly,,,,,,,2D,디지털,,,20062469,(주)더블앤조이픽쳐스,,수입사,,,2016-MF01150,15세이상관람가,,,,
,20168323,염력,Psychokinesis,念力,101,2017,20180131,개봉,장편,,,한국,,,코미디,,,김무연,,,,나이트클럽 여성,,,,ScreenX,ScreenX,,,20242764,한국시각장애인연합회,,가치봄 제작처,,,2018-MF00111,15세이상관람가,,,배급진행,
,20168708,피닉스,Phoenix,,98,2014,20210722,개봉,장편,,,독일,,,드라마,,,로널드 제르펠트,Ronald Zehrfeld,,,,,,,2D,디지털,,,20168613,엠엔엠인터내셔널(주),M&M International Inc.,수입사,,,2021-MF01548,12세이상관람가,,,,
,20168688,레지던트 이블: 파멸의 날,Resident Evil: The Final Chapter,,106,2016,20170125,개봉,장편,,,프랑스,,,스릴러,,,이준기,LEE Joon-gi,,,,,,,4D,4D,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2017-MF00077,청소년관람불가,,,,
,20168689,반지의 제왕 : 왕의 귀환 (확장판),The Lord of the Rings: The Return of the King,,263,2003,20170125,개봉,장편,,,미국,,,액션,,,앤디 서키스,Andy Serkis,,,골룸/스미골 역,,,,2D,디지털,,,20139842,(주)라이크콘텐츠,Like Contents Inc.,공동제공,,,2017-MF00053,12세이상관람가,,,,
,20168750,파도가 지나간 자리,The Light Between Oceans,,132,2016,20170308,개봉,장편,,,영국,,,멜로/로맨스,,,카렌 머피,Karen Murphy,,,,,,,2D,디지털,,,20137115,(주)인터파크,,제공,,,2016-MF01780,15세이상관람가,,,미술팀,
,20168742,아우토반,Autobahn,Collide,98,2016,20170322,개봉,장편,,,독일,,,스릴러,,,벤 킹슬리,Ben Kingsley,,,,,,,4D,4D,,,20062868,(주)도키엔터테인먼트,,수입사,,,2016-MF01052,15세이상관람가,,,,
,20168822,디시에르토,Desierto,,89,2015,20161005,개봉,장편,,,프랑스,,,스릴러,,,마르코 페레즈,Marco Perez,,,,,,,2D,디지털,,,20142369,(유)조이앤시네마,JOY N CINEMA,수입사,,,2016-MF01272,15세이상관람가,,,,
,20168885,브리짓 존스의 베이비,Bridget Jones's Baby,,122,2016,20160928,개봉,장편,,,미국,,,멜로/로맨스,,,패트릭 뎀시,Patrick Dempsey,,,,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2016-MF01344,15세이상관람가,,,,
,20169028,토마스와 친구들: 용감한 기관차와 괴물소동,Thomas&Friends-Tale of The Brave,,60,2016,20161013,개봉,장편,,,영국,,,애니메이션,,,롭 실베스트리,Rob Silvestri,,,,,,,2D,디지털 더빙,,,20137715,KBS 미디어,,수입사,,,2016-MF01432,전체관람가,,,,
,20168891,설리: 허드슨강의 기적,Sully,,95,2016,20160928,개봉,장편,,,미국,,,드라마,,,로라 린니,Laura Linney,,,,,,,IMAX,IMAX,,,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사,,,2016-MF01386,12세이상관람가,,,,
,20168754,7호실,Room No.7,,100,2017,20171115,개봉,장편,,,한국,,,코미디,,,오형근,,,,최신프로 커플녀,,,,2D,디지털,,,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사,,,2017-MF01760,15세이상관람가,,,포스터사진,
,20169323,안도 타다오,Samurai Architect Tadao Ando,,73,2016,20190425,개봉,장편,,,일본,,,다큐멘터리,,,미즈노 시게노리,Mizuno Shigenori,,,,,,,2D,디지털,,,20100631,(주)영화사 진진,JINJIN Pictures,공동제공,,,2017-MF00115,전체관람가,,,,
,20168773,마약왕,The Drug King,,139,2017,20181219,개봉,장편,,,한국,,,드라마,,,신은경,,,,창녀촌 윤락녀,,,,2D,디지털,,,20100103,(주)쇼박스,Showbox Corp,해외세일즈사,,,2018-MF01606,청소년관람불가,,,VFX 아티스트,
,20169764,백설공주 : 사라진 아빠를 찾아서,Snow white : The mysterious father,,75,2015,20160929,개봉,장편,,,중국,,,가족,,,박상훈,PARK Sang-hoon,,,로바 ,,,,2D,디지털 더빙,,,20100829,예지림엔터테인먼트,,수입사,,,2016-MF01428,전체관람가,,,,
,20169730,당신자신과 당신의 것,Yourself and Yours,,86,2016,20161110,개봉,장편,,,한국,,,드라마,,,김진영,KIM Jin-young,,,진영,,,,2D,디지털 영문자막,,,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사,,,2016-MF01598,청소년관람불가,,,스틸,
,20169463,다시 태어나도 우리,Becoming Who I Was,,95,2016,20170927,개봉,장편,,,한국,,,다큐멘터리,,,김대홍,,,,,,,,2D,디지털,,,20188981,카고 필름 앤 릴리징,Cargo Film & Releasing,해외세일즈사,,,2017-MF01405,전체관람가,,,타이틀,
,20169986,미스터 캣,Nine Lives,,86,2016,20161019,개봉,장편,,,중국,,,코미디,,,말리나 와이즈먼,Malina Weissman,,,,,,,2D,디지털,,,20160643,(주)젠픽쳐스,ZENPICTURES,제공,,,2016-MF01336,전체관람가,,,,
,20170022,다크타워: 희망의 탑,The Dark Tower,,94,2017,20170823,개봉,장편,,,미국,,,판타지,,,매튜 매커너히,Matthew McConaughey,,,,,,,2D,디지털,,,20173221,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,Sony Pictures Releasing International,수입사,,,2017-MF01381,15세이상관람가,,,,
,20169643,침묵,Heart Blackened,,125,2017,20171102,개봉,장편,,,한국,,,드라마,,,이재훈,LEE Jae-hun,,,경호원2,,,,2D,디지털,,,20100109,씨제이엔터테인먼트,CJ Entertainment,해외세일즈사,,,2017-MF01714,15세이상관람가,,,DI팀,
,20170221,골드,Gold,,120,2016,20170322,개봉,장편,,,미국,,,어드벤처,,,에드가 라미레즈,Edgar Ramirez,,,,,,,2D,디지털,,,20154408,THE 픽쳐스,THE PICTURES,공동제공,,,2017-MF00138,15세이상관람가,,,,
,20170124,명탐정 코난:진홍의 연가,Detective Conan: Crimson Love Letter,名探偵コナン から紅の恋歌,112,2017,20170802,개봉,장편,,,일본,,,애니메이션,,,시즈노 코분,Kobun SHIZUNO,,,,,,,2D,디지털,,,20110854,(주)씨제이이엔엠,CJ ENM Corp.,수입사,,,2017-MF01193,12세이상관람가,,,,
,20169348,대립군,WARRIORS OF THE DAWN,,129,2017,20170531,개봉,장편,,,한국,,,사극,,,김소영,KIM SO YOUNG,,,왜군2,,,,2D,디지털,,,20100904,엠라인디스트리뷰션(주),M-Line Distribution,해외세일즈사,,,2017-MF00752,15세이상관람가,,,VFX 아티스트,
,20170268,매혹당한 사람들,The Beguiled,,93,2017,20170906,개봉,장편,,,미국,,,드라마,,,앵거리 라이스,Angourie Rice,,,제인,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2017-MF01131,15세이상관람가,,,,
,20170302,윈드 리버,Wind River,,111,2016,20170914,개봉,장편,,,캐나다,,,스릴러,,,에릭 랑쥬,Eric Lange,,,,,,,2D,디지털,,,20124155,(주)유로커뮤니케이션,,수입사,,,2017-MF01325,15세이상관람가,,,,
,20170241,23 아이덴티티,Split,,117,2016,20170222,개봉,장편,,,미국,,,스릴러,,,스털링 K. 브라운,Sterling K. Brown,,,,,,,2D,디지털,,,20100603,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea,수입사,,,2017-MF00100,15세이상관람가,,,,
