rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
6,6,-1,OLD,20183844,마이펫의 이중생활 2,2019-07-31,147790970,1.4,52317510,54.8,7983669165,18156,5610,44.7,1045193,342,447,20190817,마이펫의 이중생활 2,The Secret Life of Pets 2,,85,2019,20190731,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,크리스 리노드,패튼 오스왈트|케빈 하트|에릭 스톤스트릿|제니 슬레이트|티파니 해디쉬,,유니버설픽쳐스인터내셔널 코리아(유)
7,7,0,OLD,20187959,원더랜드,2019-08-14,97147170,0.9,29574460,43.8,485199730,12265,3109,34.0,63098,375,485,20190817,원더랜드,Wonder Park,,85,2019,20190814,개봉,장편,,,,애니메이션|코미디|어드벤처|가족,미국,딜런 브라운,소연|장민혁|안장혁|안소이|변영희,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트
8,8,1,OLD,20198323,레드슈즈,2019-07-25,88595210,0.8,40994060,86.1,5608361830,10729,4791,80.7,720537,188,232,20190817,레드슈즈,Red Shoes,,92,2019,20190725,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처|멜로/로맨스,한국,홍성호,클로이 모레츠|샘 클라플린|지나 거손|패트릭 워버튼|짐 래쉬,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)
9,9,-1,OLD,20180442,사자,2019-07-31,67134740,0.6,6237540,10.2,12807990605,7336,-828,-10.1,1596872,185,365,20190817,사자,The Divine Fury,,128,2018,20190731,개봉,장편,,,,미스터리|액션|판타지|공포(호러),한국,김주환,박서준|안성기|우도환|김근영|손우진,(주)키이스트,롯데컬처웍스(주)롯데엔터테인먼트
10,10,0,OLD,20183867,알라딘,2019-05-23,57562670,0.5,21940980,61.6,106448173319,6381,2340,57.9,12495510,114,148,20190817,알라딘,Aladdin,,127,2018,20190523,개봉,장편,,,,어드벤처|가족|판타지,미국,가이 리치,메나 마수드|윌 스미스|나오미 스콧,,월트디즈니컴퍼니코리아 유한책임회사
1,1,0,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,3621789890,38.7,-496086678,-12.0,18241543485,395808,-53259,-11.9,2030128,1311,6060,20190818,분노의 질주: 홉스&쇼,Fast & Furious Presents: Hobbs & Shaw,,135,2019,20190814,개봉,장편,,,,액션,미국,데이빗 레이치,드웨인 존슨|제이슨 스타뎀|이드리스 엘바|바네사 커비,,유니버설픽쳐스인터내셔널 코리아(유)
2,2,0,OLD,20184462,봉오동 전투,2019-08-07,2381109970,25.5,-428034618,-15.2,33681692828,269518,-48520,-15.3,3939974,1183,4893,20190818,봉오동 전투,The Battle: Roar to Victory,,134,2019,20190807,개봉,장편,,,,사극|액션|드라마,한국,원신연,유해진|류준열|조우진|키타무라 카즈키|이케우치 히로유키,(주)빅스톤픽쳐스|(주)더블유픽처스|(주)쇼박스,(주)쇼박스
3,3,0,OLD,20184621,엑시트,2019-07-31,2277728650,24.4,-438082630,-16.1,63670946002,259257,-49344,-16.0,7548768,1042,4788,20190818,엑시트,EXIT,,103,2019,20190731,개봉,장편,,,,코미디|액션,한국,이상근,조정석|임윤아|설도희|최재영|고두심,(주)외유내강|(주)필름케이,(주)씨제이이엔엠
4,4,0,OLD,20182241,"안녕, 티라노: 영원히, 함께",2019-08-14,210056760,2.2,-11698660,-5.3,1156063420,25718,-1669,-6.1,145124,499,799,20190818,"안녕, 티라노: 영원히, 함께","My TYRANO: Together, Forever",,97,2019,20190814,개봉,장편,,,,애니메이션,한국,시즈노 코분,시영준|정혜원|이세은|이현|김지혜,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW)
5,5,1,OLD,20183844,마이펫의 이중생활 2,2019-07-31,134634210,1.4,-13156760,-8.9,8118303375,16396,-1760,-9.7,1061589,330,439,20190818,마이펫의 이중생활 2,The Secret Life of Pets 2,,85,2019,20190731,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,크리스 리노드,패튼 오스왈트|케빈 하트|에릭 스톤스트릿|제니 슬레이트|티파니 해디쉬,,유니버설픽쳐스인터내셔널 코리아(유)
6,6,-1,OLD,20188404,암전,2019-08-15,136185230,1.5,-33489942,-19.7,761578175,15232,-3918,-20.5,85378,403,721,20190818,암전,Warning: Do Not Play,,85,2018,20190815,개봉,장편,,,,미스터리|공포(호러),한국,김진원,서예지|진선규|서석규|서정우|진선규,주식회사 토닉프로젝트|(주)아이뉴컴퍼니,TCO(주)더콘텐츠온
7,7,1,OLD,20198323,레드슈즈,2019-07-25,89728820,1.0,1133610,1.3,5698090650,10842,113,1.1,731379,200,254,20190818,레드슈즈,Red Shoes,,92,2019,20190725,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처|멜로/로맨스,한국,홍성호,클로이 모레츠|샘 클라플린|지나 거손|패트릭 워버튼|짐 래쉬,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)
8,8,-1,OLD,20187959,원더랜드,2019-08-14,85775130,0.9,-11372040,-11.7,570974860,10753,-1512,-12.3,73851,364,451,20190818,원더랜드,Wonder Park,,85,2019,20190814,개봉,장편,,,,애니메이션|코미디|어드벤처|가족,미국,딜런 브라운,소연|장민혁|안장혁|안소이|변영희,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트
9,9,1,OLD,20183867,알라딘,2019-05-23,52996300,0.6,-4566370,-7.9,106501169619,5918,-463,-7.3,12501428,113,154,20190818,알라딘,Aladdin,,127,2018,20190523,개봉,장편,,,,어드벤처|가족|판타지,미국,가이 리치,메나 마수드|윌 스미스|나오미 스콧,,월트디즈니컴퍼니코리아 유한책임회사
10,10,-1,OLD,20180442,사자,2019-07-31,48037960,0.5,-19096780,-28.4,12856028565,5174,-2162,-29.5,1602046,185,344,20190818,사자,The Divine Fury,,128,2018,20190731,개봉,장편,,,,미스터리|액션|판타지|공포(호러),한국,김주환,박서준|안성기|우도환|김근영|손우진,(주)키이스트,롯데컬처웍스(주)롯데엔터테인먼트
1,1,0,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,1185622290,37.7,-2436167600,-67.3,19427165775,141145,-254663,-64.3,2171273,1219,5682,20190819,분노의 질주: 홉스&쇼,Fast & Furious Presents: Hobbs & Shaw,,135,2019,20190814,개봉,장편,,,,액션,미국,데이빗 레이치,드웨인 존슨|제이슨 스타뎀|이드리스 엘바|바네사 커비,,유니버설픽쳐스인터내셔널 코리아(유)
2,2,1,OLD,20184621,엑시트,2019-07-31,805831910,25.6,-1471896740,-64.6,64476777912,99632,-159625,-61.6,7648400,987,4596,20190819,엑시트,EXIT,,103,2019,20190731,개봉,장편,,,,코미디|액션,한국,이상근,조정석|임윤아|설도희|최재영|고두심,(주)외유내강|(주)필름케이,(주)씨제이이엔엠
3,3,-1,OLD,20184462,봉오동 전투,2019-08-07,754699120,24.0,-1626410850,-68.3,34436391948,93067,-176451,-65.5,4033041,1105,4686,20190819,봉오동 전투,The Battle: Roar to Victory,,134,2019,20190807,개봉,장편,,,,사극|액션|드라마,한국,원신연,유해진|류준열|조우진|키타무라 카즈키|이케우치 히로유키,(주)빅스톤픽쳐스|(주)더블유픽처스|(주)쇼박스,(주)쇼박스
4,4,2,OLD,20188404,암전,2019-08-15,62716580,2.0,-73468650,-53.9,824294755,7400,-7832,-51.4,92778,386,715,20190819,암전,Warning: Do Not Play,,85,2018,20190815,개봉,장편,,,,미스터리|공포(호러),한국,김진원,서예지|진선규|서석규|서정우|진선규,주식회사 토닉프로젝트|(주)아이뉴컴퍼니,TCO(주)더콘텐츠온
5,5,-1,OLD,20182241,"안녕, 티라노: 영원히, 함께",2019-08-14,47705140,1.5,-162351620,-77.3,1203768560,6785,-18933,-73.6,151909,418,564,20190819,"안녕, 티라노: 영원히, 함께","My TYRANO: Together, Forever",,97,2019,20190814,개봉,장편,,,,애니메이션,한국,시즈노 코분,시영준|정혜원|이세은|이현|김지혜,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW)
6,6,-1,OLD,20183844,마이펫의 이중생활 2,2019-07-31,39812500,1.3,-94821710,-70.4,8158115875,5501,-10895,-66.4,1067090,260,320,20190819,마이펫의 이중생활 2,The Secret Life of Pets 2,,85,2019,20190731,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,크리스 리노드,패튼 오스왈트|케빈 하트|에릭 스톤스트릿|제니 슬레이트|티파니 해디쉬,,유니버설픽쳐스인터내셔널 코리아(유)
7,7,1,OLD,20187959,원더랜드,2019-08-14,30392360,1.0,-55382770,-64.6,601367220,4321,-6432,-59.8,78172,309,365,20190819,원더랜드,Wonder Park,,85,2019,20190814,개봉,장편,,,,애니메이션|코미디|어드벤처|가족,미국,딜런 브라운,소연|장민혁|안장혁|안소이|변영희,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트
8,8,-1,OLD,20198323,레드슈즈,2019-07-25,24577120,0.8,-65151700,-72.6,5722667770,3342,-7500,-69.2,734721,153,188,20190819,레드슈즈,Red Shoes,,92,2019,20190725,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처|멜로/로맨스,한국,홍성호,클로이 모레츠|샘 클라플린|지나 거손|패트릭 워버튼|짐 래쉬,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)
9,9,0,OLD,20183867,알라딘,2019-05-23,23798620,0.8,-29197680,-55.1,106524968239,2880,-3038,-51.3,12504308,115,162,20190819,알라딘,Aladdin,,127,2018,20190523,개봉,장편,,,,어드벤처|가족|판타지,미국,가이 리치,메나 마수드|윌 스미스|나오미 스콧,,월트디즈니컴퍼니코리아 유한책임회사
10,10,0,OLD,20180442,사자,2019-07-31,19342140,0.6,-28695820,-59.7,12875370705,2358,-2816,-54.4,1604404,177,326,20190819,사자,The Divine Fury,,128,2018,20190731,개봉,장편,,,,미스터리|액션|판타지|공포(호러),한국,김주환,박서준|안성기|우도환|김근영|손우진,(주)키이스트,롯데컬처웍스(주)롯데엔터테인먼트
1,1,0,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,996607040,34.3,-189015250,-15.9,20423772815,119207,-21938,-15.5,2290480,1240,5624,20190820,분노의 질주: 홉스&쇼,Fast & Furious Presents: Hobbs & Shaw,,135,2019,20190814,개봉,장편,,,,액션,미국,데이빗 레이치,드웨인 존슨|제이슨 스타뎀|이드리스 엘바|바네사 커비,,유니버설픽쳐스인터내셔널 코리아(유)
2,2,0,OLD,20184621,엑시트,2019-07-31,765727160,26.4,-40104750,-5.0,65242505072,94910,-4722,-4.7,7743310,1017,4610,20190820,엑시트,EXIT,,103,2019,20190731,개봉,장편,,,,코미디|액션,한국,이상근,조정석|임윤아|설도희|최재영|고두심,(주)외유내강|(주)필름케이,(주)씨제이이엔엠
3,3,0,OLD,20184462,봉오동 전투,2019-08-07,692321950,23.9,-62377170,-8.3,35128713898,86783,-6284,-6.8,4119824,1128,4635,20190820,봉오동 전투,The Battle: Roar to Victory,,134,2019,20190807,개봉,장편,,,,사극|액션|드라마,한국,원신연,유해진|류준열|조우진|키타무라 카즈키|이케우치 히로유키,(주)빅스톤픽쳐스|(주)더블유픽처스|(주)쇼박스,(주)쇼박스
4,4,2,OLD,20183844,마이펫의 이중생활 2,2019-07-31,56509350,1.9,16696850,41.9,8214625225,8573,3072,55.8,1075663,295,359,20190820,마이펫의 이중생활 2,The Secret Life of Pets 2,,85,2019,20190731,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,크리스 리노드,패튼 오스왈트|케빈 하트|에릭 스톤스트릿|제니 슬레이트|티파니 해디쉬,,유니버설픽쳐스인터내셔널 코리아(유)
5,5,0,OLD,20182241,"안녕, 티라노: 영원히, 함께",2019-08-14,49364860,1.7,1659720,3.5,1253133420,7012,227,3.3,158921,421,565,20190820,"안녕, 티라노: 영원히, 함께","My TYRANO: Together, Forever",,97,2019,20190814,개봉,장편,,,,애니메이션,한국,시즈노 코분,시영준|정혜원|이세은|이현|김지혜,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW)
6,6,-2,OLD,20188404,암전,2019-08-15,54152100,1.9,-8564480,-13.7,878446855,6352,-1048,-14.2,99130,388,707,20190820,암전,Warning: Do Not Play,,85,2018,20190815,개봉,장편,,,,미스터리|공포(호러),한국,김진원,서예지|진선규|서석규|서정우|진선규,주식회사 토닉프로젝트|(주)아이뉴컴퍼니,TCO(주)더콘텐츠온
7,7,0,OLD,20187959,원더랜드,2019-08-14,40214010,1.4,9821650,32.3,641581230,5880,1559,36.1,84052,321,376,20190820,원더랜드,Wonder Park,,85,2019,20190814,개봉,장편,,,,애니메이션|코미디|어드벤처|가족,미국,딜런 브라운,소연|장민혁|안장혁|안소이|변영희,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트
8,8,0,OLD,20198323,레드슈즈,2019-07-25,28479420,1.0,3902300,15.9,5751147190,3907,565,16.9,738628,146,178,20190820,레드슈즈,Red Shoes,,92,2019,20190725,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처|멜로/로맨스,한국,홍성호,클로이 모레츠|샘 클라플린|지나 거손|패트릭 워버튼|짐 래쉬,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)
9,9,0,OLD,20183867,알라딘,2019-05-23,23674180,0.8,-124440,-0.5,106548642419,2979,99,3.4,12507287,114,160,20190820,알라딘,Aladdin,,127,2018,20190523,개봉,장편,,,,어드벤처|가족|판타지,미국,가이 리치,메나 마수드|윌 스미스|나오미 스콧,,월트디즈니컴퍼니코리아 유한책임회사
10,10,2,OLD,20190741,김복동,2019-08-08,16374360,0.6,-106970,-0.6,556035730,2212,166,8.1,66240,146,211,20190820,김복동,My Name Is KIM Bok-dong,,101,2019,20190808,개봉,장편,,,,다큐멘터리,한국,송원근,한지민,한국탐사저널리즘센터,(주)엣나인필름
1,1,33,OLD,20184543,변신,2019-08-21,817343910,21.9,814247410,26295.7,946695410,97117,96803,30829.0,111720,742,3089,20190821,변신,Metamorphosis,,112,2019,20190821,개봉,장편,,,,공포(호러)|스릴러,한국,김홍선,배성우|성동일|장영남|김혜준|조이현,(주)다나크리에이티브,(주)에이스메이커무비웍스
2,2,-1,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,808148030,21.6,-188459010,-18.9,21231920845,96050,-23157,-19.4,2386530,973,4333,20190821,분노의 질주: 홉스&쇼,Fast & Furious Presents: Hobbs & Shaw,,135,2019,20190814,개봉,장편,,,,액션,미국,데이빗 레이치,드웨인 존슨|제이슨 스타뎀|이드리스 엘바|바네사 커비,,유니버설픽쳐스인터내셔널 코리아(유)
3,3,0,NEW,20185985,광대들: 풍문조작단,2019-08-21,662099850,17.7,662099850,100.0,710677850,83073,83073,100.0,88515,806,3326,20190821,광대들: 풍문조작단,Jesters: The Game Changers,,108,2019,20190821,개봉,장편,,,,사극,한국,김주호,조진웅|손현주|박희순|고창석|최원영,(주)영화사심플렉스,워너브러더스 코리아(주)
4,4,-2,OLD,20184621,엑시트,2019-07-31,659824370,17.7,-105902790,-13.8,65902329442,82331,-12579,-13.3,7825641,782,3380,20190821,엑시트,EXIT,,103,2019,20190731,개봉,장편,,,,코미디|액션,한국,이상근,조정석|임윤아|설도희|최재영|고두심,(주)외유내강|(주)필름케이,(주)씨제이이엔엠
5,5,-2,OLD,20184462,봉오동 전투,2019-08-07,524479340,14.0,-167842610,-24.2,35653193238,66044,-20739,-23.9,4185868,876,3295,20190821,봉오동 전투,The Battle: Roar to Victory,,134,2019,20190807,개봉,장편,,,,사극|액션|드라마,한국,원신연,유해진|류준열|조우진|키타무라 카즈키|이케우치 히로유키,(주)빅스톤픽쳐스|(주)더블유픽처스|(주)쇼박스,(주)쇼박스
6,6,-1,OLD,20182241,"안녕, 티라노: 영원히, 함께",2019-08-14,30961740,0.8,-18403120,-37.3,1284095160,4726,-2286,-32.6,163647,235,274,20190821,"안녕, 티라노: 영원히, 함께","My TYRANO: Together, Forever",,97,2019,20190814,개봉,장편,,,,애니메이션,한국,시즈노 코분,시영준|정혜원|이세은|이현|김지혜,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW)
7,7,-3,OLD,20183844,마이펫의 이중생활 2,2019-07-31,27985080,0.7,-28524270,-50.5,8242610305,3983,-4590,-53.5,1079646,152,180,20190821,마이펫의 이중생활 2,The Secret Life of Pets 2,,85,2019,20190731,개봉,장편,,,,애니메이션|어드벤처|코미디,미국,크리스 리노드,패튼 오스왈트|케빈 하트|에릭 스톤스트릿|제니 슬레이트|티파니 해디쉬,,유니버설픽쳐스인터내셔널 코리아(유)
8,8,-1,OLD,20187959,원더랜드,2019-08-14,15405300,0.4,-24808710,-61.7,656986530,2416,-3464,-58.9,86468,100,111,20190821,원더랜드,Wonder Park,,85,2019,20190814,개봉,장편,,,,애니메이션|코미디|어드벤처|가족,미국,딜런 브라운,소연|장민혁|안장혁|안소이|변영희,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트
9,9,-1,OLD,20198323,레드슈즈,2019-07-25,15279480,0.4,-13199940,-46.3,5766426670,2105,-1802,-46.1,740733,86,104,20190821,레드슈즈,Red Shoes,,92,2019,20190725,개봉,장편,,,,애니메이션|코미디|판타지|어드벤처|멜로/로맨스,한국,홍성호,클로이 모레츠|샘 클라플린|지나 거손|패트릭 워버튼|짐 래쉬,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)
10,10,-1,OLD,20183867,알라딘,2019-05-23,14641440,0.4,-9032740,-38.2,106563283859,1838,-1141,-38.3,12509125,71,93,20190821,알라딘,Aladdin,,127,2018,20190523,개봉,장편,,,,어드벤처|가족|판타지,미국,가이 리치,메나 마수드|윌 스미스|나오미 스콧,,월트디즈니컴퍼니코리아 유한책임회사
1,1,0,OLD,20184543,변신,2019-08-21,720853810,20.0,-96490100,-11.8,1667549220,85377,-11740,-12.1,197097,726,2877,20190822,변신,Metamorphosis,,112,2019,20190821,개봉,장편,,,,공포(호러)|스릴러,한국,김홍선,배성우|성동일|장영남|김혜준|조이현,(주)다나크리에이티브,(주)에이스메이커무비웍스
2,2,0,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,716926020,19.9,-91222010,-11.3,21948846865,85287,-10763,-11.2,2471817,925,3979,20190822,분노의 질주: 홉스&쇼,Fast & Furious Presents: Hobbs & Shaw,,135,2019,20190814,개봉,장편,,,,액션,미국,데이빗 레이치,드웨인 존슨|제이슨 스타뎀|이드리스 엘바|바네사 커비,,유니버설픽쳐스인터내셔널 코리아(유)
3,3,1,OLD,20184621,엑시트,2019-07-31,574269200,16.0,-85555170,-13.0,66476598642,71503,-10828,-13.2,7897144,739,3048,20190822,엑시트,EXIT,,103,2019,20190731,개봉,장편,,,,코미디|액션,한국,이상근,조정석|임윤아|설도희|최재영|고두심,(주)외유내강|(주)필름케이,(주)씨제이이엔엠
4,4,-1,OLD,20185985,광대들: 풍문조작단,2019-08-21,484228840,13.5,-177871010,-26.9,1194906690,61340,-21733,-26.2,149855,736,3004,20190822,광대들: 풍문조작단,Jesters: The Game Changers,,108,2019,20190821,개봉,장편,,,,사극,한국,김주호,조진웅|손현주|박희순|고창석|최원영,(주)영화사심플렉스,워너브러더스 코리아(주)
