movieCd,movieNm_box,openDt_box,movieNm_detail,movieNmEn,movieNmOg,genres,nations,directors,actors,productionCompanies,distributors
20151227,아빠는 딸,,아빠는 딸,"Daddy You, Daughter Me",,코미디,한국,김형협,윤제문|정소민|이일화|신구|이미도,영화사김치(주),메가박스중앙(주) 플러스엠 엔터테인먼트
20173690,흑집사 -북 오브 더 아틀란틱-,,흑집사 -북 오브 더 아틀란틱-,Black Butler the movie -Book of the Atlantic-,,애니메이션|판타지|드라마|액션,일본,아베 노리유키,오노 다이스케|사카모토 마아야,,(주)박수엔터테인먼트
20170741,지니어스,,지니어스,GENIUS,,드라마,영국|미국,마이클 그랜다지,콜린 퍼스|주드 로|니콜 키드먼|로라 린니|가이 피어스,,(주)라이크콘텐츠
20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,Elena and the Secret of Avalor,,애니메이션|어드벤처|가족|판타지|뮤지컬,미국,제이미 미첼,아리엘 윈터|아이미 카레로|제인 폰다|김미랑|이재현,,월트디즈니컴퍼니코리아 유한책임회사
20174023,극장판 어드벤처 타임: 비밀의 아일랜드,,극장판 어드벤처 타임: 비밀의 아일랜드,Adventure Time with Finn and Jake Islands,,애니메이션,미국,엘리자베스 이토,,,(주)팝엔터테인먼트
20161726,임금님의 사건수첩,,임금님의 사건수첩,The King's Case Note,,코미디|어드벤처|액션,한국,문현성,이선균|안재홍|김희원|주진모|장영남,(주)영화사람|(주)씨제이이엔엠|(주)더타워픽쳐스,(주)씨제이이엔엠
20162871,특별시민,,특별시민,The Mayor,,드라마,한국,박인제,최민식|곽도원|심은경|문소리|라미란,(주)팔레트픽처스,(주)쇼박스
20162722,보안관,,보안관,The Sheriff In Town,,범죄|코미디,한국,김형주,이성민|조진웅|김성균|김종수|조우진,(주)영화사 월광|(주)사나이픽처스,롯데쇼핑㈜롯데엔터테인먼트
20179662,파워레인져스: 더 비기닝,,파워레인져스: 더 비기닝,Power Rangers,,액션|어드벤처|판타지|SF,미국,딘 이스라엘리트,데이커 몽고메리|나오미 스콧|RJ 사일러|베키 지|루디 린,,(주)넥스트엔터테인먼트월드(NEW)
20172541,오두막,,오두막,The Shack,,드라마,미국,스튜어트 하젤딘,샘 워싱턴|옥타비아 스펜서|라다 미첼|라이언 로빈스|그레이엄 그린,,판씨네마(주)
20174561,더 플랜,,더 플랜,The Plan,,다큐멘터리,한국,최진성,김어준,프로젝트 부 ,(주)엣나인필름
20172125,파운더,,파운더,The Founder,,드라마,미국,존 리 행콕,마이클 키튼,,CGV아트하우스
20149317,가디언즈 오브 갤럭시,,가디언즈 오브 갤럭시,Guardians of the Galaxy,,액션|어드벤처|SF,미국,제임스 건,크리스 프랫|조 샐다나|데이브 바티스타|빈 디젤|브래들리 쿠퍼,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
20172641,마리안느와 마가렛,,마리안느와 마가렛,Marianne and Margaret,,다큐멘터리,한국,윤세영,마리안느 스퇴거|마가렛 피사렉|박정환,(주)기린제작사,(주)팝엔터테인먼트
20173301,"서서평, 천천히 평온하게",,"서서평, 천천히 평온하게",,,다큐멘터리,한국,홍현정|홍주연,윤안나|안은새|정혜윤|이윤지|강다연,재단법인 온누리선교재단(CGNTV),커넥트픽쳐스(주)
20175142,극장판 쿠로코의 농구 라스트 게임,,극장판 쿠로코의 농구 라스트 게임,Kuroko's Basketball The Movie LAST GAME,,애니메이션,일본,타다 슌스케,오노 켄쇼,,(주)바이포엠스튜디오|씨제이 씨지브이(CJ CGV)(주)|(주)박수엔터테인먼트
20174165,극장판 또봇: 로봇군단의 습격,,극장판 또봇: 로봇군단의 습격,Tobot Movie: Attack of Robot force,,애니메이션,한국,고동우|이달,하룡이|신경선|이현|안효민|윤민영,레트로봇 주식회사,(주)씨제이이엔엠
20173961,킹 아서: 제왕의 검,,킹 아서: 제왕의 검,King Arthur: Legend of the Sword,,판타지|액션|어드벤처,영국|호주|미국,가이 리치,찰리 허냄|주드 로|에릭 바나|에이단 길렌|디몬 하운수,,워너브러더스 코리아(주)
20164829,나는 부정한다,,나는 부정한다,Denial,,드라마,영국|미국,믹 잭슨,레이첼 와이즈|톰 윌킨슨|티모시 스폴|앤드류 스캇|마크 게티스,,(주)티캐스트
20161665,스머프: 비밀의 숲,,스머프: 비밀의 숲,Smurfs: The Lost Village,,애니메이션|가족,미국,캘리 애스버리,데미 로바토|레인 윌슨|조 맨가니엘로|잭 맥브레이어|맨디 파틴킨,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20163603,가디언즈 오브 갤럭시 VOL. 2,,가디언즈 오브 갤럭시 VOL. 2,Guardians of the Galaxy VOL. 2,,액션|SF,미국,제임스 건,크리스 프랫|조 샐다나|데이브 바티스타|빈 디젤|브래들리 쿠퍼,,월트디즈니컴퍼니코리아 유한책임회사
20174061,보스 베이비,,보스 베이비,The Boss Baby,,애니메이션|코미디|가족,미국,톰 맥그라스,알렉 볼드윈|리사 쿠드로|스티브 부세미|토비 맥과이어|지미 키멜,,(주)씨제이이엔엠
20173061,슈퍼 빼꼼: 스파이 대작전,,슈퍼 빼꼼: 스파이 대작전,Super White Bear: Spy Adventures,,애니메이션|코미디,한국,임아론,김태균|최정현|최낙윤|남도형|윤용식,(합)알지애니메이션스튜디오,메가박스중앙(주) 플러스엠 엔터테인먼트
20170321,목소리의 형태,,목소리의 형태,A SILENT VOICE: the Movie,聲の形,애니메이션|멜로/로맨스,일본,야마다 나오코,이리노 미유|하야미 사오리|유키 아오이|오노 켄쇼|카네코 유키,,(주)디스테이션
20156708,석조저택 살인사건,,석조저택 살인사건,The Tooth and the Nail,,스릴러,한국,김휘|정식,고수|김주혁|문성근|박성웅|임화영,주식회사 영화사다,(주)키다리이엔티
20179382,에이리언: 커버넌트,,에이리언: 커버넌트,Alien: Covenant,,SF|스릴러,미국|호주|뉴질랜드,리들리 스콧,마이클 패스벤더|캐서린 워터스턴|제임스 프랭코|누미 라파스|가이 피어스,,이십세기폭스코리아(주)
20164844,불한당: 나쁜 놈들의 세상,,불한당: 나쁜 놈들의 세상,The Merciless,,범죄|액션|드라마,한국,변성현,설경구|임시완|김희원|전혜진|이경영,(주)씨제이이엔엠|(주)바른손,(주)씨제이이엔엠
20175262,겟 아웃,,겟 아웃,GET OUT,,공포(호러)|미스터리|스릴러|드라마,미국,조던 필,다니엘 칼루야|앨리슨 윌리암스|브래들리 휘트포드|캐서린 키너,,유니버설픽쳐스인터내셔널 코리아(유)
20174602,노무현입니다,,노무현입니다,OUR PRESIDENT,,다큐멘터리,한국,이창재,노무현|이상호,영화사 풀,CGV아트하우스|영화사 풀
20170982,캐리비안의 해적: 죽은 자는 말이 없다,,캐리비안의 해적: 죽은 자는 말이 없다,Pirates of the Caribbean: Dead Men Tell No,,액션|어드벤처|판타지|코미디,미국,요아킴 뢰닝|에스펜 샌버그,조니 뎁|카야 스코델라리오|올랜도 블룸|하비에르 바르뎀|브렌튼 스웨이츠,,월트디즈니컴퍼니코리아 유한책임회사
20174644,길,,길,The Way,,드라마,한국,정인봉,김혜자|송재호|허진|온주완|조윤서,(주)블루블랙,(주)더블앤조이픽쳐스
20173642,너와 100번째 사랑,,너와 100번째 사랑,The 100th Love With You,君と100回目の恋,드라마|멜로/로맨스,일본,츠키카와 쇼,사카구치 켄타로|미와|류세이 료,,(주)디스테이션
20169348,대립군,,대립군,WARRIORS OF THE DAWN,,드라마|사극,한국,정윤철,이정재|여진구|김무열|이솜|박원상,리얼라이즈픽쳐스(주)|이십세기폭스 인터내셔널 프로덕션|(주)베르디미디어|(주)블러썸픽쳐스,이십세기폭스코리아(주)
20168261,원더 우먼,,원더 우먼,Wonder Woman,,액션|어드벤처|판타지|SF,미국,팻티 젠킨스,갤 가돗|로빈 라이트|크리스 파인|데이빗 듈리스|코니 닐슨,,워너브러더스 코리아(주)
20174803,7번째 내가 죽던 날,,7번째 내가 죽던 날,Before I Fall,,드라마|미스터리,미국,라이 루소 영,조이 도이치|할스톤 세이지|엘레나 캠푸리스|로건 밀러,,(주)키다리이엔티
20175461,암살교실: 졸업편,,암살교실: 졸업편,Assassination Classroom: Graduation,暗殺教室~卒業編~,액션|코미디,일본,하스미 에이이치로,야마다 료스케|시이나 깃페이,,(주)에이원엔터테인먼트
20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,,베이블레이드 버스트 갓 : 갓 발키리의 탄생,Beyblade Burst God,,애니메이션,일본,야마구치 켄타로,김현지|한신|김보영|이호산|김영은,,(주)씨제이이엔엠
20166488,미이라,,미이라,The Mummy,,액션|어드벤처|판타지,미국,알렉스 커츠먼,톰 크루즈|소피아 부텔라|애나벨 월리스|러셀 크로우|하비에르 보텟,,유니버설픽쳐스인터내셔널 코리아(유)
20175581,파워배틀 와치카: 와치가면의 역습,,파워배틀 와치카: 와치가면의 역습,Power Battle Watch-Car : Return of Watch Mask,,애니메이션,한국,김래경|이영준,엄상현|전태열|정혜원,(주)에스에이엠지엔터테인먼트,(주)에스에이엠지엔터테인먼트
20166384,하루,,하루,A Day,,스릴러,한국,조선호,김명민|변요한|유재명|조은형|신혜선,(주)라인필름,CGV아트하우스
20160483,꿈의 제인,,꿈의 제인,Jane,,드라마,한국,조현훈,이민지|구교환|이주영|박현영|조경아,영화사 서울집,(주)엣나인필름|CGV아트하우스
20162343,악녀,,악녀,The Villainess,,액션,한국,정병길,김옥빈|신하균|성준|김서형|조은지,(주)앞에있다,(주)넥스트엔터테인먼트월드(NEW)
20173833,심야식당 2,,심야식당 2,Midnight Diner 2,,드라마,일본,마츠오카 조지,코바야시 카오루|오다기리 죠,,(주)디스테이션
20168041,용순,,용순,Yongsoon,,드라마,한국,신준,이수경|최덕문|장햇살|최여진|박근록,(주)아토,롯데쇼핑㈜롯데엔터테인먼트
20158485,옥자,,옥자,Okja,,어드벤처|액션|드라마,미국,봉준호,틸다 스윈튼|제이크 질렌할|폴 다노|안서현|변희봉,플랜 비 엔터테인먼트|(주)루이스 픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
20176983,킹 오브 프리즘 - 프라이드 더 히어로,,킹 오브 프리즘 - 프라이드 더 히어로,King of prism - PRIDE the HERO,,애니메이션,일본,히시다 마사카즈,남도형|엄상현|이원찬|정주원|우치다 유우마,,동우에이앤이(주)|(주)박수엔터테인먼트
20178982,박열,,박열,Anarchist from the colony,,드라마,한국,이준익,이제훈|최희서|김인우|권율|민진웅,(유)박열문화전문회사,메가박스중앙(주) 플러스엠 엔터테인먼트
20166967,트랜스포머: 최후의 기사,,트랜스포머: 최후의 기사,TRANSFORMERS: THE LAST KNIGHT,,액션|어드벤처|SF,미국,마이클 베이,마크 월버그|안소니 홉킨스|로라 하드독|조쉬 더하멜,,롯데쇼핑㈜롯데엔터테인먼트
20176201,더 서클,,더 서클,The Circle,,드라마|SF|스릴러,미국,제임스 폰솔트,엠마 왓슨|톰 행크스,,(주)키다리이엔티
20175982,다크 하우스,,다크 하우스,ABATTOIR,,공포(호러)|스릴러,미국,대런 린 보우즈만,제시카 론디스|조 앤더슨|린 샤예,,(주)스톰픽쳐스코리아|(주)디스테이션
20040526,첫키스만 50번째,,첫키스만 50번째,50 First Dates,,코미디,미국,피터 시걸,아담 샌들러|드류 베리모어,콜럼비아 픽쳐스 필름 프로덕션,팝엔터테인먼트|한국소니픽쳐스릴리징브에나비스타영화㈜
20175821,언더더씨,,언더더씨,Fishtales,,애니메이션,미국,에반 트라멜,김연우|황창영|김경희|이현,,(주)팝엔터테인먼트
20159647,리얼,,리얼,REAL,,액션,한국,이사랑,김수현|성동일|이성민|최진리|조우진,(주)코브픽쳐스,(주)씨제이이엔엠
20176961,지랄발광 17세,,지랄발광 17세,The edge of seventeen,,코미디|드라마,미국,켈리 프레몬,헤일리 스테인펠드|우디 해럴슨|카이라 세드윅|블레이크 제너|헤일리 루 리차드슨,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20020186,헤드윅,,헤드윅,Hedwig And The Angry Inch,,뮤지컬,미국,존 카메론 밋첼,존 카메론 밋첼,,워너브러더스 코리아(주)|(주)엣나인필름|(주)씨네월드
20167303,스파이더맨: 홈 커밍,,스파이더맨: 홈 커밍,Spider-Man: Homecoming,,액션|어드벤처|SF,미국,존 왓츠,톰 홀랜드|로버트 다우니 주니어|마이클 키튼|제이콥 배덜런|마리사 토메이,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20176102,그 후,,그 후,The Day After,,드라마,한국,홍상수,권해효|김민희|김새벽|강태우|박예주,(주)영화제작전원사 ,(주)영화제작전원사 |(주)콘텐츠판다
20179807,젝스키스 20주년 기념 하와이 영상 NEW KIES ON THE [HONOLULU],,젝스키스 20주년 기념 하와이 영상 NEW KIES ON THE [HONOLULU],SECHSKIES THE 20TH ANNIVERSARY -NEW KIES ON THE [HONOLULU]-,,기타,한국,,,(주)와이지엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)
20162869,택시운전사,,택시운전사,A Taxi Driver,,드라마,한국,장훈,송강호|토마스 크레취만|류준열|유해진|박혁권,더램프(주),(주)쇼박스
20081056,다크 나이트,,다크 나이트,The Dark Knight,,범죄|드라마|액션|미스터리,미국,크리스토퍼 놀란,크리스찬 베일|마이클 케인|히스 레저|아론 에크하트|매기 질렌할,,주식회사 해리슨앤컴퍼니|워너브러더스 코리아(주)
20177501,플립,,플립,Flipped,,드라마|멜로/로맨스,미국,롭 라이너,매들린 캐롤|캘런 맥오리피,,롯데컬처웍스(주)롯데시네마|(주)팝엔터테인먼트
20175522,카3: 새로운 도전,,카3: 새로운 도전,Cars3,,애니메이션|어드벤처|코미디|가족,미국,브라이언 피,아미 해머|나단 필리온|오웬 윌슨,,월트디즈니컴퍼니코리아 유한책임회사
20176562,예수는 역사다,,예수는 역사다,The Case for Christ,,드라마,미국,존 건,마이크 보겔|에리카 크리스틴슨|페이 더너웨이|로버트 포스터,,길갈|(재)CBS
20176781,내가 죽기 전에 가장 듣고 싶은 말,,내가 죽기 전에 가장 듣고 싶은 말,The Last Word,,코미디,미국,마크 펠링톤,셜리 맥클레인|아만다 사이프리드|앤 헤이시,,(주)메인타이틀픽쳐스|주식회사 키위컴퍼니
20164621,덩케르크,,덩케르크,Dunkirk,,액션|드라마|스릴러|전쟁,미국|영국,크리스토퍼 놀란,톰 하디|마크 라이런스|케네스 브래너|킬리언 머피|제임스 다시,,워너브러더스 코리아(주)
20177701,위시 어폰,,위시 어폰,WISH UPON,,공포(호러),미국,존 R. 레오네티,조이 킹|이기홍,,(주)이수C&E
20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,Crayon Shinchan 2017 Theatrical Film: Invasion!! Alien Shiriri,映画クレヨンしんちゃん: 襲来!! 宇宙人シリリ,애니메이션,일본,하시모토 마사카즈,박영남|양정화|김환진|강희선|여민정,,(주)씨제이이엔엠
20161481,군함도,,군함도,The Battleship Island,,액션|드라마,한국,류승완,황정민|소지섭|송중기|이정현|김수안,(주)외유내강|(주)필름케이,(주)씨제이이엔엠
20173403,슈퍼배드 3,,슈퍼배드 3,Despicable Me 3,,애니메이션,미국,피에르 꼬팽|카일 발다,스티브 카렐|크리스틴 위그|트레이 파커,,유니버설픽쳐스인터내셔널 코리아(유)
20178646,송 투 송,,송 투 송,Song to Song,,드라마|멜로/로맨스,미국,테렌스 맬릭,라이언 고슬링|루니 마라,,CGV아트하우스
20162442,청년경찰,,청년경찰,Midnight Runners,,액션,한국,김주환,박서준|강하늘|성동일|박하선|고준,(주)무비락|(주)도서관옆스튜디오|베리굿스튜디오(주),롯데쇼핑㈜롯데엔터테인먼트
20170124,명탐정 코난:진홍의 연가,,명탐정 코난:진홍의 연가,Detective Conan: Crimson Love Letter,名探偵コナン から紅の恋歌,애니메이션,일본,시즈노 코분,,,(주)씨제이이엔엠
20179186,이모티: 더 무비,,이모티: 더 무비,The Emoji Movie,,애니메이션|어드벤처,미국,토니 레온디스,T.J. 밀러|제임스 코든|안나 패리스|패트릭 스튜어트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20161081,애나벨 : 인형의 주인,,애나벨 : 인형의 주인,Annabelle: Creation,,공포(호러),미국,데이비드 F. 샌드버그,스테파니 시그만|알리시아 벨라 베일리|미란다 오토|탈리타 베이트먼,,워너브러더스 코리아(주)
20178762,파리로 가는 길,,파리로 가는 길,Paris Can Wait,,드라마|멜로/로맨스,미국,엘레노어 코폴라,다이안 레인|알렉 볼드윈|아르노 비야르,,(주)티캐스트
20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,DORAEMON THE MOVIE GREAT ADVENTURE IN THE ANTARCTIC KACHI KOCHI,映画ドラえもん のび太の南極カチコチ大冒険,애니메이션|SF|가족|어드벤처,일본,다카하시 아츠시,미즈타 와사비|오오하라 메구미|카카즈 유미,,(주)넥스트엔터테인먼트월드(NEW)
20151003,장산범,,장산범,The Mimic,,미스터리|스릴러,한국,허정,염정아|박혁권|허진|신린아|방유설,(주)드림캡쳐,(주)넥스트엔터테인먼트월드(NEW)
20179901,혹성탈출: 종의 전쟁,,혹성탈출: 종의 전쟁,WAR FOR THE PLANET OF THE APES,,액션|어드벤처|드라마|SF,미국,맷 리브스,앤디 서키스|우디 해럴슨|스티브 잔|주디 그리어|타이 올슨,,이십세기폭스코리아(주)
20179187,공범자들,,공범자들,Criminal Conspiracy,,다큐멘터리,한국,최승호,이명박|김재철|김장겸|고대영,한국탐사저널리즘센터,(주)엣나인필름
20164174,브이아이피,,브이아이피,V.I.P.,,범죄|드라마,한국,박훈정,장동건|김명민|박희순|이종석|오대환,(주)영화사 금월|(주)페퍼민트앤컴퍼니,워너브러더스 코리아(주)
20170022,다크타워: 희망의 탑,,다크타워: 희망의 탑,The Dark Tower,,액션|어드벤처|판타지,미국,니콜라이 아르셀,이드리스 엘바|매튜 매커너히,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20165001,더 테이블,,더 테이블,The Table,,드라마|멜로/로맨스,한국,김종관,정유미|한예리|정은채|임수정|전성우,볼미디어(주) ,(주)엣나인필름
20170389,극장판 위 베어 베어스: 곰 브라더스,,극장판 위 베어 베어스: 곰 브라더스,We Bare Bears,,애니메이션,미국,매니 에르난데스,,,(주)팝엔터테인먼트
20179407,로마의 휴일,,로마의 휴일,,,코미디|드라마,한국,이덕희,임창정|공형진|정상훈|박희진|장광,(주)전망좋은 영화사,메가박스중앙(주) 플러스엠 엔터테인먼트
20171962,킬러의 보디가드,,킬러의 보디가드,The Hitman's Bodyguard,,액션|코미디,미국,패트릭 휴즈,라이언 레이놀즈|사무엘 L. 잭슨|셀마 헤이엑|게리 올드만,,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온
20179491,아토믹 블론드,,아토믹 블론드,Atomic Blonde,,액션,미국,데이빗 레이치,샤를리즈 테론|제임스 맥어보이|소피아 부텔라|존 굿맨|토비 존스,,(주)키다리이엔티
20166132,김광석,,김광석,Suicide Made,,다큐멘터리,한국,이상호,김광석|이상호|신종민|안철호,(주)씨네포트,(주)무빙픽쳐스컴퍼니
20154909,살인자의 기억법,,살인자의 기억법,MEMOIR OF A MURDERER,,범죄|스릴러,한국,원신연,설경구|김남길|설현|오달수|김정영,(주)쇼박스|(주)더블유픽처스|(주)그린피쉬|(주)영화사 이창,(주)쇼박스
20179696,그것,,그것,It,,공포(호러)|드라마,미국,안드레스 무시에티,빌 스카스가드|핀 울프하드|하비에르 보텟|소피아 릴리스|오웬 티그,,워너브러더스 코리아(주)
20174142,아이 캔 스피크,,아이 캔 스피크,I Can Speak,,코미디,한국,김현석,나문희|이제훈|박철민|염혜란|성유빈,주식회사 영화사 시선,롯데쇼핑㈜롯데엔터테인먼트|(주)리틀빅픽쳐스
20170268,매혹당한 사람들,,매혹당한 사람들,The Beguiled,,스릴러|드라마,미국,소피아 코폴라,니콜 키드먼|커스틴 던스트|엘 패닝|콜린 파렐|앵거리 라이스,,유니버설픽쳐스인터내셔널 코리아(유)
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,Cocotama The Movie 2017,,애니메이션,일본,닛타 노리오,이지현|여윤미|여민정|방연지|양정화,,(주)씨제이이엔엠
20171923,저수지 게임,,저수지 게임,The Reservoir Game,,다큐멘터리,한국,최진성,주진우|주진우,프로젝트 부 ,(주)스마일이엔티
20160703,"좋아해, 너를",,"좋아해, 너를",Their Distance,"知らない, ふたり",드라마|멜로/로맨스,일본,이마이즈미 리키야,,,(주)디오시네마
20177541,아메리칸 메이드,,아메리칸 메이드,American Made,,범죄|액션,미국,더그 라이만,톰 크루즈|도널 글리슨|사라 라이트|제시 플레먼스,,유니버설픽쳐스인터내셔널 코리아(유)
20170302,윈드 리버,,윈드 리버,Wind River,,액션|스릴러,미국|영국|캐나다,테일러 쉐리던,제레미 레너|엘리자베스 올슨|존 번탈|이안 보헨|휴 딜런,,(주)다자인소프트|(주)유로커뮤니케이션
20172742,범죄도시,,범죄도시,THE OUTLAWS,,범죄|액션,한국,강윤성,마동석|윤계상|조재윤|최귀화|김성규,(주)홍필름|(주)비에이엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트|(주)키위미디어그룹
20168241,잃어버린 도시 Z,,잃어버린 도시 Z,The Lost City Of Z,,액션|어드벤처|드라마,미국,제임스 그레이,찰리 허냄|로버트 패틴슨|시에나 밀러|톰 홀랜드,,(주)영화사 빅
20165450,남한산성,,남한산성,The Fortress,,사극|드라마,한국,황동혁,이병헌|김윤석|박해일|고수|박희순,(주)싸이런픽쳐스,(주)씨제이이엔엠
20175222,킹스맨: 골든 서클,,킹스맨: 골든 서클,Kingsman: The Golden Circle,,액션|어드벤처|코미디,미국|영국,매튜 본,콜린 퍼스|줄리안 무어|태런 에저튼|마크 스트롱|할리 베리,,이십세기폭스코리아(주)
20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,Yo-Kai Watch Movie 3,,애니메이션,일본,우시로 신지|요코이 타케시,박경혜|홍범기|김현지|김가령|정유정,,(주)씨제이이엔엠
20171312,우리의 20세기,,우리의 20세기,20th Century Women,20th Century Women,드라마,미국,마이크 밀스,아네트 베닝|그레타 거윅|엘 패닝|루카스 제이드 주만|빌리 크루덥,,그린나래미디어(주)
20170364,레고 닌자고 무비,,레고 닌자고 무비,The Lego Ninjago Movie,,애니메이션|액션|코미디|어드벤처|가족,미국,찰리 빈,,,워너브러더스 코리아(주)
20172627,리틀 프린세스 소피아 : 신비한 섬,,리틀 프린세스 소피아 : 신비한 섬,Sofia the First: The Mystic Isles,,애니메이션|어드벤처|가족|판타지|뮤지컬,미국,제이미 미첼,김미랑|서지연|아리엘 윈터|다시 로즈 번즈|사문영,,월트디즈니컴퍼니코리아 유한책임회사
20171817,넛잡 2,,넛잡 2,The Nut Job 2: Nutty by Nature,,애니메이션|어드벤처|코미디|가족,한국|캐나다|중국,캘런 브런커,윌 아넷|캐서린 헤이글|성룡|이사벨라 머세드,(주)레드로버|툰박스 엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
20168282,블레이드 러너 2049,,블레이드 러너 2049,Blade Runner 2049,,SF|액션,미국,드니 빌뇌브,라이언 고슬링|해리슨 포드|아나 디 아르마스|실비아 획스|자레드 레토,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20154907,희생부활자,,희생부활자,RV: Resurrected Victims,,미스터리|스릴러,한국,곽경택,김래원|김해숙|성동일|전혜진|장영남,(주)영화사 신세계|(주)바른손이앤에이,(주)쇼박스
20173092,어메이징 메리,,어메이징 메리,Gifted,,드라마,미국,마크 웹,크리스 에반스|맥케나 그레이스|린제이 던컨|제니 슬레이트|옥타비아 스펜서,,이십세기폭스코리아(주)
20169463,다시 태어나도 우리,,다시 태어나도 우리,Becoming Who I Was,,다큐멘터리,한국,문창용|전진,,소나무필름|(주)프로섬,(주)엣나인필름
20176767,"나는 내일, 어제의 너와 만난다",,"나는 내일, 어제의 너와 만난다","My tomorrow, your yesterday","ぼくは明日, 昨日のきみとデートする",멜로/로맨스|판타지|SF,일본,미키 타카히로,후쿠시 소타|고마츠 나나|히가시데 마사히로,,(주)디스테이션
20172603,부라더,,부라더,The Bros,,코미디,한국,장유정,마동석|이동휘|이하늬|허성태|송상은,(주)홍필름|(주)수필름,메가박스중앙(주) 플러스엠 엔터테인먼트
20164424,대장 김창수,,대장 김창수,MAN OF WILL,,드라마,한국,이원태,조진웅|송승헌|정만식|정진영|신정근,(주)비에이엔터테인먼트|(주)무비스퀘어,(주)키다리이엔티|주식회사 키위컴퍼니
20175943,주키퍼스 와이프,,주키퍼스 와이프,The Zookeeper's wife,,드라마|전쟁,미국|영국,니키 카로,제시카 차스테인|다니엘 브륄|요한 헬덴베르그,,(주)영화사 빅
20172064,마더!,,마더!,Mother!,,드라마|미스터리|스릴러,미국,대런 아로노프스키,제니퍼 로렌스|하비에르 바르뎀|에드 해리스|미셀 파이퍼,,롯데쇼핑㈜롯데엔터테인먼트
20173694,지오스톰,,지오스톰,Geostorm,,액션|SF|스릴러,미국,딘 데블린|대니 캐넌,캐서린 윈닉|제라드 버틀러|짐 스터게스|애비 코니시|앤디 가르시아,,워너브러더스 코리아(주)
20173806,노 게임 노 라이프 -제로-,,노 게임 노 라이프 -제로-,No Game No Life Zero,ノーゲーム・ノーライフ ゼロ,애니메이션,일본,이시즈카 아츠코,마츠오카 요시츠구|카야노 아이,,(주)박수엔터테인먼트
20176761,잠깐만 회사 좀 관두고 올게,,잠깐만 회사 좀 관두고 올게,To Each His Own,,드라마,일본,나루시마 이즈루,후쿠시 소타|쿠도 아스카|쿠로키 하루|요시다 코타로,,(주)이수C&E
20175121,토르: 라그나로크,,토르: 라그나로크,THOR: RAGNAROK,,액션|어드벤처|판타지|SF,미국,타이카 와이티티,크리스 헴스워스|톰 히들스턴|케이트 블란쳇|이드리스 엘바|제프 골드블럼,,월트디즈니컴퍼니코리아 유한책임회사
20171024,너의 췌장을 먹고 싶어,,너의 췌장을 먹고 싶어,Let Me Eat Your Pancreas,君の膵臓をたべたい,드라마,일본,츠키카와 쇼,키타가와 케이코|오구리 슌|하마베 미나미|키타무라 타쿠미,,(주)키노라이츠|(주)넥스트엔터테인먼트월드(NEW)
20164481,유리정원,,유리정원,Glass Garden,,미스터리|드라마,한국,신수원,문근영|서태화|김태훈|정애화|박현영,준필름,(주)리틀빅픽쳐스
20175208,뷰티풀 투모로우,,뷰티풀 투모로우,Beautiful Tomorrow,,드라마,한국,장재혁,박효신|정재일|에드가 킨테로,(주)글러브엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)
20177342,내게 남은 사랑을,,내게 남은 사랑을,My Last Love,,드라마,한국,진광교,성지루|전미선|권소현|양홍석|이예원,(주)와호엔터테인먼트|(재)CBS,(주)무빙픽쳐스컴퍼니
20169643,침묵,,침묵,Heart Blackened,,드라마,한국,정지우,최민식|박신혜|류준열|이하늬|박해준,(주)용필름,(주)씨제이이엔엠
20173724,직쏘,,직쏘,Jigsaw,,공포(호러)|스릴러|범죄,미국,피터 스피어이그|마이클 스피어리그,토빈 벨|칼럼 키스 레니|클레 베넷|맷 패스모어|한나 에밀리 앤더슨,,㈜코리아스크린
20173612,메소드,,메소드,Method,,드라마,한국,방은진,박성웅|윤승아|오승훈|기도영|이민웅,모베터필름 주식회사,(주)엣나인필름
