movieCd,movieNm_box,openDt_box,movieNm_detail,movieNmEn,movieNmOg,genres,nations,directors,actors,productionCompanies,distributors
20145141,위플래쉬,2015-03-12,위플래쉬,Whiplash,,드라마,미국,데이미언 셔젤,마일즈 텔러|J.K. 시몬스,,(주)넥스트엔터테인먼트월드(NEW)|워터홀컴퍼니(주)|(주)쇼박스
20143253,존 윅,2015-01-21,존 윅,John Wick,,액션|스릴러,미국,채드 스타헬스키|데이빗 레이치,키아누 리브스|로렌스 피쉬번|이안 맥쉐인|애드리앤 팰리키|윌렘 데포,,와이드 릴리즈(주)|(주)제이앤씨미디어그룹|(주)나이너스엔터테인먼트
20145501,돌연변이,2015-10-22,돌연변이,Collective Invention,,드라마|코미디,한국,권오광,이광수|이천희|박보영|장광|이병준,영화사 우상,필라멘트픽쳐스
20144322,도라에몽 : 스탠 바이 미,2015-02-12,도라에몽 : 스탠 바이 미,Stand by Me Doraemon,STAND BY ME ドラえもん,애니메이션,일본,야마자키 타카시|야기 류이치,미즈타 와사비|오오하라 메구미,,(주)콘텐츠판다|(주)넥스트엔터테인먼트월드(NEW)
20140241,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,,애니메이션|가족|어드벤처,한국,노나카 카즈미|최경석,엄상현|시영준|안장혁|정주원|안효민,(주)미디어캐슬,(주)리틀빅픽쳐스
20153039,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,러브 라이브! 더 스쿨 아이돌 무비,Love Live! The School Idol Movie,,애니메이션,일본,쿄고쿠 타카히코,토쿠이 소라|파일|쿠보 유리카|이이다 리호|쿠스다 아이나,,(주)박수엔터테인먼트
20158561,기생수 파트2,2015-05-07,기생수 파트2,Parasyte: Part 2,寄生獣 PART2,SF|스릴러,일본,야마자키 타카시,소메타니 쇼타|아베 사다오|후카츠 에리|하시모토 아이,,판씨네마(주)
20144621,기생수 파트1,2015-02-26,기생수 파트1,Parasyte: Part 1,寄生獣 PART1,스릴러|SF,일본,야마자키 타카시,소메타니 쇼타|후카츠 에리|하시모토 아이|키타무라 카즈키|아사노 타다노부,,판씨네마(주)
20147803,한여름의 판타지아,2015-06-11,한여름의 판타지아,A Midsummer's Fantasia,,드라마,한국|일본,장건재,김새벽|이와세 료|임형국,(주)모쿠슈라,㈜인디스토리
20134798,연평해전,2015-06-24,연평해전,Northern Limit Line,,드라마,한국,김학순,김무열|진구|이현우|이완|이한종,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW)
20155702,앤트맨,2015-09-03,앤트맨,Ant-Man,,액션|SF,미국|영국,페이튼 리드,폴 러드|마이클 더글라스|에반젤린 릴리|코리 스톨,,월트디즈니컴퍼니코리아(주)
20156102,바닷마을 다이어리,2015-12-17,바닷마을 다이어리,Our Little Sister,"海街 Diary,Umimachi Diary",드라마,일본,고레에다 히로카즈,아야세 하루카|나가사와 마사미|카호|히로세 스즈|카세 료,,주식회사 왓챠|(주)티캐스트
20148846,사도,2015-09-16,사도,The Throne,,사극,한국,이준익,송강호|유아인|문근영|전혜진|김해숙,(주)타이거픽쳐스,(주)쇼박스
20136057,소수의견,2015-06-24,소수의견,Minority Opinion,,드라마,한국,김성제,윤계상|유해진|김옥빈|이경영|장광,(주)하리마오픽쳐스,(주)시네마서비스
20144741,매드 맥스: 분노의 도로,2015-05-14,매드 맥스: 분노의 도로,Mad Max: Fury Road,,액션|어드벤처|스릴러,미국|호주,조지 밀러,톰 하디|샤를리즈 테론|니콜라스 홀트|휴 키즈 바인|조 크라비츠,,워너브러더스 코리아(주)
20151782,지금은맞고그때는틀리다,2015-09-24,지금은맞고그때는틀리다,"Right Now, Wrong Then",,드라마,한국,홍상수,정재영|김민희|윤여정|기주봉|최화정,(주)영화제작전원사 ,(주)콘텐츠판다|(주)영화제작전원사 |(주)넥스트엔터테인먼트월드(NEW)
20143513,미쓰 와이프,2015-08-13,미쓰 와이프,Wonderful Nightmare,,코미디,한국,강효진,엄정화|송승헌|김상호|라미란|서신애,(주)영화사아이비젼|메가박스중앙(주) 플러스엠 엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트
20159161,마돈나,2015-07-02,마돈나,Madonna,,드라마,한국,신수원,서영희|김영민|변요한|권소현|이상희,준필름,(주)리틀빅픽쳐스
20157465,그놈이다,2015-10-28,그놈이다,FATAL INTUITION,,스릴러,한국,윤준형,주원|유해진|이유영|류혜영|서현우,상상필름(주)|(주)브라더픽처스,CGV아트하우스
20148855,극비수사,2015-06-18,극비수사,The Classified File,,드라마|범죄,한국,곽경택,김윤석|유해진|송영창|장영남|정호빈,(주)제이콘컴퍼니|(주)영화사 신세계,(주)쇼박스
20149570,조선명탐정 : 사라진 놉의 딸,2015-02-11,조선명탐정 : 사라진 놉의 딸,Detective K : Secret of the Lost Island,,사극|코미디|어드벤처,한국,김석윤,김명민|오달수|이연희|조관우|정원중,청년필름(주),(주)쇼박스
20147947,워킹걸,2015-01-07,워킹걸,Casa Amor; Exclusive for Ladies,,코미디|멜로/로맨스,한국,정범식,조여정|클라라|김태우|배성우|라미란,(주)홍필름|(주)수필름,메가박스중앙(주) 플러스엠 엔터테인먼트
20151383,마션,2015-10-08,마션,The Martian,,액션|어드벤처|SF,미국,리들리 스콧,맷 데이먼|제시카 차스테인|제프 다니엘스|케이트 마라|크리스틴 위그,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
20148493,어벤져스: 에이지 오브 울트론,2015-04-23,어벤져스: 에이지 오브 울트론,The Avengers: Age of Ultron,,액션|어드벤처|판타지|SF,미국,조스 웨던,로버트 다우니 주니어|크리스 헴스워스|마크 러팔로|크리스 에반스|스칼렛 요한슨,,월트디즈니컴퍼니코리아 유한책임회사|월트디즈니컴퍼니코리아(주)
20148844,손님,2015-07-09,손님,The Piper,,판타지|공포(호러),한국,김광태,류승룡|이성민|천우희|이준|도기범,(주)유비유필름,(주)씨제이이엔엠
20130566,무뢰한,2015-05-27,무뢰한,The Shameless,,멜로/로맨스,한국,오승욱,김남길|전도연|박성웅|곽도원|강태영,(주)사나이픽처스,CGV아트하우스
20143572,뷰티 인사이드,2015-08-20,뷰티 인사이드,The Beauty Inside,,판타지|멜로/로맨스,한국,백,한효주|김대명|도지한|배성우|박신혜,(주)용필름,(주)넥스트엔터테인먼트월드(NEW)
20140144,도리화가,2015-11-25,도리화가,THE SOUND OF A FLOWER,,사극|드라마,한국,이종필,류승룡|배수지|송새벽|김남길|이동휘,(주)영화사 담담|(주)어바웃잇,(주)씨제이이엔엠
20136063,순수의 시대,2015-03-05,순수의 시대,Empire of Lust,,사극|드라마,한국,안상훈,신하균|장혁|강한나|강하늘|양영조,(주)화인웍스|(주)키메이커,(주)씨제이이엔엠
20136068,히말라야,2015-12-16,히말라야,The Himalayas,,드라마,한국,이석훈,황정민|정우|조성하|김인권|라미란,(주)제이케이필름,(주)씨제이이엔엠
20142855,성난 변호사,2015-10-08,성난 변호사,The Advocate : A Missing Body,,범죄|액션,한국,허종호,이선균|김고은|임원희|장현성|최재웅,(주)씨제이이엔엠|(주)영화사 빛나는 제국|우수영화사,(주)씨제이이엔엠
20140703,장수상회,2015-04-09,장수상회,Salut d’Amour,,멜로/로맨스|드라마,한국,강제규,박근형|윤여정|조진웅|한지민|윤여정,(주)빅픽쳐|(주)씨제이이엔엠,(주)씨제이이엔엠
20148188,쎄시봉,2015-02-05,쎄시봉,C'est Si Bon,,멜로/로맨스|코미디|드라마,한국,김현석,김윤석|정우|한효주|김희애|진구,유한회사 제이필름|(주)무브픽쳐스,(주)씨제이이엔엠
20140193,서부전선,2015-09-24,서부전선,The Long Way Home,,전쟁|드라마,한국,천성일,설경구|여진구|이경영|정성화|정인기,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트
20156557,탐정 : 더 비기닝,2015-09-24,탐정 : 더 비기닝,THE ACCIDENTAL DETECTIVE,,코미디|범죄,한국,김정훈,권상우|성동일|박해준|이승준|조복래,(주)크리픽쳐스,(주)씨제이이엔엠
20149062,연애의 맛,2015-05-07,연애의 맛,Love Clinic,,멜로/로맨스|코미디,한국,김아론,오지호|강예원|최령|오민석|주병하,(주)청우필름,(주)와우픽쳐스|(주)쇼박스
20148048,베테랑,2015-08-05,베테랑,Veteran,,액션|드라마,한국,류승완,황정민|유아인|유해진|오달수|장윤주,(주)외유내강|(주)필름케이,(주)씨제이이엔엠
20156441,최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,최강전사 미니특공대 : 새로운 악당의 습격,Mini Force : Justice Defender,,애니메이션,한국,이영준,엄상현|전태열|신용우,(주)에스에이엠지엔터테인먼트,에이원엔터테인먼트
20149266,차이나타운,2015-04-29,차이나타운,Coin Locker Girl,,범죄|드라마,한국,한준희,김혜수|김고은|엄태구|박보검|고경표,폴룩스픽쳐스(주),CGV아트하우스
20144442,조선마술사,2015-12-30,조선마술사,The Magician,,드라마,한국,김대승,유승호|고아라|곽도원|조윤희|이경영,위더스필름(주),롯데쇼핑㈜롯데엔터테인먼트
20145503,검은 사제들,2015-11-05,검은 사제들,The Priests,,미스터리|드라마,한국,장재현,김윤석|강동원|박소담|김병옥|김의성,영화사 집,(주)씨제이이엔엠
20130021,"협녀, 칼의 기억",2015-08-13,"협녀, 칼의 기억",Memories of the Sword,,사극|액션,한국,박흥식,이병헌|전도연|김고은|이경영|김태우,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트
20143510,함정,2015-09-10,함정,Deep Trap,,스릴러|범죄,한국,권형진,마동석|조한선|김민경|지안|윤주,(주)에이치에스이디,(주)인벤트스톤
20131262,허삼관,2015-01-14,허삼관,Chronicle of a Blood Merchant,,드라마,한국,하정우,하정우|하지원|전혜진|장광|주진모,(주)두타연|(주)판타지오픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
20141224,경성학교: 사라진 소녀들,2015-06-18,경성학교: 사라진 소녀들,The Silenced,,미스터리|드라마,한국,이해영,박보영|엄지원|박소담|공예지|주보비,청년필름(주)|비밀의화원,롯데쇼핑㈜롯데엔터테인먼트
20145171,대호,2015-12-16,대호,The Tiger,,사극,한국,박훈정,최민식|정만식|김상호|성유빈|오스기 렌,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW)
20133682,화장,2015-04-09,화장,Revivre,,드라마,한국,임권택,안성기|김규리|김호정|연우진|김병춘,(주)명필름,(주)리틀빅픽쳐스
20149314,내부자들,2015-11-19,내부자들,Inside Men,,범죄|드라마,한국,우민호,이병헌|조승우|백윤식|이경영|김홍파,(유)내부자들 문화전문회사,(주)쇼박스
20148553,내 심장을 쏴라,2015-01-28,내 심장을 쏴라,Shoot Me in the Heart,,드라마,한국,문제용,이민기|여진구|유오성|김정태|김기천,(주)주피터필름,(주)리틀빅픽쳐스|(주)이수C&E
20148461,살인의뢰,2015-03-12,살인의뢰,The Deal,,범죄|스릴러,한국,손용호,김상경|김성균|박성웅|윤승아|조재윤,(주)미인픽쳐스,씨네그루(주)다우기술
20158481,퇴마: 무녀굴,2015-08-20,퇴마: 무녀굴,The Chosen: Forbidden Cave,,공포(호러)|스릴러,한국,김휘,김성균|유선|천호진|차예련|김혜성,(주)케이프로덕션|플로우식스(주)|버티고필름,씨네그루(주)다우기술
20156321,약장수,2015-04-23,약장수,Clown of a Salesman,,드라마,한국,조치언,김인권|박철민|이주실|박혜진|장소연,(주)26컴퍼니,(주)대명문화공장|(주)나이너스엔터테인먼트
20143511,오피스,2015-09-03,오피스,Office,,스릴러|미스터리,한국,홍원찬,고아성|박성웅|배성우|김의성|류현경,(주)영화사꽃,(주)리틀빅픽쳐스
20149569,악의 연대기,2015-05-14,악의 연대기,The Chronicles of Evil,,스릴러,한국,백운학,손현주|마동석|최다니엘|박서준|이명준,(주)비에이엔터테인먼트,(주)씨제이이엔엠
20136869,은밀한 유혹,2015-06-04,은밀한 유혹,Perfect Proposal,,멜로/로맨스|범죄,한국,윤재구,임수정|유연석|곽민호|이경영|박철민,(주)영화사비단길|(주)수필름,(주)씨제이이엔엠
20142856,나의 절친 악당들,2015-06-25,나의 절친 악당들,Intimate Enemies,,범죄|액션|드라마,한국,임상수,류승범|고준희|류현경|샘 오취리|김응수,휠므빠말주식회사|이십세기폭스 인터내셔널 프로덕션,이십세기폭스코리아(주)
20156281,성실한 나라의 앨리스,2015-08-13,성실한 나라의 앨리스,Alice In Earnestland,,드라마,한국,안국진,이정현|이준혁|이해영|서영화|동방우,한국영화아카데미,CGV아트하우스
20156748,열정같은소리하고있네,2015-11-25,열정같은소리하고있네,YOU CALL IT PASSION,,드라마,한국,정기훈,정재영|박보영|오달수|배성우|류덕환,반짝반짝영화사(주),(주)넥스트엔터테인먼트월드(NEW)
20156807,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,뽀로로 극장판 컴퓨터 왕국 대모험,Pororo3 :  Cyber Space Adventure,,애니메이션,한국,박영균,이선|이미자|함수정|홍소영|정미숙,(주)오콘,(주)넥스트엔터테인먼트월드(NEW)
20148851,암살,2015-07-22,암살,Assassination,,액션|드라마,한국,최동훈,전지현|이정재|하정우|오달수|조진웅,(주)케이퍼필름,(주)쇼박스
20145504,특종: 량첸살인기,2015-10-22,특종: 량첸살인기,The Exclusive : Beat the Devil's Tattoo,,스릴러,한국,노덕,조정석|이미숙|이하나|김의성|배성우,(주)매그넘나인|(주)뱅가드스튜디오,롯데쇼핑㈜롯데엔터테인먼트
20136888,강남 1970,2015-01-21,강남 1970,Gangnam Blues,,액션|드라마,한국,유하,이민호|김래원|정진영|설현|유승목,(주)모베라픽처스|(주)쇼박스,(주)쇼박스
20157464,더 폰,2015-10-22,더 폰,The Phone,,스릴러|액션,한국,김봉주,손현주|엄지원|배성우|이철민|노정의,(주)미스터로맨스,(주)넥스트엔터테인먼트월드(NEW)
20148841,헬머니,2015-03-05,헬머니,Granny's Got Talent,,코미디,한국,신한솔,김수미|정만식|김정태|이태란|이성민,(주)전망좋은 영화사|TCO(주)더콘텐츠온,(주)넥스트엔터테인먼트월드(NEW)
20148845,스물,2015-03-25,스물,Twenty,,코미디|드라마,한국,이병헌,김우빈|이준호|강하늘|오현경|정소민,(주)영화나무|(주)아이에이치큐,(주)넥스트엔터테인먼트월드(NEW)
20142407,오늘의 연애,2015-01-14,오늘의 연애,Love Forecast,,멜로/로맨스|코미디,한국,박진표,이승기|문채원|이서진|이경진|류화영,(주)팝콘에프앤엠,(주)씨제이이엔엠
20150025,내부자들: 디 오리지널,2015-12-31,내부자들: 디 오리지널,Inside Men: The Original,,범죄|드라마,한국,우민호,이병헌|조승우|백윤식|이경영|김홍파,(유)내부자들 문화전문회사,(주)쇼박스
20141598,타이밍,2015-12-10,타이밍,Timing,,애니메이션,한국,박대열|민경조,엄상현|박지윤|성완경,(주)효인엔터테인먼트|베데코리아 ,(주)스톰픽쳐스코리아
20155423,시카리오: 암살자의 도시,2015-12-03,시카리오: 암살자의 도시,Sicario,,범죄|미스터리|스릴러,미국,드니 빌뇌브,에밀리 블런트|베니시오 델 토로|조슈 브롤린,,롯데쇼핑㈜롯데엔터테인먼트
20158703,트래쉬,2015-05-14,트래쉬,Trash,,어드벤처|드라마|스릴러,미국,스티븐 달드리,루니 마라|마틴 쉰|릭슨 테베즈|와그너 모라|셀튼 멜로,,유니버설픽쳐스인터내셔널 코리아(유)
20145021,와일드,2015-01-22,와일드,Wild,,드라마,미국,장 마크 발레,리즈 위더스푼|가비 호프만|로라 던,,이십세기폭스코리아(주)
20154141,스타워즈: 깨어난 포스,2015-12-17,스타워즈: 깨어난 포스,Star Wars : The Force Awakens,,액션|어드벤처|판타지,미국,J.J. 에이브럼스,해리슨 포드|마크 해밀|캐리 피셔|사이먼 페그|오스카 아이삭,,월트디즈니컴퍼니코리아(주)
20154242,몬스터 호텔 2,2015-12-24,몬스터 호텔 2,Hotel Transylvania 2,,애니메이션,미국,젠디 타타코브스키,아담 샌들러|셀레나 고메즈|케빈 제임스|스티브 부세미,,유니버설픽쳐스인터내셔널 코리아(유)
20157191,위선자들,2015-11-26,위선자들,The Hypocrites,,드라마,한국,김진홍,권민중|김정균|장두이|최할리|신소미,(주)영화사메이플러스,THE 픽쳐스|주식회사 마운틴픽쳐스
20157197,라스트 위치 헌터,2015-12-30,라스트 위치 헌터,The Last Witch Hunter,,액션|어드벤처|판타지,미국,브렉 에이즈너,빈 디젤|일라이저 우드|로즈 레슬리|마이클 케인,,TCO(주)더콘텐츠온
20150752,스누피: 더 피너츠 무비,2015-12-24,스누피: 더 피너츠 무비,The Peanuts Movie,,애니메이션|어드벤처|코미디,미국,스티브 마티노,,,이십세기폭스코리아(주)
20153702,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,포켓몬 더 무비 XY 후파: 광륜의 초마신,Pokemon the Movie XY: Ring no Chomajin,,애니메이션|어드벤처|판타지,일본,유야마 쿠니히코,,,(주)이수C&E
20158981,하나와 앨리스: 살인사건,2015-05-27,하나와 앨리스: 살인사건,The Case of Hana & Alice,花とアリス殺人事件,애니메이션,일본,이와이 슌지,아오이 유우|스즈키 안,,(주)씨제이이엔엠
20157501,극적인 하룻밤,2015-12-03,극적인 하룻밤,LOVE GUIDE FOR DUMPEES,,멜로/로맨스|코미디,한국,하기호,윤계상|한예리|박효주|조복래|박병은,(주)연우무대|(주)인사이드픽쳐스,CGV아트하우스
20150562,팬,2015-10-08,팬,PAN,,판타지|어드벤처,미국,조 라이트,휴 잭맨|가렛 헤드룬드|루니 마라|리바이 밀러|아만다 사이프리드,,워너브러더스 코리아(주)
20157065,맥베스,2015-12-03,맥베스,Macbeth,,드라마,영국|프랑스|미국,저스틴 커젤,마이클 패스벤더|마리옹 꼬띠아르,,판씨네마(주)
20155690,프리덤,2015-11-19,프리덤,Freedom,,드라마|가족,미국,피터 쿠센스,쿠바 구딩 주니어|베르나르드 포처|윌리엄 새들러,,주식회사 마운틴픽쳐스
20156275,파더 앤 도터,2015-12-10,파더 앤 도터,Fathers and Daughters,,드라마,미국|이탈리아,가브리엘 무치노,아만다 사이프리드|러셀 크로우|아론 폴,,(주)박수엔터테인먼트
20157096,보루토 - 나루토 더 무비,2015-12-10,보루토 - 나루토 더 무비,BORUTO NARUTO THE MOVIE,,애니메이션,일본,야마시타 히로유키,산페이 유코|키쿠치 코코로|타케우치 준코|스기야마 노리아키|키지마 류이치,,와이드 릴리즈(주)
20133681,태양을 쏴라,2015-03-19,태양을 쏴라,Heartbreak Hotel,,멜로/로맨스,한국,김태식,강지환|윤진서|안석환|박정민|윤성준,필름라인,(유)조이앤시네마
20144683,하트 오브 더 씨,2015-12-03,하트 오브 더 씨,In the Heart of the Sea,,액션|어드벤처|드라마,미국,론 하워드,크리스 헴스워스|킬리언 머피|벤 위쇼|샬롯 라일리|브렌단 글리슨,,워너브러더스 코리아(주)
20153083,사우스포,2015-12-03,사우스포,Southpaw,,드라마|액션,미국,안톤 후쿠아,제이크 질렌할|레이첼 맥아담스|포레스트 휘테커|나오미 해리스,,씨네그루(주)다우기술
20150522,러덜리스,2015-07-09,러덜리스,Rudderless,,코미디|드라마,미국,윌리엄 H. 머시,빌리 크루덥|안톤 옐친|셀레나 고메즈|로렌스 피쉬번|펠리시티 허프먼,,그린나래미디어(주)
20158670,위아영,2015-05-14,위아영,While We're Young,,코미디|드라마,미국,노아 바움백,벤 스틸러|나오미 왓츠|아만다 사이프리드|아담 드라이버,,(주)브리즈픽처스|(주)영화사오원
20157175,괴물의 아이,2015-11-25,괴물의 아이,The Boy and The Beast,バケモノの子,애니메이션|판타지|어드벤처,일본,호소다 마모루,야쿠쇼 코지|미야자키 아오이|소메타니 쇼타|히로세 스즈,,CGV아트하우스|(주)리틀빅픽쳐스
20157986,검은손,2015-04-16,검은손,Black Hand,,공포(호러),한국,박재식,김성수|한고은|배그린|신정선|이철민,골든타이드픽처스(주),(주)스톰픽쳐스코리아
20145085,세인트 빈센트,2015-03-05,세인트 빈센트,St. Vincent,,코미디|드라마,미국,데오도르 멜피,빌 머레이|나오미 왓츠|멜리사 맥카시|테렌스 하워드|제이든 리버허,,(주)영화사 빅
20157883,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,Power Rangers The Movie Train Force VS Dino force THE MOVIE,烈車戦隊トッキュウジャ-VSキョウリュウジャ-THE MOVIE,액션|SF,일본,와타나베 카츠야,시손 쥰|세키네 츠토무,,(주)스마일이엔티|(주)영화사오원
20151482,종이 달,2015-07-23,종이 달,Pale Moon,紙の月,드라마,일본,요시다 다이하치,미야자와 리에|이케마츠 소스케|코바야시 사토미|오오시마 유코,,(주)영화사오원|(주)퍼스트런
20152871,스파이 브릿지,2015-11-05,스파이 브릿지,Bridge of Spies,,스릴러|드라마,미국,스티븐 스필버그,톰 행크스|마크 라이런스|오스틴 스토웰,,이십세기폭스코리아(주)
20151481,헝거게임: 더 파이널,2015-11-18,헝거게임: 더 파이널,The Hunger Games: Mockingjay - Part 2,,액션|어드벤처,미국,프란시스 로렌스,제니퍼 로렌스|조쉬 허처슨|리암 헴스워스|필립 세이모어 호프만|줄리안 무어,라이온스 게이트 필름즈,롯데쇼핑㈜롯데엔터테인먼트
20158682,꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,꾸루꾸루와 친구들: 무지개 나무의 비밀,,,애니메이션,한국,문제대,서유리,(주)팡고엔터토이먼트,(주)팝엔터테인먼트
20156570,크림슨 피크,2015-11-25,크림슨 피크,Crimson Peak,,판타지|스릴러,미국,길예르모 델 토로,톰 히들스턴|제시카 차스테인|미아 와시코브스카|찰리 허냄,,유니버설픽쳐스인터내셔널 코리아(유)
20155740,아이돌 마스터 무비 : 빛의 저편으로!,2015-11-19,아이돌 마스터 무비 : 빛의 저편으로!,THE IDOLM@STER MOVIE,,애니메이션,일본,니시고리 아츠시,,,(주)머스트씨무비릴리징컴퍼니
20157432,007 스펙터,2015-11-11,007 스펙터,Spectre,,액션|어드벤처|범죄|스릴러,영국|미국,샘 멘데스,다니엘 크레이그|레아 세이두|크리스토프 왈츠|모니카 벨루치,,유니버설픽쳐스인터내셔널 코리아(유)
20155646,위아 유어 프렌즈,2015-11-12,위아 유어 프렌즈,We Are Your Friends,,드라마|멜로/로맨스,미국|영국|프랑스,맥스 조셉,잭 에프런|에밀리 라타이코프스키,,씨네그루(주)다우기술
20155101,하늘을 걷는 남자,2015-10-28,하늘을 걷는 남자,The Walk,,드라마,미국,로버트 저메키스,조셉 고든 레빗|벤 킹슬리|샬롯 르 본,,유니버설픽쳐스인터내셔널 코리아(유)
20149961,미안해 사랑해 고마워,2015-10-28,미안해 사랑해 고마워,Summer Snow,,드라마,한국,전윤수,지진희|김성균|성유리|이계인|김영철,타임박스엔터테인먼트(주),(주)쇼박스
20154729,이스케이프,2015-11-05,이스케이프,No Escape,,액션|스릴러,미국,존 에릭 도들,오웬 윌슨|피어스 브로스넌|레이크 벨,,(주)넥스트엔터테인먼트월드(NEW)
20155277,더 셰프,2015-11-05,더 셰프,Burnt,,드라마,미국,존 웰스,브래들리 쿠퍼|시에나 밀러|오마 사이|다니엘 브륄|엠마 톰슨,,(주)이수C&E
20143502,어떤살인,2015-10-28,어떤살인,The Lost Choices,,스릴러,한국,안용훈,윤소이|신현빈|김용우|조영진|안세하,(주)전망좋은 영화사|TCO(주)더콘텐츠온,TCO(주)더콘텐츠온|(주)전망좋은 영화사
20155826,치외법권,2015-08-27,치외법권,Untouchable Lawmen,,액션,한국,신동엽,임창정|최다니엘|나현정|임은경|김지은,(주)유니프로|(주)스톰픽쳐스코리아,판씨네마(주)
20145042,스틸 앨리스,2015-04-29,스틸 앨리스,Still Alice,,드라마,미국,리처드 글랫저|워시 웨스트모어랜드,줄리안 무어|알렉 볼드윈|크리스틴 스튜어트|케이트 보스워스,,그린나래미디어(주)
20152745,맨 프롬 UNCLE,2015-10-28,맨 프롬 UNCLE,The Man From U.N.C.L.E.,,액션|어드벤처|코미디,미국,가이 리치,헨리 카빌|아미 해머|알리시아 비칸데르|엘리자베스 데비키|휴 그랜트,,워너브러더스 코리아(주)
20152870,에스엠타운 더 스테이지,2015-08-13,에스엠타운 더 스테이지,SMTOWN THE STAGE,,다큐멘터리,한국,배성상,,(주)에스엠 컬처앤콘텐츠,주식회사 디에스이이디
20155547,슬리핑 위드 아더 피플,2015-10-22,슬리핑 위드 아더 피플,Sleeping With Other People,,코미디|멜로/로맨스,미국,레슬리 헤드랜드,알리슨 브리|제이슨 서디키스|아만다 피트|아담 스콧,,오퍼스픽쳐스(유)
20141085,한 번 더 해피엔딩,2015-04-08,한 번 더 해피엔딩,The Rewrite,,멜로/로맨스|코미디,미국,마크 로렌스,휴 그랜트|마리사 토메이|앨리슨 제니|벨라 헤스콧,,(주)팝엔터테인먼트
20156553,비밀,2015-10-15,비밀,Circle of Atonement,,미스터리|드라마,한국,이동하|박은경,성동일|김유정|손호준|임형준|서예지,영화사 도로시(주)|(주)에스에이치기획,CGV아트하우스
20155562,아델라인 : 멈춰진 시간,2015-10-15,아델라인 : 멈춰진 시간,The Age of Adaline,,판타지|멜로/로맨스,미국,리 톨랜드 크리거,블레이크 라이블리|미치엘 휘즈먼|캐시 베이커,,(주)쇼박스
20155639,더 비지트,2015-10-15,더 비지트,The Visit,,스릴러|공포(호러),미국,M. 나이트 샤말란,디애너 듀나건|피터 맥로비|에드 옥슨볼드|올리비아 데종,,유니버설픽쳐스인터내셔널 코리아(유)
20144507,빅 아이즈,2015-01-28,빅 아이즈,Big Eyes,,드라마,미국,팀 버튼,에이미 아담스|크리스토프 왈츠,,판씨네마(주)
20156904,추억의 마니,2015-03-19,추억의 마니,When Marnie Was There,思い出のマーニー,애니메이션,일본,요네바야시 히로마사,,,(주)이수C&E
20154621,주온: 더 파이널,2015-10-01,주온: 더 파이널,Juon The Final,,공포(호러),일본,오치아이 마사유키,타이라 아이리|키리야마 렌|사사키 노조미,,유니버설픽쳐스인터내셔널 코리아(유)
20151521,셀프/리스,2015-09-10,셀프/리스,Self/less,,SF|액션|스릴러,미국,타셈 싱,라이언 레이놀즈|벤 킹슬리|매튜 구드,,(주)이수C&E
20153025,대니 콜린스,2015-09-30,대니 콜린스,Danny Collins,Imagine,드라마,미국,댄 포겔맨,알 파치노|아네트 베닝|제니퍼 가너|바비 카나베일|크리스토퍼 플러머,,(주)나이너스엔터테인먼트|(주)지어소프트
20152022,인턴,2015-09-24,인턴,The Intern,,코미디,미국,낸시 마이어스,앤 해서웨이|로버트 드 니로|르네 루소|냇 울프|아담 드바인,,워너브러더스 코리아(주)
20151421,에베레스트,2015-09-24,에베레스트,Everest,,어드벤처|드라마|스릴러,미국|영국,발타자르 코루마쿠르,제이슨 클락|조슈 브롤린|키이라 나이틀리|샘 워싱턴|제이크 질렌할,,유니버설픽쳐스인터내셔널 코리아(유)
20159655,사이코패스,2015-05-28,사이코패스,PSYCHO-PASS,サイコパス,애니메이션|판타지|스릴러|범죄|SF,일본,시오타니 나오요시,하나자와 카나|세키 토모카즈,,(주)박수엔터테인먼트
20157121,송 원,2015-04-01,송 원,Song One,,드라마|멜로/로맨스,미국,케이트 베커-플로이랜드,앤 해서웨이|자니 플린,,(주)박수엔터테인먼트
20141060,쓰리 썸머 나잇,2015-07-15,쓰리 썸머 나잇,Three Summer Night,,코미디,한국,김상진,김동욱|임원희|손호준|윤제문|류현경,더램프(주)|㈜감독의집,(주)리틀빅픽쳐스|(주)인벤트스톤
