movieNm_detail,gender,age,request_body,response
거룩한 밤: 데몬 헌터스,m,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":2.1804},{""period"":""2025-04-07"",""ratio"":2.43428},{""period"":""2025-04-14"",""ratio"":4.15173},{""period"":""2025-04-21"",""ratio"":14.29211},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":47.74492},{""period"":""2025-05-12"",""ratio"":18.87694},{""period"":""2025-05-19"",""ratio"":7.30286},{""period"":""2025-05-26"",""ratio"":3.76344}]}]}"
거룩한 밤: 데몬 헌터스,m,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.45486},{""period"":""2025-04-07"",""ratio"":3.42994},{""period"":""2025-04-14"",""ratio"":6.07922},{""period"":""2025-04-21"",""ratio"":17.72278},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":53.85765},{""period"":""2025-05-12"",""ratio"":23.98471},{""period"":""2025-05-19"",""ratio"":7.78174},{""period"":""2025-05-26"",""ratio"":4.2023}]}]}"
거룩한 밤: 데몬 헌터스,m,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.67759},{""period"":""2025-04-07"",""ratio"":3.68306},{""period"":""2025-04-14"",""ratio"":7.03278},{""period"":""2025-04-21"",""ratio"":19.46448},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":54.60109},{""period"":""2025-05-12"",""ratio"":23.43715},{""period"":""2025-05-19"",""ratio"":8.43169},{""period"":""2025-05-26"",""ratio"":4.43715}]}]}"
거룩한 밤: 데몬 헌터스,m,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.65263},{""period"":""2025-04-07"",""ratio"":3.88969},{""period"":""2025-04-14"",""ratio"":7.28592},{""period"":""2025-04-21"",""ratio"":22.0029},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":54.54281},{""period"":""2025-05-12"",""ratio"":23.73971},{""period"":""2025-05-19"",""ratio"":9.53555},{""period"":""2025-05-26"",""ratio"":5.99419}]}]}"
거룩한 밤: 데몬 헌터스,m,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":4.39493},{""period"":""2025-04-07"",""ratio"":4.14536},{""period"":""2025-04-14"",""ratio"":7.84635},{""period"":""2025-04-21"",""ratio"":24.19649},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":56.59849},{""period"":""2025-05-12"",""ratio"":27.54443},{""period"":""2025-05-19"",""ratio"":12.4726},{""period"":""2025-05-26"",""ratio"":8.4429}]}]}"
거룩한 밤: 데몬 헌터스,m,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.86497},{""period"":""2025-04-07"",""ratio"":3.32578},{""period"":""2025-04-14"",""ratio"":5.41912},{""period"":""2025-04-21"",""ratio"":21.1826},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":62.81377},{""period"":""2025-05-12"",""ratio"":30.92886},{""period"":""2025-05-19"",""ratio"":13.28953},{""period"":""2025-05-26"",""ratio"":7.58948}]}]}"
거룩한 밤: 데몬 헌터스,m,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.15532},{""period"":""2025-04-07"",""ratio"":2.81705},{""period"":""2025-04-14"",""ratio"":4.26994},{""period"":""2025-04-21"",""ratio"":18.53269},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":62.80707},{""period"":""2025-05-12"",""ratio"":29.13547},{""period"":""2025-05-19"",""ratio"":12.67675},{""period"":""2025-05-26"",""ratio"":6.34947}]}]}"
거룩한 밤: 데몬 헌터스,m,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":2.93776},{""period"":""2025-04-07"",""ratio"":2.25744},{""period"":""2025-04-14"",""ratio"":3.20061},{""period"":""2025-04-21"",""ratio"":16.41283},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":62.67491},{""period"":""2025-05-12"",""ratio"":28.94472},{""period"":""2025-05-19"",""ratio"":12.27676},{""period"":""2025-05-26"",""ratio"":5.55083}]}]}"
거룩한 밤: 데몬 헌터스,m,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":1.8147},{""period"":""2025-04-07"",""ratio"":1.66462},{""period"":""2025-04-14"",""ratio"":2.51057},{""period"":""2025-04-21"",""ratio"":14.87242},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":62.72342},{""period"":""2025-05-12"",""ratio"":28.83067},{""period"":""2025-05-19"",""ratio"":11.06562},{""period"":""2025-05-26"",""ratio"":4.78919}]}]}"
거룩한 밤: 데몬 헌터스,m,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'm', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":1.5811},{""period"":""2025-04-07"",""ratio"":1.6183},{""period"":""2025-04-14"",""ratio"":1.99032},{""period"":""2025-04-21"",""ratio"":17.52232},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":65.95982},{""period"":""2025-05-12"",""ratio"":31.17559},{""period"":""2025-05-19"",""ratio"":10.84449},{""period"":""2025-05-26"",""ratio"":4.29687}]}]}"
거룩한 밤: 데몬 헌터스,f,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":1.96761},{""period"":""2025-04-07"",""ratio"":2.83033},{""period"":""2025-04-14"",""ratio"":5.58498},{""period"":""2025-04-21"",""ratio"":14.5149},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":51.58165},{""period"":""2025-05-12"",""ratio"":16.25548},{""period"":""2025-05-19"",""ratio"":5.07037},{""period"":""2025-05-26"",""ratio"":3.31466}]}]}"
거룩한 밤: 데몬 헌터스,f,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.19006},{""period"":""2025-04-07"",""ratio"":3.66597},{""period"":""2025-04-14"",""ratio"":7.10886},{""period"":""2025-04-21"",""ratio"":20.56067},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":49.32331},{""period"":""2025-05-12"",""ratio"":18.67935},{""period"":""2025-05-19"",""ratio"":5.88935},{""period"":""2025-05-26"",""ratio"":3.32391}]}]}"
거룩한 밤: 데몬 헌터스,f,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.93221},{""period"":""2025-04-07"",""ratio"":4.20362},{""period"":""2025-04-14"",""ratio"":9.12882},{""period"":""2025-04-21"",""ratio"":23.14312},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":47.2395},{""period"":""2025-05-12"",""ratio"":17.3441},{""period"":""2025-05-19"",""ratio"":6.44776},{""period"":""2025-05-26"",""ratio"":3.77333}]}]}"
거룩한 밤: 데몬 헌터스,f,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":4.70078},{""period"":""2025-04-07"",""ratio"":4.81746},{""period"":""2025-04-14"",""ratio"":10.71011},{""period"":""2025-04-21"",""ratio"":26.59609},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":45.35755},{""period"":""2025-05-12"",""ratio"":18.20303},{""period"":""2025-05-19"",""ratio"":7.01783},{""period"":""2025-05-26"",""ratio"":5.48424}]}]}"
거룩한 밤: 데몬 헌터스,f,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":5.80171},{""period"":""2025-04-07"",""ratio"":5.82619},{""period"":""2025-04-14"",""ratio"":12.50917},{""period"":""2025-04-21"",""ratio"":28.58017},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":45.33659},{""period"":""2025-05-12"",""ratio"":19.96328},{""period"":""2025-05-19"",""ratio"":8.93512},{""period"":""2025-05-26"",""ratio"":7.05018}]}]}"
거룩한 밤: 데몬 헌터스,f,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":5.05857},{""period"":""2025-04-07"",""ratio"":4.88602},{""period"":""2025-04-14"",""ratio"":9.36336},{""period"":""2025-04-21"",""ratio"":25.41095},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":47.46162},{""period"":""2025-05-12"",""ratio"":19.32612},{""period"":""2025-05-19"",""ratio"":8.34619},{""period"":""2025-05-26"",""ratio"":6.40268}]}]}"
거룩한 밤: 데몬 헌터스,f,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":3.70036},{""period"":""2025-04-07"",""ratio"":4.02125},{""period"":""2025-04-14"",""ratio"":6.05695},{""period"":""2025-04-21"",""ratio"":20.18652},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":49.41837},{""period"":""2025-05-12"",""ratio"":18.20096},{""period"":""2025-05-19"",""ratio"":6.96951},{""period"":""2025-05-26"",""ratio"":4.17168}]}]}"
거룩한 밤: 데몬 헌터스,f,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":2.92083},{""period"":""2025-04-07"",""ratio"":3.02331},{""period"":""2025-04-14"",""ratio"":4.88086},{""period"":""2025-04-21"",""ratio"":17.84524},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":48.53958},{""period"":""2025-05-12"",""ratio"":18.62669},{""period"":""2025-05-19"",""ratio"":5.91852},{""period"":""2025-05-26"",""ratio"":3.71509}]}]}"
거룩한 밤: 데몬 헌터스,f,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":2.24901},{""period"":""2025-04-07"",""ratio"":2.22582},{""period"":""2025-04-14"",""ratio"":3.61697},{""period"":""2025-04-21"",""ratio"":16.13725},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":54.39369},{""period"":""2025-05-12"",""ratio"":20.07883},{""period"":""2025-05-19"",""ratio"":5.70368},{""period"":""2025-05-26"",""ratio"":2.80547}]}]}"
거룩한 밤: 데몬 헌터스,f,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '거룩한 밤: 데몬 헌터스', 'keywords': ['거룩한 밤: 데몬 헌터스', 'Holy Night: Demon Hunters']}], 'gender': 'f', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""거룩한 밤: 데몬 헌터스"",""keywords"":[""거룩한 밤: 데몬 헌터스"",""Holy Night: Demon Hunters""],""data"":[{""period"":""2025-03-31"",""ratio"":2.37955},{""period"":""2025-04-07"",""ratio"":2.35017},{""period"":""2025-04-14"",""ratio"":3.64277},{""period"":""2025-04-21"",""ratio"":18.86016},{""period"":""2025-04-28"",""ratio"":100},{""period"":""2025-05-05"",""ratio"":58.19623},{""period"":""2025-05-12"",""ratio"":24.61809},{""period"":""2025-05-19"",""ratio"":8.04935},{""period"":""2025-05-26"",""ratio"":4.43595}]}]}"
썬더볼츠＊,m,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,m,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,m,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,m,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[{""period"":""2025-05-12"",""ratio"":100}]}]}"
썬더볼츠＊,m,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[{""period"":""2025-05-12"",""ratio"":100}]}]}"
썬더볼츠＊,m,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,m,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,m,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,m,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[{""period"":""2025-05-12"",""ratio"":100}]}]}"
썬더볼츠＊,m,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'm', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
썬더볼츠＊,f,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[{""period"":""2025-05-12"",""ratio"":100}]}]}"
썬더볼츠＊,f,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '썬더볼츠＊', 'keywords': ['썬더볼츠＊', 'Thunderbolts*']}], 'gender': 'f', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""썬더볼츠＊"",""keywords"":[""썬더볼츠＊"",""Thunderbolts*""],""data"":[]}]}"
