kobis_movieCd,kobis_movieNm_box,kobis_audiAcc,kobis_openDt,kobis_prdtYear,kobis_genres,kobis_nations,kobis_directors,kobis_actors,kobis_productionCompanies,kobis_distributors,movie_title,movie_release_date,movie_imdb_id,movie_tmdb_id,movie_overview,movie_origin_country,movie_directors,movie_cast_top5,movie_genres,movie_production_companies,movie_production_countries,movie_overview_en
20179731,나미야 잡화점의 기적,173513,20180228,2017,판타지|드라마,일본,히로키 류이치,니시다 토시유키|야마다 료스케,,(주)이수C&E,나미야 잡화점의 기적,2017-09-23,tt6298600,477652,"3인조 도둑 아츠야(야마다 료스케), 고헤이(간이치로), 쇼타(무라카미 니지로)는 경찰의 눈을 피해 달아나다 교토의 낡은 잡화점에 숨어든다. 아츠야는 그곳에서 우편함을 살펴보다 우연히 32년 전에 쓰인 고민상담 편지를 발견하고 장난삼아 답장을 보낸다. 얼마 뒤 세 친구는 자신들이 보낸 답장이 현재에 영향을 준다는 사실을 알게 된다. 1980년과 이어진 마법의 우편함을 두고 당황하던 세 사람은 이윽고 가게 주인을 대신해 답장을 보내기 시작한다. 잡화점의 주인 나미야 할아버지(니시다 도시유키)가 죽은 이후 방치되었던 상담 창구는 그렇게 다시 문을 연다.",JP,廣木隆一,"야마다 료스케, 오노 마치코, 西田敏行, 村上虹郎, 寛一郎","판타지, 드라마, 미스터리, 가족","KADOKAWA, Shochiku, The Asahi Shimbun, J Storm, Happinet, KADOKAWA Daiei Studio",JP,"In 2012, Atsuya and his 2 childhood friends do something bad and run into an old general store. They decide to stay there until the morning. Late into the night, Atsuya sees a letter in the mailbox. The letter is addressed to the Namiya General Store and the letter was written by someone to consult about worries. Incredibly, the letter was written 32 years ago. The mailbox is somehow connected to the year 1980. Atsuya and his friends decide to write a reply and place their letter in the mailbox."
20188750,나쁜 녀석들: 더 무비,4570402,20190911,2019,범죄|액션,한국,손용호,마동석|김상중|김아중|장기용|박형수,(주)씨제이이엔엠|(주)영화사비단길,(주)씨제이이엔엠,나쁜 녀석들: 더 무비,2019-09-11,tt10726604,585831,"교도소 호송차량이 전복되고 최악의 범죄자들이 탈주하는 사상 초유의 사건이 발생한다. 이에 경찰은 수감 중인 범죄자가 흉악범을 잡는 극비 프로젝트인 ‘특수범죄수사과’를 다시 소집한다. 오구탁 반장은 과거 함께 활약했던 전설의 주먹 박웅철을 찾아가고, 감성 사기꾼 곽노순과 전직 형사 고유성을 영입해 새로운 팀을 구성한다. 새로운 멤버들이 합류해 더욱 강력하고 치밀하고 독해진 나쁜 녀석들. 이 사건을 파헤칠수록 배후에 거대한 범죄조직이 있다는 것을 직감한 그들은 더 나쁜 놈들을 소탕하기 위해 움직이기 시작하는데…",KR,Son Yong-ho,"마동석, 김상중, 김아중, 장기용, 박효준","액션, 범죄","Bidangil Pictures, CJ Entertainment",KR,"A respectable village head decides to keep his son away from the violent politics of rural life. However, fate intervenes, forcing the young man to not only return home, but also take up the sickle."
20142856,나의 절친 악당들,125467,20150625,2014,범죄|액션|드라마,한국,임상수,류승범|고준희|류현경|샘 오취리|김응수,휠므빠말주식회사|이십세기폭스 인터내셔널 프로덕션,이십세기폭스코리아(주),나의 절친 악당들,2015-06-25,tt4607976,340067,"의문의 사고현장, 사라진 돈가방  계획에 없던 그날, 모든 것이 달라졌다!  인턴 지누에게 첫 번째 임무가 내려진다. 그동안 감시해온 차량의 이동라인을 완벽하게 파악해 상세히 보고하는 것. 하지만, 뒤쫓던 차가 대형트럭과 충돌하면서 그의 임무 수행은 순식간에 실패로 돌아간다. 한편, 사고수습을 위해 달려온 렉카차 운전자 나미는 반파된 차량 뒷좌석에서 수상한 가방을 발견하고, 그녀를 뒤쫓아온 지누 역시 가방의 정체를 알게 되면서 함께 나눠 갖기로 한다.  하지만 이때부터 두 사람은 가방을 되찾으려는 일당의 표적이 되고, 위험천만한 상황 앞에 놓인 지누와 나미는 악랄한 추격에 맞서 더 지독한 악당이 되기로 결심하는데...  있는 자들을 향한 나쁜 놈들의 짜릿한 반격!  이제부터 우리는 진짜 악당이 된다!",KR,임상수,"류승범, 고준희, 샘 오취리, 양익준, 류현경","액션, 모험, 코미디, 스릴러","20th Century Fox Korea, M-Line Distribution, Fox International Productions Korea, Ivanhoe Pictures","KR, US","At a car accident site, Ji-Noo (Ryoo Seung-Bum), Na-Mi (Koh Joon-Hee), Jung-Sook (Ryoo Hyoun-Kyoung) and Yakuboo (Samuel Okyere) find a bag filled with money. They become involved in a dangerous case."
20205261,나의 촛불,36895,20220210,2019,다큐멘터리,한국,김의성|주진우,박영수|손석희|심상정|유시민|윤석열,주기자 유한회사,트윈플러스파트너스(주),나의 촛불,2022-02-10,tt18115266,674845,"2016년 전세계가 주목한 그 시작의 날  진보와 보수를 넘나드는 정치인들이 그날의 비화를 증언한다!  부정부패와 국정농단으로 국민들을 우롱했던 날들.  대한민국의 1,600만명이 한 목소리로 세상을 바꿨던 그때를 기억합니다.  전세계가 주목한 가장 위대했던 그때의 뒷 이야기들을  김의성, 주진우가 고영태, 김성태, 박영석, 손석희, 심상정, 유시민, 윤석열, 추미애,  그리고 촛불 시민들과 함께 모두 풀어냅니다.  촛불혁명 후 5년.  차가워진 당신의 심장을 다시 뛰게 할 영화, 아직 꺼지지 않은",KR,"김의성, 주진우","손석희, 유시민, 추미애, 심상정, 윤석열",다큐멘터리,"Little Big Pictures, Twin Plus Partners",KR,"“What kind of person do you think former President Park Geunhye is?” Sohn Seokhee, a journalist, gives a clear and sharp answer that he “shares the common ideas that people in our country have.” That common idea has led millions to bring candles to the streets, correcting a thread of history that has gone awry, and gather a sense of hope among people. Candlelight Revolution portrays the voices of citizens from various generations, political figures of diﬀerent parties, and the witnesses of an administration under improper inﬂuence. It is a documentary that identifies the genuine structure of politics and society by following how Park entered politics along with government records up until March 10."
20185784,나의 특별한 형제,1472139,20190501,2018,드라마|코미디,한국,육상효,신하균|이광수|이솜|박철민|권해효,(주)명필름|(주)조이래빗,(주)넥스트엔터테인먼트월드(NEW),나의 특별한 형제,2019-05-01,tt10237612,571787,"비상한 두뇌를 가졌지만 동생 '동구' 없이는 아무 데도 못 가는 형 세하, 뛰어난 수영실력을 갖췄지만 형 세하 없이는 아무것도 못 하는 동생 동구. 이들은 피 한 방울 섞이지 않았지만 20년 동안 한 몸처럼 살아온 '특별한 형제'다. 어느 날 형제의 보금자리 '책임의 집'을 운영하던 신부님이 돌아가시자 모든 지원금이 끊기게 되고, 각각 다른 장애를 가진 두 사람은 헤어질 위기에 처하고 만다. 세하는 '책임의 집'을 지키고 동구와 떨어지지 않기 위해 구청 수영장 알바생이자 취준생 미현을 수영코치로 영입하고, 동구를 수영대회에 출전시켜 사람들의 이목을 집중시키는 데 성공한다. 헤어지지 않을 수 있다는 희망을 본 것도 잠시, 예상치 못한 인물이 형제 앞에 등장하면서 형제는 새로운 위기를 겪게 되는데...",KR,육상효,"신하균, 이광수, 이솜, 박철민, 권해효","코미디, 드라마","Myung Films, Joy Rabbit, Next Entertainment World",KR,"Se-ha who is a physically handicapped and Dong-gu who is a mentally handicapped are not their own brothers. But while living 20 years together, the two became indispensable to each other. One day, the mother of Dong-gu suddenly visits him and acts as his guardian."
20190270,나의 히어로 아카데미아 더 무비: 두 명의 히어로,4492,20190516,2018,애니메이션,일본,나가사키 켄지,야마시타 다이키|오카모토 노부히코|미야케 켄타|시다 미라이,,(주)리틀빅픽쳐스,나의 히어로 아카데미아 더 무비: 두 명의 히어로,2018-08-03,tt7745068,505262,"모두가 ‘개성’이라는 초능력을 가진 세계, 여기에 ‘무개성’의 소년이 있었다! 하지만 소년은 ‘개성’ 대신 히어로가 될 조건을 가지고 있었는데… NO.1 히어로 ‘올마이트’의 뒤를 잇는 새로운 영웅 탄생! 개성이 없어도, 넌 세상을 빛낼 히어로가 될 수 있다! 5월 모두 다같이 입학~!",JP,長崎健司,"야마시타 다이키, 미야케 켄타, 志田未来, 나마세 카츠히사, 오카모토 노부히코","애니메이션, 액션, 모험, 판타지","BONES, Yomiuri Telecasting Corporation, Shueisha, Nippon Television Network Corporation, dentsu, Sony Music Entertainment, movic, TOHO",JP,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A."
20223828,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,45752,20220309,2021,애니메이션,일본,나가사키 켄지,애니메이션_성우진,,(주)스마일이엔티,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,2021-08-06,tt13544716,768744,"전 세계 개성 보유자 섬멸을 목표로 하는 수수께끼 조직 휴머라이즈. 그들이 각국에 설치한 '이디오 트리거 밤'으로부터 사람들을 구하기 위해 세계 선발 히어로 팀이 결성된다! 세계 각국의 프로 히어로와 유에이 고교 히어로과 학생들이 소집되어 각 지역에서 폭탄 회수 임무를 맡게 되는데... 엔데버 사무소에서 인턴 중인 미도리야, 바쿠고, 토도로키는 오세온에서 작전 수행 중, 어떠한 사건에 휘말리게 되고 미도리야는 이를 계기로 만난 운반책 소년 로디와 함께 경찰, 빌런의 공격을 받으며 전국에 지명수배된다. 한편, 휴머라이즈의 지도자 플렉트 턴이 범행을 예고하며 세계는 패닉에 빠지고, 히어로 팀은 절체절명의 상황에 위험을 무릅쓰고 폭탄 회수에 나서는데... 제한시간은 단 2시간! 전 세계와 히어로들의 미래가 '그들' 손에 달렸다!",JP,長崎健司,"야마시타 다이키, 오카모토 노부히코, 카지 유우키, 요시자와 료, 나카이 카즈야","애니메이션, 액션, 모험, SF","BONES, TOHO, Yomiuri Telecasting Corporation, Shueisha, Nippon Television Network Corporation, dentsu, Sony Music Entertainment, movic",JP,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It’s up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia."
20181879,나츠메 우인장: 세상과 연을 맺다,38226,20181031,2018,애니메이션,일본,오오모리 타카히로|이토 히데키,카미야 히로시|이노우에 카즈히코|코바야시 사나에,,(주)애니플러스,나츠메 우인장: 세상과 연을 맺다,2018-09-29,tt9081300,507411,"할머니에게 물려받은 [우인장] 덕분에 인간과 요괴들 사이에서 바쁜 나날을 보내고 있는 나츠메. 어느 날 옆 마을에 수상한 요괴가 숨어들었다는 소식을 들은 나츠메는 야옹 선생과 함께 마을을 살펴보고 돌아온다. 하지만 그 틈을 타 따라온 수상한 요괴는 나츠메의 집 마당에서 하룻밤 사이에 나무가 되어 열매를 맺고, 자신을 닮은 열매를 먹어버린 야옹 선생은 무려 세 마리로 늘어나버리는데…!?",JP,"大森貴弘, 伊藤秀樹","카미야 히로시, 이노우에 카즈히코, 堀江一眞, 키무라 료헤이, 菅沼久義","애니메이션, 판타지, 드라마","Shuka, Aniplex, NAS, Hakusensha, TV Tokyo, Lawson, Kinoshita Group",JP,"The movie of  Natsume's Book of Friends series. Natsume has been busy, navigating between humans and Yokai when he coincidentally reunites with an old classmate, Yuki. It brings back painful memories of a certain Yokai. Meanwhile, Natsume also became acquainted with Yorie Tsumura, a woman in the memories of a Yokai whose name he had returned. Yorie knew much about Reiko, but now lived a peaceful life with her only son, Mukuo. Being with this family was comforting for Natsume, but apparently a mysterious Yokai has been lurking in their town. On the way back from investigating, a ""Yokai seed"" that had latched itself to Nyanko Sensei drops into the Fujiwaras' garden and grows overnight into a fruit tree. When Nyanko Sensei eats a fruit that is somehow shaped like himself, he suddenly splits into three!"
20191845,난폭한 기록,12040,20190711,2015,범죄|액션,한국,하원준,정두홍|류덕환|서은아|정의갑|김사권,유한회사 영화사 반딧불|서울액션스쿨,(주)케이티알파,난폭한 기록,2019-07-11,tt10660436,607836,특종 냄새는 귀신같이 맡는 집념의 프리랜서 VJ '국현'(류덕환)은 자극적인 취재거리를 찾던 중 머리에 칼날이 박힌 채 살아가는 전직형사 ‘기만’(정두홍)의 이야기가 대박 아이템임을 직감한다. 폐인 같은 삶을 살고 있던 ‘기만’은 ‘국현’의 집요한 설득 끝에 동료형사를 죽이고 자신에게 칼날을 박아놓은 마약조직보스 ‘정태화’에 대한 복수를 기록한다는 조건하에 동행취재를 허락한다.,KR,Ha Won-jun,"정두홍, 류덕환, 서은아, Jeong Ui-gap, Lee Chae-dam","액션, 범죄","Blossom Pictures, kth, GlowFly Pictures",KR,"Looking for a new interesting story, VJ reporter Guk-hyun is fascinated with a story of a former detective Gi-man, living a life with a blade in his head for certain reason.  Guk-hyun convinces Gi-man to take him upon condition that he make a record of Gi-man's revenge on Tae-hwa, the head of drug cartel. While searching for Tae-hwa's whereabouts, they decide to head towards unknown Island where Tae-hwa is expected to be staying."
20190280,날씨의 아이,729798,20191030,2019,애니메이션|판타지|멜로/로맨스,일본,신카이 마코토,다이고 코타로|모리 나나|오구리 슌|심규혁|최한,,메가박스중앙(주) 플러스엠 엔터테인먼트|(주)미디어캐슬|워터홀컴퍼니(주),날씨의 아이,2019-06-19,tt9426210,568160,"고등학교 1학년 여름. 외딴 섬에서 가출해, 도쿄에 온 호타카. 그러나 생활은 곧 곤란해졌고, 고독한 나날의 끝에 겨우 찾아낸 일은, 수상한 오컬트 잡지의 작가 일이었다. 그의 앞날을 시사하는 듯, 연일 쏟아지는 비. 그런 가운데, 잡담으로 북적거리는 도시 한 편에서, 호타카는 한 소녀를 만난다. 어떤 사연을 안고, 남동생과 둘이서 밝고 씩씩하게 사는 소녀, 하루나. 그녀에게는, 이상한 능력이 있었다.  ""저기, 지금부터 맑아질 거야."" 조금씩 비가 그치고, 아름답게 빛나는 거리. 그것은 기도하는 것만으로, 하늘을 맑게 하는 힘이었다.",JP,신카이 마코토,"다이고 코타로, 모리 나나, 혼다 츠바사, 吉柳咲良, 平泉成","애니메이션, 드라마, 판타지, 로맨스","CoMix Wave Films, Story, TOHO, KADOKAWA, jeki, Lawson Entertainment, ""Weathering With You"" Film Partners",JP,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky."
20145502,남과 여,179476,20160225,2015,멜로/로맨스,한국,이윤기,전도연|공유|이미소|정선경|윤세아,(주)영화사봄,(주)쇼박스,남과 여,2016-02-25,tt5700648,384127,"핀란드의 하얀 설원 헬싱키. 아이들의 국제학교에서 만난 상민과 기홍은, 먼 북쪽의 캠프장을 향해 우연히 동행하게 된다. 폭설로 도로가 끊기고, 아무도 없는 하얀 숲 속의 오두막에서 둘은 깊이 안게 되고, 서로의 이름도 모른 채 헤어지게 된다. 8개월 후, 서울. 핀란드에서의 시간을 설원이 보여 준 꿈이라 여기고 일상으로 돌아온 상민 앞에 거짓말처럼 기홍이 다시 나타나고 둘은 걷잡을 수 없는 끌림 속으로 빠져든다.",KR,이윤기,"전도연, 공유, 박병은, 이미소, 박민지","드라마, 로맨스","Bom Film Productions, Showbox",KR,"Two strangers have dropped their kids off at a pickup area for a children's camp in Helsinki, Finland. A spark of mutual interest is ignited between the man and woman."
20196773,남매의 여름밤,14273,20200820,2019,드라마,한국,윤단비,박현영|양흥주|최정운|박승준|강석원,오누필름,그린나래미디어(주),남매의 여름밤,2020-08-20,tt12840926,636360,"아빠와 함께 남매 옥주와 동주는 별로 왕래가 없던 할아버지 집에서 지내게 된다. 그렇게 오래된 2층 양옥집에서의 여름방학이 시작되고 한동안 못 만났던 고모까지 합세하면서, 할아버지 혼자 쓸쓸히 지내던 집은 갑자기 3대가 함께 사는 사람 냄새 풀풀 풍기는 집으로 변모한다. 옥주는 여기서 유년의 가장 중요한 한 시절을 보내게 된다. 잊지 못할 사랑과 상처와 갖가지 작별의 순간들이 옥주의 삶 안에 각인된다.",KR,윤단비,"Choi Jung-woon, Park Seung-jun, 양흥주, 박현영, Kim Sang-dong",드라마,"Onu Film, DGC, Tiger Cinema",KR,"During a summer vacation, Ok-ju and Dong-ju move into their grandpa's house. While Dong-ju adapts to his new home, Ok-ju feels awkward about this new environment. Once their soon-to-be-divorced aunt also moves in, and as Ok-ju spends time with her family, the house and her grandpa start to grow on her."
20180939,남산의 부장들,4748387,20200122,2019,드라마,한국,우민호,이병헌|이성민|곽도원|이희준|김소진,(주)하이브미디어코프,(주)쇼박스,남산의 부장들,2020-01-22,tt11358398,566397,"1979년 10월 26일, 중앙정보부장 김규평이 대한민국 대통령을 암살한다. 이 사건의 40일전, 미국에서는 전 중앙정보부장 박용각이 청문회를 통해 전 세계에 정권의 실체를 고발하며 파란을 일으킨다. 혁명 동지의 배신으로 발칵 뒤집힌 청와대가 박용각의 처리를 명하자 김규평은 원만한 수습을 위해 직접 박용각을 만나 회유한다. 상황은 일단락되는 듯 보였지만 김규평은 맹목적인 충성으로 폭주하는 경호실장 곽상천과 2인자 경쟁을 벌이는 한편 실체를 가늠하기 힘든 대통령의 비밀조직에 압박을 느끼며 점차 불안에 휩싸인다.",KR,우민호,"이병헌, 이성민, 곽도원, 이희준, 김소진","드라마, 스릴러","Hive Media Corp, Gemstone Pictures, Showbox",KR,"When the investigation of 'Koreagate' takes place, Park Yong-gak, a former KCIA director who knows everything about the government's operations, heads to the United States in exile."
20231677,남은 인생 10년,117163,20230524,2022,멜로/로맨스,일본,후지이 미치히토,고마츠 나나|사카구치 켄타로|쿠로키 하루|마츠시게 유타카|릴리 프랭키,,(주)바이포엠스튜디오|(주)디스테이션,남은 인생 10년,2022-03-04,tt16444750,876797,"스무 살이 되던 해, 수 만명 중 1명이 걸리는 난치병으로 10년의 삶을 선고받은 ‘마츠리’는 삶의 의지를 잃은 ‘카즈토’를 만나 사랑에 빠진다. 처음 만난 봄, 즐거운 여름, 아름답던 가을, 깊어진 겨울까지 하루하루 애틋하게 사랑한 두 사람 하지만 쌓이는 추억만큼 줄어드는 시간 앞에 결국 ‘마츠리’는 ‘카즈토’를 떠나기로 결심하는데…",JP,藤井道人,"고마츠 나나, 사카구치 켄타로, 야마다 유키, 井口理, 쿠로키 하루","드라마, 로맨스","Warner Bros. Japan, Robot Communications, L'espace Vision, Tristone Entertainment, Stardust Pictures, Kansai Television, voque ting, dentsu",JP,Twenty-year-old Matsuri Takabayashi learns that she only has ten years to live due to an incurable disease. She decides to not dwell on her life and not to fall in love – until she meets a man named Kazuto Manabe at a school reunion.
20165450,남한산성,3838167,20171003,2017,사극|드라마,한국,황동혁,이병헌|김윤석|박해일|고수|박희순,(주)싸이런픽쳐스,(주)씨제이이엔엠,남한산성,2017-10-03,tt7160176,437081,"1636년 인조 14년 병자호란. 청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다. 추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황, 대신들의 의견 또한 첨예하게 맞선다. 순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 최명길과 청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 김상헌. 그 사이에서 인조의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...",KR,황동혁,"이병헌, 김윤석, 박해일, 고수, 박희순","전쟁, 드라마, 역사, 액션",Siren Pictures,KR,"Ancient Korea, 17th century. The powerful Khan of the Jurchen tribe of Manchuria, who fights the Ming dinasty to gain China, becomes the first ruler of the Qing dinasty and demands from King In-jo of Joseon to bow before him; but he refuses, being loyal to the Mings. On December 14th, 1636, the Qing horde invades Joseon, so King In-jo and his court shelter in the mountain fortress of Namhan and prepare to defend the kingdom."
20217121,낫아웃,7447,20210603,2021,드라마,한국,이정곤,정재광|정승길|김희창|이규성|송이재,이안필름|(주)키즈리턴,(주)케이티알파|판씨네마(주),낫아웃,2021-06-03,tt14627004,805046,"고교야구 유망주인 열아홉 소년 광호. 프로야구 선수 드래프트에서 선발되지 못해 상처받은 광호는 대학에 진학해 야구를 계속하기를 원하지만, 그가 대학에 가려고 하자 고교 감독은 뇌물을 은근히 요구하고 동료들은 등을 돌린다.",KR,Lee Jung-gon,"정재광, 정승길, 김희창, Lee Kyu-sung, 송이재",드라마,"kth, Pancinema",KR,"Gwang-ho, a prospect on his high school baseball team, is not drafted by a professional baseball team. His desire to continue playing baseball strains his relationship with his team members. Gwang-ho eventually begins selling fake gasoline with his friend Min-cheol."
20148553,내 심장을 쏴라,382608,20150128,2014,드라마,한국,문제용,이민기|여진구|유오성|김정태|김기천,(주)주피터필름,(주)리틀빅픽쳐스|(주)이수C&E,내 심장을 쏴라,2015-01-28,tt4596408,326854,"경험이 말한다! “이 녀석은 피하라고!” 어린 시절의 트라우마 때문에 6년째 병원을 제집처럼 드나든, 누구보다 성실한 모범환자 ‘수명’. 하지만 움직이는 시한폭탄 ‘승민’과 엮이면서 그의 평화로운 병원라이프가 흔들리기 시작한다. 본능이 말한다! “이 녀석, 재미있겠다고!” 이유도 없이 강제로 병원에 갇히게 된 ‘승민’. 어떻게든 이 곳을 나가야만 하는 그는 같은 방 동기이자 동갑내기인 ‘수명’을 꼬드겨 탈출을 감행한다. 세상을 상대하러 나선 놈들! 모든 것을 내던진 청춘들의 위험한 탈출이 시작된다!",KR,Je-yong Mun,"이민기, 여진구, 유오성, 김정태, 신구",드라마,"Jupiter Film, Little Big Pictures, kth, ISU C&E, 9ers Entertainment, Sidus",KR,"A young man develops schizophrenia after his mother's suicide. After he meets a kindred spirit at the psychiatric hospital, he forges a plan with the man to escape."
20190582,내가 죽던 날,234322,20201112,2020,드라마,한국,박지완,김혜수|이정은|노정의|김선영|이상엽,오스카10스튜디오|스토리퐁,워너브러더스 코리아(주),내가 죽던 날,2020-11-12,tt13423318,609598,"태풍이 몰아치던 밤, 외딴섬 절벽 끝에서 유서 한 장만을 남긴 채 소녀가 사라진다. 오랜 공백 이후 복직을 앞둔 형사 현수는 범죄 사건의 주요 증인이었던 소녀의 실종을 자살로 종결 짓기 위해 그곳으로 향한다. 소녀의 보호를 담당하던 전직 형사, 연락이 두절된 가족, ​그리고 소녀를 마지막으로 목격한 마을 주민 순천댁을 만나 그녀의 행적을 추적해 나가던 현수는 소녀가 홀로 감내했을 고통에 가슴 아파한다. 수사가 진행될수록 자신의 모습과 닮아있는 소녀에게 점점 더 몰두하게 된 현수는 사건 이면에 감춰진 진실 앞에 한걸음 다가서게 되는데…",KR,Park Ji-wan,"김혜수, 이정은, 노정의, 김선영, 이상엽","드라마, 범죄, 미스터리","Warner Bros. Korea, Oscar 10 Studio, Story Pong",KR,The detective Hyun-soo tries to track down a girl who disappeared off of a cliff during a stormy night.
20177342,내게 남은 사랑을,8395,20171102,2017,드라마,한국,진광교,성지루|전미선|권소현|양홍석|이예원,(주)와호엔터테인먼트|(재)CBS,(주)무빙픽쳐스컴퍼니,내게 남은 사랑을,2017-11-02,tt7542332,487252,"가족을 돌볼 틈 없이 매일 회사 일에 치이는 대한민국 대표 가장, ‘김봉용’  자신을 부하처럼 부리는 상사 때문에  허구한 날 술을 마시는 것은 물론, 기사 노릇까지 하고 있다.  그의 속 사정을 알리 없는 아내 ‘화연’은 야속한 남편을 탓하기만 하고  질풍노도의 쌍둥이 ‘우주’와 ‘달님’은 그런 아빠와 매일 부딪치기만 한다.  그나마 늦둥이 ‘별님’의 사랑스러운 애교에 하루하루를 버티는데…  서로를 보지 못했던 가족이  비로소 서로를 보기 시작하며 전하는  내게 남은 사랑을…",KR,Jin Kwang-kyo,"성지루, 전미선, 권소현, Yang Hong-seok, Lee Ye-won","가족, 드라마",WAHO ENTERTAINMENT,KR,"Bong-yong Kim is one of a modest Korean dad who struggles to survive from the work place without any time to get along with his family. He has to work over than he had to, since the boss treat him like his servant – drink late every night, drive the boss to his home. His wife, Hwayeon, blames him for his indifference to family, and twins in puberty, Woo-joo and Dal-nim, also in trouble with their father. The late child ‘Byeol-nim’ is his only one who acts charm and shows cuteness to him.. MY LAST LOVE, when every family member starts to share with caring each other at last…"
20214763,내겐 너무 소중한 너,20613,20210512,2021,드라마,한국,권성모|이창원,진구|정서연|강신일|장혜진|박예니,(주)파인스토리|(주)모인그룹,(주)파인스토리,내겐 너무 소중한 너,2021-05-12,tt14739128,817485,"돈만 빼고 세상 무서울 게 없다고 호언장담하던 재식은 갑자기 세상을 떠난 지영의 전재산을 먹튀하기 위해 지영의 딸 은혜의 가짜 아빠를 자처하게 된다. 알고 보니 은혜는 시각과 청각 장애를 모두 가진 아이. 보지도, 듣지도 못하는 은혜를 귀찮아 하던 재식은 손끝으로 세상을 느끼는 은혜만의 특별한 방식에 조금씩 익숙해지기 시작하는데…",KR,"Lee Chang-won, Kwon Sung-mo","진구, Jung Seo-yeon, 강신일, 장혜진, 박예니",드라마,"More In Group, Fine Story",KR,"A life-changing story of a man who has lived as a loner his entire life. Jae Shik begins to live together with a child with a hearing-visual disability, as they change each other's lives and try to find a way to communicate."
20149314,내부자들,5252720,20151119,2015,범죄|드라마,한국,우민호,이병헌|조승우|백윤식|이경영|김홍파,(유)내부자들 문화전문회사,(주)쇼박스,내부자들,2015-11-19,tt3779028,293413,"유력한 대통령 후보와 재벌 회장, 그들을 돕는 정치깡패 안상구. 뒷거래의 판을 짠 이는 대한민국 여론을 움직이는 유명 논설주간 이강희다. 더 큰 성공을 원한 안상구는 이들의 비자금 파일로 거래를 준비하다 발각되고, 이 일로 폐인이 되어 버려진다. 늘 승진을 눈 앞에 두고 주저 앉는 검사 우장훈는 마침내 대선을 앞둔 대대적인 비자금 조사의 저격수가 되는 기회를 잡는다. 그러나 비자금 파일을 가로챈 안상구 때문에 수사는 종결되고, 우장훈은 책임을 떠안고 좌천되고 마는데...",KR,우민호,"이병헌, 조승우, 백윤식, 이경영, 김홍파","범죄, 드라마","Hive Media Corp, Showbox",KR,A disgruntled henchman teams up with an ambitious prosecutor to bring down a leading presidential candidate and the news editor behind him who is truly pulling the strings.
20176251,내안의 그놈,1912796,20190109,2018,판타지|코미디,한국,강효진,박성웅|진영|라미란|이수민|이준혁,(주)에코필름|(주)전망좋은 영화사,(주)메리크리스마스|TCO(주)더콘텐츠온,내안의 그놈,2019-01-09,tt9759978,560527,"옥상에서 떨어진 고등학생 동현이 길을 가던 엘리트 아재 판수를 덮치면서 제대로 바뀐다!? 게다가 판수는 동현의 몸으로 첫사랑 미선과 존재도 몰랐던 딸 현정을 만나게 되는데… 대유잼의 향연, 넌 이미 웃고 있다!",KR,강효진,"정진영, 박성웅, 라미란, 이수민, 김광규","판타지, 코미디, 액션","The Contents On, EchoFilm, Merry Christmas, The Pictures with a View, Finecut",KR,"Dong-hyun is a high school student. One day, he falls from the rooftop and bumps into Pan-soo who is a passerby. Pan-soo is a member of a criminal organization. When the two men wake up in the hospital, they discover that they have switched bodies."
