kobis_movieCd,kobis_movieNm_box,kobis_audiAcc,kobis_openDt,kobis_prdtYear,kobis_genres,kobis_nations,kobis_directors,kobis_actors,kobis_productionCompanies,kobis_distributors,movie_title,movie_release_date,movie_imdb_id,movie_tmdb_id,movie_overview,movie_origin_country,movie_directors,movie_cast_top5,movie_genres,movie_production_companies,movie_production_countries,movie_overview_en
20193069,#살아있다,1903703,20200624,2019,드라마,한국,조일형,유아인|박신혜|전배수|김학선|김현우,영화사 집|(주)퍼스펙티브픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,#살아있다,2020-06-24,tt10620868,614696,"원인불명 증세의 사람들의 공격에 통제불능에 빠진 도시. 영문도 모른 채 잠에서 깬 준우는 아무도 없는 집에 혼자 고립된 것을 알게 된다. 데이터, 와이파이, 문자, 전화 모든 것이 끊긴 채 고립된 상황. 연락이 두절된 가족에 이어 최소한의 식량마저 바닥이 나자 더 이상 버티기 힘들어진 준우. 하지만 그 순간 건너편 아파트에서 누군가 시그널을 보내온다. 또 다른 생존자 유빈이 아직 살아있음을 알게 된 준우는 함께 살아남기 위한 방법을 찾아 나서는데...",KR,Cho Il,"유아인, 박신혜, 이현욱, Jin So-yeon, 김학선","액션, 공포","Lotte Entertainment, Zip Cinema, Perspective Pictures",KR,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out."
20197277,#아이엠히어,14393,20210114,2019,멜로/로맨스|코미디,프랑스,에릭 라티고,알랭 샤바|배두나|이명자|선종남|김자금,,(주)넥스트엔터테인먼트월드(NEW),아이 엠 히어,2015-06-12,tt3004746,289191,"아이를 기다린 지 10년, 8번의 유산, 2분 간의 심정지 끝에 또 한번 아이를 잃은 ‘마리아’. 재산, 남편, 직업 모든 것이 완벽하지만 아이가 없는 삶은 미완성이라고 생각하는 그녀. 독일과 체코 국경 부근에 어린아이들이 위험에 처해있다는 이야기를 듣고 무작정 차의 시동을 걸었다. 아이에 대한 간절함으로 자신의 마지막 꿈을 이루기 위해 절망적인 선택을 하게 된 ‘마리아’는 예상치 못한 파국으로 치닫게 된다.",US,Anders Morgenthaler,"킴 베이싱어, Jordan Prentice, Sebastian Schipper, 피터 스토메어, Robert Hunger-Bühler","드라마, 스릴러","Zentropa Entertainments, One Two Films, Zentropa International Berlin","DK, DE",Successful businesswoman Maria has achieved everything except what she wants the most - a baby of her own. She decides to deal with the matter by herself and embarks on a desperate and dangerous journey in order to make her dream come true.
20188144,0.0MHz,133522,20190529,2018,공포(호러),한국,유선동,정은지|이성열|최윤영|신주환|정원창,(주)제이엠컬쳐스,(주)스마일이엔티,0.0MHz,2019-05-29,tt10341248,584586,세상에 일어나는 초자연 미스터리를 분석하는 동아리 0.0MHz 멤버들이 귀신을 부르는 주파수를 증명하기 위해 우하리의 한 흉가를 찾은 후 기이한 현상이 멈추지 않는데…,KR,You Sun-dong,"최윤영, Shin Ju-hwan, 정은지, Jung Won-chang, 이성열",공포,"Smile Ent., Monster Factory, Spotlight Pictures",KR,The members of a supernatural exploration club called 0.0MHz explores a haunted house to prove the existence of frequencies that attract ghosts.
20197483,1919 유관순,53153,20190314,2019,다큐멘터리,한국,신상민,이새봄|양윤희|김나니|박자희|장세아,유관순문화산업전문유한회사,주식회사 마운틴픽쳐스|(주)케이티알파,1919 유관순,2019-03-14,tt10453014,585295,"100년 전, 소녀들이 대한독립을 위해 세상에 맞서기 시작했다. 우리가 기억해야 할 그 시절 모든 소녀들의 이름, 그녀들이 남긴 그날의 가장 생생한 기록!",KR,Shin Sang-min,"Lee Sae-bom, 김나니, 하희라, Kwon Ji-woo",다큐멘터리,"kth, Mountain Pictures",KR,A film that explores the lives of female independence activists who fought against the Japanese Occupation in the North and South of Korea.
20197122,1947 보스톤,934494,20230927,2020,드라마,한국,강제규,하정우|임시완|배성우|김상호|오희준,(주)비에이엔터테인먼트|(주)빅픽쳐,롯데컬처웍스(주)롯데엔터테인먼트|(주)콘텐츠지오|주식회사 에이투지엔터테인먼트,1947 보스톤,2023-09-27,tt11692284,581394,"1936년 베를린 올림픽, 세계 신기록을 세운 마라톤 금메달리스트 손기정. 기미가요가 울려 퍼지는 시상대에서 화분으로 가슴에 단 일장기를 가렸던 그는 하루아침에 민족의 영웅으로 떠올랐지만 일제의 탄압으로 더 이상 마라톤을 할수 없게 된다. 광복 이후 1947년 서울, 제2의 손기정으로 촉망받는 서윤복에게 손기정이 나타나고 밑도 끝도 없이 보스톤 마라톤 대회에 나가자는 제안을 건넨다. 일본에 귀속된 베를린 올림픽의 영광을 되찾기 위해 처음으로 태극마크를 가슴에 새기고 달려 보자는 것! 운동화 한 켤레 살 돈도 없던 대한의 마라토너들은 미국 보스톤으로 잊을 수 없는 여정을 시작하는데…",KR,강제규,"하정우, 임시완, 배성우, 김상호, 박은빈",드라마,"BA Entertainment, Big Picture",KR,"A rousing tale of the Korean athletes who ran the 1947 Boston International Marathon, the first international marathon held since World War II."
20219375,1980,36829,20240327,2024,드라마,한국,강승용,강신일|김규리|백성현|한수연|박준혁,히스토리 디앤피|(주)디에이치미디어|굿픽처스,(주)제이앤씨미디어그룹|와이드 릴리즈(주),1980,2024-03-27,tt31171712,814193,"평생 중국 음식점에서 수타면을 뽑던 철수 할아버지는 1980년 5월 17일 드디어 자기 음식점을 오픈한다. 철수와 엄마, 아빠, 이모 그리고 새신랑이 될 삼촌과 예비 신부까지 철수네 대가족은 이제 행복한 꿈만 꾸면 된다고 생각하는데…",KR,Kang Seung-yong,"강신일, 김규리, 백성현, 한수연, 송민재",드라마,"Good Pictures, History D&P, DH Media, JNC Media Group",KR,"There is HWAPYONG Restaurant with full of hopes of the family of three generations. Grandfather, the first-generation owner, and the first son, the second-generation owner, who lives as a fugitive after being branded as a communist and his wife and Cheol-soo’s mom who has to work hard by juggling work and family without complaint. The second son, Cheol-soo’s uncle, who sometimes acts like a child with an excuse of being the second son but loves Cheol-soo more than anyone and seriously cares about the restaurant. To the third generation, young Cheol-soo, family is the most precious. By the time when ‘Seoul Spring’ longing for democratization came to nothing due to ‘Retreat from Seoul Station’ in 1980, there were a series of peaceful protests in Gwangju, Jeolla Province. In warm May, a large dark cloud is looming over HWAPYONG Restaurant, the home and everything of this ordinary family of Cheol-soo, in the middle of Gwangju."
20201876,1984 최동원,5322,20211111,2020,다큐멘터리,한국,조은성,최동원|조진웅,(주)영화사진|엠앤씨에프,(주)트리플픽쳐스,1984 최동원,2021-11-11,,762583,"모든 것을 바꿔 놓은 코로나 시대. 평범한 일상은 물론 열기로 가득했어야 할 그라운드의 시계도 38년 만에 멈췄다. 다시 만날 날을 기다리는 시대. 긴 기다림을 견딜 수 있는 힘은 추억이다. 1984년 가을의 추억처럼 말이다. 그는 “마, 함 해 보입시더!”라고 말한 후, 뚜벅뚜벅 마운드로 걸어갔다. 그리고 그라운드 역사상 최고의 드라마를 만들어 냈다.",KR,Cho Eun-seong,"Choi Dong-won, 조진웅",다큐멘터리,,KR,
20170590,1987,7201087,20171227,2017,드라마,한국,장준환,김윤석|하정우|유해진|김태리|이희준,(주)우정필름,(주)씨제이이엔엠,1987,2017-12-27,tt6493286,437103,"1987년 1월, 경찰 조사를 받던 스물두 살 대학생이 사망한다. 박처장의 주도 하에 경찰은 시신 화장을 요청하지만, 사망 당일 당직이었던 최검사는 이를 거부하고 부검을 밀어붙인다. 단순 쇼크사인 것처럼 거짓 발표를 이어가는 경찰. 그러나 현장에 남은 흔적들과 부검 소견은 고문에 의한 사망을 가리키고, 사건을 취재하던 윤기자는 물고문 도중 질식사를 보도한다. 한편, 교도소에 수감된 조반장을 통해 사건의 진상을 알게 된 교도관 한병용은 이 사실을 수배 중인 재야인사에게 전달하기 위해 조카인 연희에게 위험한 부탁을 하게 되는데...",KR,장준환,"김윤석, 하정우, 유해진, 김태리, 박희순","드라마, 역사, 스릴러","CJ Entertainment, Woojeong Film",KR,"In 1987 Korea, under an oppressive military regime, a college student gets killed during a police interrogation involving torture. Government of officials are quick to cover up the death and order the body to be cremated. A prosecutor who is supposed to sign the cremation release, raises questions about a 21-year-old kid dying of a heart attack, and he begins looking into the case for truth. Despite a systematic attempt to silence everyone involved in the case, the truth gets out, causing an eruption of public outrage."
20156749,19곰 테드 2,167144,20150625,2015,코미디,미국,세스 맥팔레인,마크 월버그|세스 맥팔레인|아만다 사이프리드|모건 프리먼|리암 니슨,,유니버설픽쳐스인터내셔널 코리아(유),19곰 테드 2,2015-06-25,tt2637276,214756,왕따에게도 왕따 당하던 8살 존(마크 월버그)의 크리스마스 소원으로 살아 움직이게 된 테드(세스 맥팔레인)! 무적의 썬더 버디로 30년 동안 철없고 끈끈한 우정을 이어가던 둘은 테드가 인간이 아니라 물건(?)이라는 법원의 판결로 멘붕에 빠진다. 빡친 테드는 존과 함께 자신의 인권(?)을 입증하기 위해 승률 99.8% 변호사 사만다(아만다 사이프리드)를 찾아가는데……,US,세스 맥팔레인,"마크 월버그, 세스 맥팔레인, 아만다 사이프리드, Jessica Barth, 조반니 리비시","코미디, 판타지","Smart Entertainment, Universal Pictures, Fuzzy Door Productions, Bluegrass Films, MRC",US,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
20168161,1급기밀,200090,20180124,2016,드라마,한국,홍기선,김상경|김옥빈|최무성|최귀화|김병철,(주)미인픽쳐스|(주)미디어모굴,(주)리틀빅픽쳐스,1급기밀,2017-07-20,tt6955808,464927,"국방부 군수본부 항공부품구매과 과장으로 부임한 박대익 중령(김상경)에게 어느 날, 공군 전투기 파일럿 강영우 대위가 찾아와 전투기 부품 공급 업체 선정에 대한 의혹을 제기한다. 이에 대익이 부품구매 서류를 확인하던 중 유독 미국의 에어스타 부품만이 공급되고 있음을 발견한다. 한편 강영우 대위가 전투기 추락 사고를 당하고, 이를 조종사 과실로 만들어 사건을 은폐하는 과정을 지켜본 대익은 큰 충격을 받는다. 그리고 은밀한 뒷조사 끝에 차세대 전투기 도입에 관한 에어스타와 연계된 미 펜타곤과 국방부 간에 진행되고 있는 모종의 계약을 알게 된다. 딸에게만큼은 세상에서 가장 바보 같지만 세상에서 제일 용감한 군인으로 남고 싶은 대익은 [PD25시]의 기자 김정숙(김옥빈)과 손잡고 국익이라는 미명으로 군복 뒤에 숨은 도둑들의 만행을 폭로하기로 결심하는 데…  그들이 시작한 전쟁, 절대로 항복하지 않을 것이다!",KR,Hong Ki-seon,"김상경, 김옥빈, 최무성, 최귀화, 서현우",스릴러,Little Big Pictures,KR,"Captain Gang has died in a test flight accident. Dae-ik discovers a huge corruption scandal while trying to determine the cause of death. He reports it to journalist Jung-sook, but things changed in unexpected ways."
20212352,1승,313518,20241204,2021,드라마,한국,신연식,송강호|박정민|장윤주|아청,(주) 루스이소니도스,(주)콘텐츠지오|(주)키다리스튜디오|㈜아티스트컴퍼니,1승,2024-12-04,tt14895212,714650,"파직, 파면, 파산, 퇴출, 이혼까지 인생에서도 패배 그랜드슬램을 달성 중인 배구선수 출신 감독 우진은 해체 직전의 프로 여자배구단 핑크스톰의 감독을 맡아 달라는 제안을 받는다.에이스 선수의 이적으로 이른바 떨거지 선수들만 남은 팀 핑크스톰은 새로운 구단주 정원의 등장으로 간신히 살아나지만 실력도, 팀워크도 이미 해체 직전 상태. 그 와중에 막장, 신파는 옵션, 루저들의 성장 서사에 꽂힌 정원은 핑크스톰이 딱 한번이라도 1승을 하면 상금 20억을 풀겠다는 파격 공약을 내세운다.모두가 주목하는 구단이 됐지만 압도적인 연패 행진을 이어가는 핑크스톰. 패배가 익숙했던 우진도 점점 울화통이 치밀고, 경험도 가능성도 없는 선수들과 함께 단 한번만이라도 이겨보고 싶은 마음이 생기는데…",KR,신연식,"송강호, 박정민, 장윤주, 박명훈, 이민지","드라마, 코미디",Luz y Sonidos,KR,"A former volleyball star, Woo-jin has been struggling to keep his children's volleyball school that's about to go out of business. Left without much choice, he agrees to coach a women's volleyball team that is the worst in the league, with only second rate players and an eccentric club owner. According to Woo-jin's contract, all he needs to do is win just one game."
20228819,30일,1621817,20231003,2022,코미디,한국,남대중,강하늘|정소민|조민수|김선영|황세인,(주)영화사울림,(주)마인드마크,30일,2023-10-03,tt29031019,1052433,"지성과 외모 그리고 찌질함까지 타고난, 정열. 능력과 커리어 그리고 똘기까지 타고난, 나라. 영화처럼 만나 영화같은 사랑을 했지만 서로의 찌질함과 똘기를 견디다 못해 마침내 완벽한 남남이 되기로 한다. 그러나, 로맨스로 시작했지만 스릴러가 되어버린 결혼 생활의 끝을 딱 30일 앞두고 뜻밖의 사고로 기억을 잃어버리는데...",KR,Nam Dae-joong,"강하늘, 정소민, 조민수, 임철형, Hwang Se-in","로맨스, 코미디","Mindmark, Woollim",KR,"A married couple who received a divorce settlement lose their memories in an accident. With amnesia, they fall in love again, so their families try to restore their memories to finalize the divorce."
20190324,3일의 휴가,496721,20231206,2020,판타지|드라마,한국,육상효,김해숙|신민아|강기영|황보라|박명훈,글뫼 주식회사,(주)쇼박스,3일의 휴가,2023-12-06,tt12664652,661681,"죽은 지 3년째 되는 날, 복자는 하늘에서 3일간의 휴가를 받아 규칙 안내를 맡은 신입 가이드와 함께 지상에 내려온다. 미국 명문대학교 교수인 자랑스러운 딸을 볼 생각에 설레던 마음도 잠시, 돌연 자신이 살던 시골집으로 돌아와 백반 장사를 시작한 진주의 모습에 당황한다. 속 타는 엄마의 마음도 모르는 진주는 자신을 찾아온 단짝 미진과 엄마의 레시피를 찾아가고, 낯익은 요리를 보자 서로의 추억이 되살아나는데...",KR,육상효,"김해숙, 신민아, 강기영, 황보라, 차미경","드라마, 판타지",Storyforest,KR,"Bok-ja is granted a special vacation after her death, which allows her to go see her daughter, Jin-joo, a university professor living abroad. Unlike her expectation, Bok-ja finds Jin-joo living in her old house running a local diner and becomes frustrated with questions that she is unable to ask. After spending time alongside Jin-joo, Bok-ja realizes that her daughter is struggling with the unresolved feelings about her, and tries to find a way to show her sincere feelings that she had never shared before."
20245399,4분 44초,43216,20241101,2022,공포(호러),한국,박종균,유지애|함연지|온유|이성열|김소원,(주)영화사 궁,롯데컬처웍스(주)롯데엔터테인먼트,4분 44초,2024-11-01,,1369566,"[입주민 여러분께 협조 요청 드립니다] 북촌아파트 경비실입니다. 최근 우리 단지 내에서 실종사건이 일어나 경찰이 수사 중에 있습니다. 주변에서 수상한 사람을 발견하거나, 이상한 소음이 들리는 경우 경비실로 연락 주시면 즉각 조치하도록 하겠습니다. 여러분의 신고와 제보가 실종자를 찾는데 결정적 단서가 됩니다. ※ 이웃을 배려하는 마음으로 층간소음이 발생하지 않도록 주의 바랍니다. ※ 야생동물에게 먹이를 주는 행위를 삼가해 주시기 바랍니다.",KR,Park Jong-kyun,"유지애, Ham Yon-ji, 온유, 이성열, 김소원","공포, 스릴러",,KR,"This is the security office of Bukchon Apartment. Recently, a missing incident occurred in our complex, and the police are investigating. If you see a suspicious person nearby or hear a strange noise, please contact the security office and we will take immediate action. Your reports and tips will be crucial clues to finding missing people. ※ Out of consideration for neighbors, please be careful not to make noise between floors. ※ Please refrain from feeding wild animals."
20183381,5.18 힌츠페터 스토리,7100,20180517,2018,다큐멘터리,한국,장영주,위르겐 힌츠페터|조성하|김승필|장영주,KBS,(주)드림팩트엔터테인먼트,5.18 힌츠페터 스토리,2018-05-17,,524881,"80년 5월, 민주화를 촉구하는 시위와 항쟁으로 도시는 봉쇄되고 모든 전화선은 차단되었다. 언론 통제로 인해 광주의 침상이 철저히 외면당하고 있었던 그때! 위험을 무릅쓰고 잠입한 독일 특파원 ‘위르겐 힌츠페터’! 당시 대한민국 안에 철저히 고립된 도시였던 광주의 실상을 전 세계에 알린 ‘위르겐 힌츠페터’가 직접 촬영한 국내외에 한번도 공개되지 않았던 광주의 참혹한 현장과 그가 극비리에 시도한 세 번의 광주 잠행까지! 지금까지 알려지지 않았던 80년 5월 광주의 처절했던 민주항쟁의 모습을 최초로 확인한다.",KR,Chang Young-joo,"Jürgen Hinzpeter, 조성하",다큐멘터리,KBS,KR,"In May of 1980, the city is locked down and phone lines are dead because of protests and struggles in demand of democracy. Just when Gwangju was being ignored by the media, Jurgen Hinzpeter, a reporter from Germany, sneaks in despite the danger!"
20231004,65,4273,20230420,2023,액션,미국,스콧 벡|브라이언 우즈,아담 드라이버|아리나 그린블랫,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,ほんとにあった！呪いのビデオ65,2015-12-04,,1085093,,JP,Nobuhide Kikuchi,中村義洋,공포,Pal Entertainments Production,JP,"65th entry in the popular ""Honto ni Atta. Noroi no Video"" series."
20231004,65,4273,20230420,2023,액션,미국,스콧 벡|브라이언 우즈,아담 드라이버|아리나 그린블랫,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,凶悪霊 完全版 65本,2019-07-02,,1247956,,JP,"Toru Iwashima, Fumiya Muramoto",,공포,,JP,"This is the complete version of ""Evil Spirits,"" which focuses on the horrifying spirits that attack the filmmakers, which has gained popularity and set it apart from the previously submitted psychic videos! This is a collection of horrifying ghost images of carefully selected spirits that harm people, including the filmmaker and his friends!"
20231004,65,4273,20230420,2023,액션,미국,스콧 벡|브라이언 우즈,아담 드라이버|아리나 그린블랫,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,心霊闇動画65,2022-05-06,tt28378021,1049340,,JP,Kahito Ozaki,佐々木みち代,공포,Odessa Entertainment,JP,"The 65th installment of the popular horror documentary series. The disturbing sound of knocking on the office of a call-girl business... A horrible existence taken there. The author's feet are getting worse as if they were rotting. In order to find out the cause, the interview team investigates the creepy stuffed animal."
20233218,6시간 후 너는 죽는다,35135,20241016,2024,스릴러,한국,이윤석,박주현|정재현|곽시양|김민상|이철우,(주)미스터리픽처스|(주)라이브러리컴퍼니,(주)트리플픽쳐스,6시간 후 너는 죽는다,2024-10-16,tt33478321,1147266,서른 살 생일을 하루 앞둔 정윤은 길에서 만난 낯선 남자 준우에게 죽음 예고를 듣는다. 믿을 수 없는 예언이 거짓말처럼 현실이 되어가면서 정윤은 자신을 죽이려는 범인을 찾기 위해 준우와 여정을 시작하게 되는데...,KR,이윤석,"박주현, 재현, 곽시양, 이수정, 김민상",스릴러,"Mystery Pictures, 라이브러리컴퍼니",KR,"Jung-yoon was approached by a random stranger named Jun-woo, who told her she'd be dead in six hours. As she follows him for answers, she begins to question whether he's her savior or the one trying to put her in danger."
20163014,7년-그들이 없는 언론,2473,20170112,2016,다큐멘터리,한국,김진혁,강지웅|권성민|권석재|노종면|박성제,한국탐사저널리즘센터,(주)인디플러그,7년-그들이 없는 언론,2017-01-12,tt10467330,434235,"이명박 정부 초기인 2008년부터 현재까지 총 20여명의 언론인이 해직되었다.  해직 언론인 대부분이 노조 간부가 아닌 것은 물론, 그 중 상당수는 평범한 언론사의 직장인으로서 생활하던 이들이다. 자신이 다니던 언론사가 권력에 의해 망가지는 모습을 견디지 못했던 그들은 공정방송이란 상식적인 요구를 하였으나, 돌아온 것은 해직통보였다. 7년의 시간이 흐른 지금, 자신이 몸담았던 언론사에 대한 권력의 통제는 이미 관성이 되어버렸고, 그런 현실을 바라보는 그들의 시선도 착찹하기만 한데… 그들은 돌아갈 수 있을까? 만약 돌아간다면 그 곳은... 그들이 간절히 원했던 그런 언론사이긴 한 걸까?",KR,Kim Jin-hyuk,"최승호, 박근혜",다큐멘터리,"Indieplug, Newstapa, National Union of Mediaworkers",KR,"A total of 17 journalists have been fired since 2008, the beginning of LEE Myung-bak’s presidential term. They fought against the companies that they worked for succumbing to power and are now frustrated at reality where censorship of the press by authority has now become a norm. Can they continue their activities as journalists?"
20154908,7년의 밤,521564,20180328,2018,스릴러|드라마,한국,추창민,류승룡|장동건|송새벽|고경표|이레,(주)바른손|(주)씨제이이엔엠,(주)씨제이이엔엠,7년의 밤,2018-03-28,tt8060652,437083,"인적이 드문 세령마을의 댐 관리팀장으로 부임을 앞둔 최현수. 가족이 지낼 사택을 보러 가는 날, 안개가 짙게 깔린 세령마을 입구에서 길을 잃고 헤매던 중 갑자기 뛰어나온 여자 아이를 쳐 교통사고를 낸다. 너무 놀란 최현수는 한 순간의 잘못된 선택으로 호수에 아이를 유기한다. 아이의 실종으로 마을은 발칵 뒤집혀 수색 작업이 시작되고, 결국 싸늘한 주검으로 돌아온 딸을 보자 광기 어린 분노에 사로잡힌, 마을 대지주이자 아이의 아버지 오영제. 사고가 아니라 사건이라고 판단한 그는 직접 범인을 찾기 위해 증거를 모으기 시작한다.",KR,추창민,"류승룡, 장동건, 송새벽, 고경표, 문정희","스릴러, 액션, 드라마","Barunson, CJ Entertainment",KR,"Set against the haunting backdrop of a small lake town, this chilling thriller unravels a meticulous revenge set over a period of 7 years, all beginning with the accidental death of an innocent girl."
20168754,7호실,341626,20171115,2017,코미디,한국,이용승,신하균|도경수|김동영|김종수|김종구,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,7호실,2017-11-15,tt7465704,462385,"서울의 망해가는 DVD방 사장 두식. 학자금 빚을 갚으려 DVD방에서 일하는 알바생 태정. 팔리지도 않던 가게에 기적처럼 매수자가 나타난 바로 그 때! 예상치 못한 사고가 일어나고, 두식은 시체를 7호실에 숨겨 봉쇄한다. 한편, 빚을 해결해주는 조건으로 마약을 7호실에 잠시 감춰놨던 태정은 늘 열려있던 그 방의 문을 두식이 갑자기 잠가버리자 당황하는데…",KR,Lee Yong-seung,"신하균, 도경수, 김동영, 김종수, 김종구","코미디, 스릴러","Myung Films, Lotte Entertainment",KR,"In a DVD-themed sex hotel, a young employee has hidden drugs in room #7 for criminals in exchange for wiping off his debt. But then his boss hides a dead body in the same room and locks the door. And a dangerous battle of wits ensues between a man who must lock away the secret behind the door, and another, who must go inside."
20202366,800,16489,20201210,2020,전쟁|액션,중국,관후,강무,,TCO(주)더콘텐츠온|(주)디스테이션,侍の名のもとに～野球日本代表侍ジャパンの800日～,2020-02-07,,1150123,,JP,Shintaro Miki,이구치 유카,다큐멘터리,"J SPORTS, NPB Enterprise, Asmik Ace",JP,
20191029,82년생 김지영,3671152,20191023,2019,드라마,한국,김도영,정유미|공유|김국희|김미경|공민정,(주)봄바람영화사,롯데컬처웍스(주)롯데엔터테인먼트,82년생 김지영,2019-10-23,tt11052808,586048,"1982년 봄에 태어나 누군가의 딸이자 아내, 동료이자 엄마로 오늘을 살아가는 지영. 때론 어딘가 갇힌 듯 답답하기도 하지만 남편 대현과 사랑스러운 딸, 그리고 자주 만나지 못해도 항상 든든한 가족들이 지영에겐 큰 힘이다. 하지만 언젠가부터 마치 다른 사람이 된 것처럼 말하는 지영. 대현은 아내가 상처 입을까 두려워 그 사실을 털어놓지 못하고 지영은 이런 대현에게 언제나 “괜찮다”라며 웃어 보이기만 하는데…",KR,김도영,"정유미, 공유, 김미경, 공민정, 박성연",드라마,"bombaramfilm, Lotte Entertainment",KR,"Kim Ji-young, an ordinary woman in her 30s, suddenly shows signs of being inhabited by other women from her life, past and present."
20223722,B컷,2396,20220330,2022,범죄|액션|스릴러,한국,김진영,김동완|전세현|김병옥|최재환|조서후,(주)영화사 필|TCO(주)더콘텐츠온,TCO(주)더콘텐츠온,B컷,2022-03-30,tt23640330,930750,"스마트폰 수리 및 데이터 복구 업체를 운영하는 ‘승현’은 고객들의 B컷. 즉 숨기고 싶어 삭제했던 데이터까지 복구해서 협박하며 돈을 뜯어낸다. 어느 날, 한때 최고의 여배우였던 ‘민영’은 ‘승현’에게 망가진 핸드폰 수리를 맡기고, 그 폰 안에서 찾아낸 ‘민영’의 B컷에는 그의 남편이자 유력한 대통령 후보자인 ‘태산’의 충격적인 진실이 들어있는데…!  누군가에게는 살기 위해 반드시 공개해야만 하는, 누군가에게는 살기 위해 반드시 숨겨야만 하는 대선후보 스마트폰 안의 B컷이 잠금해제 된다!",KR,Kim Jin-young,"김동완, 전세현, 김병옥, 최재환","액션, 범죄, 스릴러","The Contents On, Feel Film",KR,"The one who tries to hide VS the one who wants to reveal  A shocking scandal unfolds around the B Cut that must be revealed in order to survive!  One day, a woman visits Seung-hyeon, who runs a smartphone repair and data recovery company. Actress Min-yeong, who once captivated South Korea, asks for the restoration of a B-cut, which should not be released to the world. Min-yeong's B-cut stimulates Seung-hyeon's curiosity, and he finds out that it will cause a huge scandal in Korea!  The secret of the B-cut that someone wants to hide and that must be revealed is unlocked."
20247038,DMZ 동물 특공대,21568,20240214,2023,애니메이션,한국,홍인표,김새해|조경이|황창영|이소은|박준형,자루 스튜디오,(주)박수엔터테인먼트,DMZ 동물 특공대,2024-02-14,,1234490,"지구상에 단 하나뿐인 공간 DMZ에 살고 있는 ‘담비’와 귀요미 친구들에게 들려온 날벼락 같은 소문!  동물들의 유토피아 DMZ를 지키기 위해선 폭탄을 터뜨려 인간들의 평화를 막아야만 한다!  ‘담비’, ‘쾡이’, ‘멧돼이먼’, ‘황박이’, ‘람쥐’까지 DMZ 동물 특공대 출동 준비 완료!  2월, 우리 집은 우리가 지킨다!",KR,홍인표,"김새해, 조경이, Hwang Chang-yeong, 이소은, Park Jun-hyeong",애니메이션,Jaroo Studio,KR,"""What? My house will disappear if humans reconcile?!"" 'Dambi' and his cute friends live in the DMZ. To protect the DMZ, a utopia for animals. you must detonate the bomb and stop the humans from making peace! 'Dambi', 'Qat', 'Fatt Damon', 'Yellowy', and 'Ratty' The DMZ Animal Rangers are ready to go!"
20210168,F20,22575,20211006,2021,스릴러,한국,홍은미,장영남|김정영|이지하|김미화|유서진,KBS|몬스터유니온,와이드 릴리즈(주),F20,2021-10-06,tt15685562,878023,"어디에 내놔도 자랑스러운 아들을 둔 엄마 애란은 군 생활을 떠났던 아들 도훈에게 조현병이 발병했다는 충격적인 소식을 듣게 된다. 완벽했던 자신의 일상을 빼앗길까 두려운 애란은 아들의 병을 숨긴 채 살아가기로 결심하고 그러나, 순조로울 것만 같았던 그녀의 삶에 유일한 비밀을 알고 있는 경화가 나타나자 애란의 불안은 점점 광기로 변해가는데…",KR,Hong Eun-mi,"장영남, 김정영, Kim Kang-min, 이지하, 김미화","스릴러, TV 영화","Monster Union, KBS",KR,"Ae-ran, a mother who is proud with her son hears a shocking news that her son, Dohoon, who left the military has developed schizophrenia. Afraid of losing her perfect daily life, Ae-ran decided to hide his son's illness. But her secret life that seemed to be smooth started to change when Kyeong-hwa, the only person who knows her secret appeared, gradually turning her anxiety into madness."
20170658,PMC: 더 벙커,1665200,20181226,2018,액션,한국,김병우,하정우|이선균|제니퍼 엘|민무제|강신철,(주)퍼펙트스톰필름,(주)씨제이이엔엠,PMC: 더 벙커,2018-12-26,tt7156436,557972,"글로벌 군사기업(PMC) 블랙리저드의 캡틴 에이헵은 미국 CIA의 의뢰로 거액의 프로젝트를 맡게 된다. 그러나 작전장소인 DMZ 지하 비밀벙커에는 약속된 타깃이 아닌 뜻밖의 인물, 북한 킹이 나타난다. 아시아 최고의 현상금이 걸린 킹, 그를 잡기 위해 캡틴 에이헵은 작전을 변경하고, 12인의 크루들과 함께 킹을 납치하는 데 성공한다. 하지만 또 다른 군사기업(PMC)의 기습과 미국 CIA의 폭격으로 함정에 빠져버린 에이헵과 블랙리저드팀. 결국 무너져버린 지하 비밀 벙커 안 부상을 입은 에이헵은 인질로 잡혀 있던 북한 최고의 엘리트 닥터 윤지의에게 도움을 요청하는데...",KR,김병우,"하정우, 이선균, 제니퍼 엘, 케빈 듀랜드, 강신철","액션, 스릴러","CJ Entertainment, Perfect Storm Film",KR,"On the day of the U.S. presidential election in 2024, a team of elite mercenaries embark on a secret CIA mission to abduct North Korea's politician in an underground bunker below the Korean Demilitarized Zone. However, they get caught in the crossfire which causes tensions to escalate to the brink of World War III."
